Data;Município;Gênero da Vítima;Idade da Vítima
20/06/2023;Parambu;Feminino;27
21/06/2023;Fortaleza;Feminino;43
21/06/2023;Fortaleza;Feminino;42
21/06/2023;Iguatu;Masculino;32
21/06/2023;Fortaleza;Feminino;24
21/06/2023;Fortaleza;Feminino;49
21/06/2023;Fortaleza;Feminino;22
22/06/2023;Brejo Santo;Feminino;25
22/06/2023;Tianguá;Feminino;31
22/06/2023;Tianguá;Feminino;37
22/06/2023;Tianguá;Feminino;30
22/06/2023;Fortaleza;Feminino;36
22/06/2023;Fortaleza;Feminino;45
22/06/2023;Sobral;Feminino;42
22/06/2023;Iguatu;Feminino;24
22/06/2023;Fortaleza;Feminino;44
22/06/2023;Aiuaba;Feminino;17
22/06/2023;Itapajé;Feminino;35
23/06/2023;Guaraciaba do Norte;Feminino;34
23/06/2023;Fortaleza;Feminino;48
23/06/2023;Eusébio;Feminino;22
23/06/2023;Independência;Feminino;28
24/06/2023;Brejo Santo;Feminino;42
24/06/2023;Fortaleza;Feminino;38
24/06/2023;Fortaleza;Masculino;50
24/06/2023;Bela Cruz;Feminino;41
25/06/2023;Eusébio;Feminino;59
25/06/2023;Crateús;Feminino;22
25/06/2023;Novo Oriente;Feminino;37
25/06/2023;Barbalha;Feminino;33
25/06/2023;Fortaleza;Feminino;34
25/06/2023;Fortaleza;Feminino;42
26/06/2023;Barreira;Feminino;22
26/06/2023;Jaguaribe;Feminino;46
26/06/2023;Caucaia;Não identificado;Não Informada
26/06/2023;Fortaleza;Feminino;21
26/06/2023;Iguatu;Feminino;29
26/06/2023;Fortaleza;Feminino;52
26/06/2023;Pacatuba;Feminino;36
26/06/2023;Fortaleza;Masculino;35
26/06/2023;Granja;Não identificado;Não Informada
26/06/2023;Crato;Feminino;54
26/06/2023;Barreira;Feminino;22
26/06/2023;Maracanaú;Masculino;35
27/06/2023;Iguatu;Feminino;21
27/06/2023;Fortaleza;Feminino;20
27/06/2023;Fortaleza;Feminino;51
27/06/2023;Fortaleza;Feminino;27
28/06/2023;Quiterianópolis;Feminino;24
28/06/2023;Fortaleza;Feminino;33
28/06/2023;Fortaleza;Não identificado;Não Informada
28/06/2023;Quixeramobim;Feminino;34
28/06/2023;Trairi;Não identificado;Não Informada
28/06/2023;Novo Oriente;Feminino;38
28/06/2023;Fortaleza;Feminino;47
29/06/2023;Fortaleza;Feminino;37
29/06/2023;Itaitinga;Não identificado;Não Informada
29/06/2023;Fortaleza;Feminino;34
29/06/2023;Sobral;Feminino;31
29/06/2023;Fortaleza;Masculino;53
29/06/2023;Fortaleza;Feminino;39
30/06/2023;Fortaleza;Feminino;21
30/06/2023;Fortaleza;Feminino;25
30/06/2023;Crato;Feminino;43
30/06/2023;Fortaleza;Feminino;44
30/06/2023;Morada Nova;Feminino;24
01/07/2023;Quixeré;Feminino;32
01/07/2023;Irauçuba;Feminino;30
01/07/2023;Jaguaruana;Feminino;33
01/07/2023;Quixadá;Feminino;37
01/07/2023;Santa Quitéria;Feminino;35
01/07/2023;Pacatuba;Feminino;36
01/07/2023;Independência;Feminino;43
01/07/2023;Fortaleza;Feminino;63
01/07/2023;Maracanaú;Feminino;35
01/07/2023;Fortaleza;Feminino;41
01/07/2023;Fortaleza;Não identificado;Não Informada
02/07/2023;Pacajus;Feminino;25
02/07/2023;Tianguá;Não identificado;Não Informada
02/07/2023;Fortaleza;Feminino;55
02/07/2023;Fortaleza;Masculino;29
02/07/2023;Ibiapina;Não identificado;Não Informada
03/07/2023;Fortaleza;Feminino;34
03/07/2023;Morada Nova;Feminino;42
03/07/2023;Fortaleza;Feminino;18
04/07/2023;Bela Cruz;Feminino;35
04/07/2023;Fortaleza;Feminino;65
04/07/2023;Caucaia;Feminino;38
04/07/2023;Tauá;Feminino;33
04/07/2023;Pacajus;Masculino;37
04/07/2023;Trairi;Masculino;29
04/07/2023;Juazeiro do Norte;Feminino;43
04/07/2023;Amontada;Feminino;47
04/07/2023;Aquiraz;Feminino;Não Informada
04/07/2023;Fortaleza;Feminino;23
05/07/2023;Fortaleza;Feminino;24
05/07/2023;Monsenhor Tabosa;Masculino;64
05/07/2023;Fortaleza;Masculino;50
05/07/2023;Fortaleza;Feminino;38
05/07/2023;Caucaia;Feminino;25
05/07/2023;Fortaleza;Feminino;38
05/07/2023;Fortaleza;Masculino;29
05/07/2023;Fortaleza;Feminino;40
06/07/2023;Trairi;Feminino;19
06/07/2023;Fortaleza;Feminino;33
06/07/2023;Cariús;Feminino;45
06/07/2023;Fortaleza;Feminino;22
06/07/2023;Fortaleza;Feminino;58
06/07/2023;Juazeiro do Norte;Feminino;61
07/07/2023;Maracanaú;Masculino;54
07/07/2023;Fortaleza;Feminino;42
07/07/2023;Juazeiro do Norte;Feminino;37
08/07/2023;Apuiarés;Feminino;28
08/07/2023;Fortaleza;Feminino;40
08/07/2023;Ibiapina;Não identificado;Não Informada
08/07/2023;Juazeiro do Norte;Feminino;30
08/07/2023;Ibiapina;Não identificado;Não Informada
09/07/2023;Fortaleza;Feminino;22
09/07/2023;Varjota;Feminino;23
09/07/2023;Maracanaú;Feminino;23
10/07/2023;Fortaleza;Feminino;46
10/07/2023;Cascavel;Não identificado;Não Informada
10/07/2023;Fortaleza;Feminino;53
10/07/2023;Crato;Feminino;37
10/07/2023;Juazeiro do Norte;Feminino;39
10/07/2023;Fortaleza;Feminino;37
10/07/2023;Fortaleza;Feminino;51
11/07/2023;Sobral;Feminino;27
11/07/2023;Fortaleza;Não identificado;Não Informada
11/07/2023;Crato;Masculino;29
11/07/2023;Tauá;Não identificado;Não Informada
11/07/2023;Fortaleza;Feminino;46
11/07/2023;Fortaleza;Não identificado;Não Informada
11/07/2023;Fortaleza;Feminino;32
11/07/2023;Sobral;Feminino;26
11/07/2023;Fortaleza;Feminino;35
12/07/2023;Fortaleza;Não identificado;Não Informada
12/07/2023;Fortaleza;Feminino;54
12/07/2023;Fortaleza;Masculino;40
12/07/2023;Fortaleza;Feminino;40
12/07/2023;Fortaleza;Feminino;53
12/07/2023;Fortaleza;Masculino;58
13/07/2023;Fortaleza;Feminino;36
13/07/2023;Fortaleza;Feminino;37
13/07/2023;Tianguá;Não identificado;Não Informada
13/07/2023;Fortaleza;Masculino;38
14/07/2023;Crato;Masculino;38
14/07/2023;Caucaia;Feminino;28
14/07/2023;Ipu;Feminino;21
14/07/2023;Fortaleza;Feminino;42
15/07/2023;Camocim;Feminino;38
15/07/2023;Fortaleza;Feminino;35
15/07/2023;Crato;Feminino;32
15/07/2023;Boa Viagem;Feminino;51
15/07/2023;Fortaleza;Feminino;32
16/07/2023;Aurora;Feminino;42
16/07/2023;Maracanaú;Feminino;22
16/07/2023;Fortaleza;Feminino;46
16/07/2023;Fortaleza;Feminino;44
16/07/2023;Jaguaruana;Feminino;22
16/07/2023;Quixeramobim;Feminino;19
17/07/2023;Quixadá;Masculino;43
17/07/2023;Fortaleza;Não identificado;43
17/07/2023;Fortaleza;Feminino;40
17/07/2023;Fortaleza;Feminino;57
17/07/2023;Fortaleza;Feminino;29
17/07/2023;Juazeiro do Norte;Feminino;27
17/07/2023;Jaguaruana;Feminino;39
18/07/2023;Tianguá;Feminino;63
18/07/2023;Fortaleza;Masculino;55
18/07/2023;Crato;Feminino;33
18/07/2023;Iguatu;Feminino;37
18/07/2023;Fortaleza;Feminino;44
18/07/2023;Iguatu;Masculino;43
18/07/2023;Palmácia;Masculino;30
18/07/2023;Itapipoca;Feminino;19
18/07/2023;Itapipoca;Feminino;19
18/07/2023;Boa Viagem;Feminino;34
19/07/2023;Fortaleza;Feminino;41
19/07/2023;Fortaleza;Feminino;32
19/07/2023;Fortaleza;Feminino;34
19/07/2023;Itarema;Feminino;41
20/07/2023;Caucaia;Feminino;70
20/07/2023;Fortaleza;Feminino;42
20/07/2023;Maracanaú;Feminino;27
20/07/2023;Maracanaú;Masculino;34
20/07/2023;Crato;Masculino;27
21/07/2023;Sobral;Feminino;24
21/07/2023;Cascavel;Feminino;36
21/07/2023;Maracanaú;Feminino;22
21/07/2023;Monsenhor Tabosa;Feminino;26
22/07/2023;Jaguaribe;Feminino;49
22/07/2023;Fortaleza;Feminino;31
22/07/2023;Quixadá;Feminino;67
22/07/2023;Ibiapina;Não identificado;Não Informada
22/07/2023;Fortaleza;Feminino;42
22/07/2023;Fortaleza;Feminino;40
23/07/2023;Fortaleza;Feminino;20
23/07/2023;Tianguá;Masculino;43
23/07/2023;Fortaleza;Feminino;32
23/07/2023;Crato;Feminino;42
23/07/2023;Crato;Feminino;31
23/07/2023;Uruburetama;Feminino;23
23/07/2023;Fortaleza;Feminino;25
24/07/2023;Brejo Santo;Masculino;56
24/07/2023;Ibiapina;Não identificado;Não Informada
24/07/2023;Fortaleza;Feminino;31
24/07/2023;Fortaleza;Masculino;25
24/07/2023;Fortaleza;Masculino;54
24/07/2023;Ipueiras;Não identificado;Não Informada
24/07/2023;Fortaleza;Feminino;24
24/07/2023;Guaraciaba do Norte;Feminino;45
24/07/2023;Fortaleza;Feminino;31
25/07/2023;Fortaleza;Feminino;18
25/07/2023;Fortaleza;Feminino;38
25/07/2023;Tianguá;Feminino;47
25/07/2023;Fortaleza;Feminino;40
25/07/2023;Milagres;Não identificado;Não Informada
25/07/2023;Maracanaú;Feminino;35
26/07/2023;Fortaleza;Feminino;36
26/07/2023;Cascavel;Masculino;13
26/07/2023;Cascavel;Feminino;10
26/07/2023;Tianguá;Feminino;63
26/07/2023;Tianguá;Masculino;65
26/07/2023;Maracanaú;Feminino;35
26/07/2023;Fortaleza;Feminino;44
26/07/2023;Iguatu;Masculino;38
26/07/2023;Fortaleza;Feminino;22
26/07/2023;Fortaleza;Feminino;25
26/07/2023;Fortaleza;Masculino;42
26/07/2023;Maranguape;Feminino;27
27/07/2023;Varjota;Feminino;58
27/07/2023;Varjota;Feminino;23
27/07/2023;Fortaleza;Feminino;52
27/07/2023;Fortaleza;Feminino;44
28/07/2023;Caucaia;Feminino;31
28/07/2023;Brejo Santo;Feminino;33
28/07/2023;Ipu;Masculino;56
28/07/2023;Ipu;Feminino;21
28/07/2023;Jucás;Feminino;28
28/07/2023;Fortaleza;Não identificado;Não Informada
28/07/2023;Fortaleza;Feminino;46
28/07/2023;Fortaleza;Não identificado;Não Informada
28/07/2023;Fortaleza;Feminino;39
29/07/2023;Fortaleza;Feminino;38
29/07/2023;Fortaleza;Masculino;26
29/07/2023;Fortaleza;Feminino;64
29/07/2023;Ipu;Feminino;36
30/07/2023;Juazeiro do Norte;Não identificado;Não Informada
30/07/2023;Fortaleza;Não identificado;Não Informada
30/07/2023;Fortaleza;Feminino;62
30/07/2023;Brejo Santo;Feminino;22
30/07/2023;Fortaleza;Masculino;47
30/07/2023;Fortaleza;Feminino;30
30/07/2023;Fortaleza;Feminino;43
31/07/2023;Ipu;Feminino;30
31/07/2023;Fortaleza;Feminino;30
31/07/2023;Fortaleza;Feminino;22
31/07/2023;Fortaleza;Masculino;59
31/07/2023;Fortaleza;Feminino;37
31/07/2023;Fortaleza;Feminino;21
31/07/2023;Fortaleza;Feminino;21
01/08/2023;Solonópole;Não identificado;Não Informada
01/08/2023;Tianguá;Feminino;19
01/08/2023;Fortaleza;Masculino;56
01/08/2023;Fortaleza;Feminino;38
01/08/2023;Sobral;Feminino;36
01/08/2023;Fortaleza;Masculino;52
01/08/2023;Iguatu;Feminino;48
01/08/2023;Crato;Feminino;39
02/08/2023;Crato;Feminino;37
02/08/2023;Missão Velha;Feminino;18
02/08/2023;Fortaleza;Feminino;24
02/08/2023;Fortaleza;Feminino;43
03/08/2023;São Gonçalo do Amarante;Feminino;22
03/08/2023;Mombaça;Feminino;14
03/08/2023;Fortaleza;Feminino;21
04/08/2023;Orós;Masculino;18
04/08/2023;Novo Oriente;Feminino;Não Informada
04/08/2023;Crato;Feminino;51
04/08/2023;Crato;Feminino;23
04/08/2023;Fortaleza;Feminino;23
04/08/2023;Juazeiro do Norte;Feminino;37
04/08/2023;Frecheirinha;Feminino;60
04/08/2023;Frecheirinha;Masculino;Não Informada
05/08/2023;Barro;Feminino;Não Informada
05/08/2023;Fortaleza;Não identificado;Não Informada
05/08/2023;Crateús;Masculino;44
05/08/2023;Santana do Cariri;Feminino;30
05/08/2023;Crateús;Feminino;46
05/08/2023;Fortaleza;Masculino;40
06/08/2023;Guaraciaba do Norte;Não identificado;Não Informada
06/08/2023;Fortaleza;Feminino;28
06/08/2023;Ibaretama;Feminino;23
06/08/2023;Pacatuba;Feminino;60
06/08/2023;Fortaleza;Não identificado;Não Informada
06/08/2023;Fortaleza;Feminino;44
06/08/2023;Fortaleza;Feminino;37
06/08/2023;Fortaleza;Masculino;43
06/08/2023;Amontada;Feminino;16
06/08/2023;Banabuiú;Masculino;58
07/08/2023;Fortaleza;Feminino;18
07/08/2023;Quixadá;Feminino;15
07/08/2023;Juazeiro do Norte;Feminino;23
07/08/2023;Limoeiro do Norte;Feminino;27
07/08/2023;Fortaleza;Feminino;27
07/08/2023;Horizonte;Feminino;42
07/08/2023;Quixeré;Feminino;41
07/08/2023;Camocim;Feminino;50
08/08/2023;Crateús;Feminino;28
08/08/2023;Fortaleza;Feminino;30
08/08/2023;Fortaleza;Feminino;18
08/08/2023;Uruburetama;Feminino;23
08/08/2023;Fortaleza;Feminino;22
09/08/2023;Fortaleza;Feminino;31
09/08/2023;Jijoca de Jericoacoara;Não identificado;Não Informada
09/08/2023;Fortaleza;Feminino;32
09/08/2023;Fortaleza;Feminino;56
09/08/2023;Forquilha;Não identificado;Não Informada
10/08/2023;São Gonçalo do Amarante;Feminino;44
10/08/2023;Fortaleza;Masculino;40
10/08/2023;Fortaleza;Feminino;56
10/08/2023;Fortaleza;Feminino;49
10/08/2023;Fortaleza;Feminino;45
10/08/2023;Iguatu;Masculino;49
10/08/2023;Fortaleza;Feminino;32
10/08/2023;Beberibe;Feminino;39
10/08/2023;Ibiapina;Feminino;26
10/08/2023;Fortaleza;Feminino;26
10/08/2023;Fortaleza;Feminino;24
10/08/2023;Crato;Feminino;56
11/08/2023;Fortaleza;Feminino;41
11/08/2023;Maracanaú;Feminino;19
11/08/2023;Fortaleza;Feminino;43
11/08/2023;Juazeiro do Norte;Feminino;40
11/08/2023;Fortaleza;Feminino;44
11/08/2023;Iguatu;Feminino;26
12/08/2023;Itaitinga;Feminino;29
12/08/2023;Maracanaú;Masculino;44
12/08/2023;Fortaleza;Feminino;41
12/08/2023;Novo Oriente;Feminino;Não Informada
12/08/2023;Fortaleza;Feminino;42
12/08/2023;Juazeiro do Norte;Feminino;21
12/08/2023;Juazeiro do Norte;Feminino;21
13/08/2023;Campos Sales;Feminino;21
13/08/2023;Fortaleza;Feminino;40
13/08/2023;Fortaleza;Feminino;33
14/08/2023;Sobral;Não identificado;Não Informada
14/08/2023;Crato;Feminino;38
14/08/2023;Fortaleza;Masculino;47
14/08/2023;Maracanaú;Feminino;51
14/08/2023;Senador Pompeu;Feminino;Não Informada
14/08/2023;Fortaleza;Feminino;36
14/08/2023;Fortaleza;Feminino;32
14/08/2023;Pindoretama;Não identificado;Não Informada
15/08/2023;Juazeiro do Norte;Feminino;18
15/08/2023;Reriutaba;Feminino;31
15/08/2023;Iguatu;Masculino;22
15/08/2023;Brejo Santo;Feminino;17
15/08/2023;Trairi;Não identificado;Não Informada
15/08/2023;Caucaia;Feminino;37
16/08/2023;Fortaleza;Feminino;26
16/08/2023;Iguatu;Feminino;53
16/08/2023;Caucaia;Feminino;50
16/08/2023;Novo Oriente;Feminino;52
16/08/2023;Juazeiro do Norte;Feminino;64
16/08/2023;Quixeramobim;Feminino;24
16/08/2023;Fortaleza;Feminino;41
17/08/2023;Fortaleza;Feminino;31
17/08/2023;Fortaleza;Feminino;37
17/08/2023;Fortaleza;Feminino;23
17/08/2023;Fortaleza;Feminino;36
17/08/2023;Itapipoca;Feminino;27
17/08/2023;Juazeiro do Norte;Feminino;42
18/08/2023;Fortaleza;Feminino;39
18/08/2023;Caucaia;Masculino;36
18/08/2023;Pereiro;Masculino;39
18/08/2023;Frecheirinha;Feminino;69
18/08/2023;Frecheirinha;Feminino;43
18/08/2023;Frecheirinha;Masculino;28
18/08/2023;Fortaleza;Feminino;32
18/08/2023;Crato;Feminino;27
19/08/2023;Juazeiro do Norte;Feminino;34
19/08/2023;Uruburetama;Feminino;40
19/08/2023;Tianguá;Masculino;42
19/08/2023;Tianguá;Feminino;39
19/08/2023;Fortaleza;Feminino;41
19/08/2023;Maracanaú;Feminino;33
19/08/2023;Croatá;Feminino;25
20/08/2023;Assaré;Feminino;18
20/08/2023;Fortaleza;Masculino;12
20/08/2023;Crateús;Masculino;34
20/08/2023;Fortaleza;Não identificado;Não Informada
20/08/2023;Eusébio;Feminino;29
20/08/2023;Pacajus;Feminino;21
20/08/2023;Fortaleza;Feminino;52
20/08/2023;Fortaleza;Feminino;27
20/08/2023;Crato;Feminino;40
20/08/2023;Fortaleza;Masculino;24
21/08/2023;Fortaleza;Feminino;26
21/08/2023;Juazeiro do Norte;Masculino;41
21/08/2023;Fortaleza;Feminino;60
21/08/2023;Juazeiro do Norte;Feminino;27
21/08/2023;Jaguaretama;Feminino;34
21/08/2023;Fortaleza;Feminino;27
21/08/2023;São Benedito;Feminino;18
21/08/2023;Baturité;Feminino;19
21/08/2023;Russas;Feminino;24
21/08/2023;Quixadá;Feminino;37
21/08/2023;Pacajus;Feminino;26
22/08/2023;Ibicuitinga;Feminino;26
22/08/2023;Camocim;Feminino;39
22/08/2023;Fortaleza;Feminino;41
22/08/2023;Fortaleza;Feminino;26
22/08/2023;Fortaleza;Feminino;55
22/08/2023;Juazeiro do Norte;Feminino;32
22/08/2023;Fortaleza;Feminino;36
23/08/2023;Fortaleza;Masculino;45
23/08/2023;Fortaleza;Não identificado;Não Informada
23/08/2023;Fortaleza;Não identificado;Não Informada
23/08/2023;Fortaleza;Feminino;22
23/08/2023;Fortaleza;Feminino;24
23/08/2023;Viçosa do Ceará;Feminino;38
23/08/2023;Martinópole;Feminino;40
23/08/2023;Parambu;Feminino;77
23/08/2023;Fortaleza;Feminino;39
23/08/2023;Iguatu;Feminino;25
23/08/2023;Iguatu;Feminino;38
24/08/2023;Fortaleza;Feminino;31
24/08/2023;Fortaleza;Masculino;37
24/08/2023;Fortaleza;Feminino;23
24/08/2023;Fortaleza;Feminino;36
24/08/2023;Fortaleza;Feminino;53
24/08/2023;Iguatu;Feminino;25
24/08/2023;Fortaleza;Feminino;40
24/08/2023;Caucaia;Masculino;31
24/08/2023;Fortaleza;Feminino;34
24/08/2023;Caucaia;Feminino;51
25/08/2023;Tianguá;Masculino;69
25/08/2023;Cedro;Feminino;43
25/08/2023;Cedro;Feminino;55
25/08/2023;Fortaleza;Feminino;33
25/08/2023;Fortaleza;Não identificado;Não Informada
25/08/2023;Croatá;Feminino;22
26/08/2023;Fortaleza;Feminino;39
26/08/2023;Fortaleza;Feminino;26
26/08/2023;Fortaleza;Feminino;30
26/08/2023;Canindé;Feminino;27
26/08/2023;Quixadá;Feminino;31
27/08/2023;Fortaleza;Feminino;29
27/08/2023;Barbalha;Masculino;32
27/08/2023;Ipu;Feminino;28
28/08/2023;Viçosa do Ceará;Feminino;30
28/08/2023;Morada Nova;Feminino;69
28/08/2023;Fortaleza;Feminino;26
28/08/2023;Ipu;Feminino;46
28/08/2023;Fortaleza;Feminino;34
28/08/2023;Caucaia;Não identificado;Não Informada
28/08/2023;Sobral;Não identificado;Não Informada
29/08/2023;Fortaleza;Feminino;26
29/08/2023;Uruburetama;Feminino;25
29/08/2023;Quixadá;Feminino;27
30/08/2023;Fortaleza;Feminino;32
30/08/2023;Fortaleza;Feminino;28
30/08/2023;Fortaleza;Feminino;31
30/08/2023;Jaguaribara;Feminino;13
30/08/2023;Fortaleza;Feminino;25
30/08/2023;Fortaleza;Feminino;39
30/08/2023;Fortaleza;Feminino;43
30/08/2023;Fortaleza;Feminino;26
31/08/2023;Fortaleza;Feminino;30
31/08/2023;Fortaleza;Feminino;32
31/08/2023;Juazeiro do Norte;Feminino;31
31/08/2023;Tianguá;Feminino;49
31/08/2023;Tianguá;Feminino;49
31/08/2023;Tianguá;Masculino;46
31/08/2023;Ibiapina;Masculino;66
31/08/2023;Fortaleza;Feminino;33
01/09/2023;Icó;Masculino;23
01/09/2023;Mauriti;Feminino;28
01/09/2023;Tejuçuoca;Não identificado;Não Informada
01/09/2023;Fortaleza;Feminino;31
01/09/2023;Fortaleza;Feminino;28
01/09/2023;Sobral;Feminino;21
02/09/2023;Fortaleza;Feminino;32
02/09/2023;Ibiapina;Não identificado;Não Informada
02/09/2023;Fortaleza;Feminino;41
02/09/2023;Jaguaruana;Feminino;28
02/09/2023;Fortaleza;Não identificado;Não Informada
03/09/2023;Marco;Feminino;22
03/09/2023;Fortaleza;Feminino;39
03/09/2023;Fortaleza;Feminino;47
04/09/2023;Baturité;Feminino;18
04/09/2023;Fortaleza;Feminino;33
04/09/2023;Jaguaribe;Masculino;28
04/09/2023;Jaguaribe;Feminino;42
04/09/2023;Fortaleza;Feminino;60
04/09/2023;Massapê;Masculino;67
05/09/2023;Chorozinho;Feminino;38
05/09/2023;Itapipoca;Feminino;17
05/09/2023;Crateús;Não identificado;Não Informada
05/09/2023;Barro;Feminino;34
05/09/2023;Fortaleza;Feminino;34
05/09/2023;Tianguá;Masculino;43
05/09/2023;Tianguá;Masculino;43
05/09/2023;Tianguá;Masculino;43
05/09/2023;Tianguá;Masculino;50
05/09/2023;Fortaleza;Feminino;21
05/09/2023;Juazeiro do Norte;Feminino;22
06/09/2023;Quixadá;Feminino;68
06/09/2023;Crato;Feminino;44
06/09/2023;Maranguape;Feminino;41
06/09/2023;Ibiapina;Não identificado;Não Informada
06/09/2023;Fortaleza;Feminino;40
06/09/2023;Fortaleza;Feminino;37
07/09/2023;Caucaia;Feminino;44
07/09/2023;Maracanaú;Feminino;28
07/09/2023;Boa Viagem;Feminino;37
07/09/2023;Fortaleza;Feminino;21
08/09/2023;São Gonçalo do Amarante;Feminino;37
08/09/2023;São Gonçalo do Amarante;Feminino;47
08/09/2023;Juazeiro do Norte;Feminino;38
08/09/2023;Sobral;Feminino;31
08/09/2023;Caucaia;Feminino;47
08/09/2023;Crato;Feminino;32
09/09/2023;Fortaleza;Feminino;67
09/09/2023;Fortaleza;Feminino;40
09/09/2023;Fortaleza;Feminino;45
09/09/2023;Fortaleza;Feminino;46
09/09/2023;Fortaleza;Feminino;31
09/09/2023;Crato;Feminino;32
09/09/2023;Fortaleza;Feminino;44
09/09/2023;Paraipaba;Feminino;21
10/09/2023;Forquilha;Não identificado;Não Informada
10/09/2023;Fortaleza;Feminino;39
10/09/2023;Fortaleza;Masculino;29
10/09/2023;Ibiapina;Não identificado;Não Informada
10/09/2023;Nova Russas;Não identificado;Não Informada
10/09/2023;Pentecoste;Feminino;59
10/09/2023;Crato;Feminino;44
10/09/2023;Fortaleza;Feminino;46
10/09/2023;Moraújo;Masculino;54
10/09/2023;Ibiapina;Não identificado;Não Informada
10/09/2023;Redenção;Feminino;42
10/09/2023;Iguatu;Masculino;28
11/09/2023;Fortaleza;Masculino;33
11/09/2023;Itaitinga;Masculino;31
11/09/2023;Fortaleza;Feminino;67
11/09/2023;Trairi;Feminino;34
11/09/2023;Fortaleza;Feminino;46
11/09/2023;Fortaleza;Feminino;37
11/09/2023;Fortaleza;Feminino;19
11/09/2023;Quixadá;Feminino;20
11/09/2023;Caucaia;Masculino;40
11/09/2023;Fortaleza;Feminino;44
11/09/2023;Fortaleza;Feminino;37
11/09/2023;Novo Oriente;Feminino;31
12/09/2023;Eusébio;Masculino;33
12/09/2023;Juazeiro do Norte;Masculino;11
12/09/2023;Fortaleza;Não identificado;Não Informada
12/09/2023;Iguatu;Não identificado;Não Informada
13/09/2023;Fortaleza;Feminino;31
13/09/2023;Fortaleza;Feminino;24
13/09/2023;Pentecoste;Feminino;22
13/09/2023;Pentecoste;Feminino;28
13/09/2023;Maracanaú;Feminino;44
13/09/2023;Iguatu;Feminino;25
14/09/2023;Fortaleza;Feminino;40
14/09/2023;Fortaleza;Feminino;16
14/09/2023;Jaguaruana;Feminino;37
14/09/2023;Ipu;Feminino;24
14/09/2023;Fortaleza;Feminino;47
14/09/2023;Fortaleza;Feminino;28
14/09/2023;Fortaleza;Feminino;29
14/09/2023;Fortaleza;Feminino;34
15/09/2023;Fortaleza;Não identificado;Não Informada
15/09/2023;Barro;Feminino;28
15/09/2023;Juazeiro do Norte;Feminino;14
16/09/2023;Fortaleza;Feminino;25
16/09/2023;Moraújo;Feminino;45
16/09/2023;Tianguá;Não identificado;Não Informada
16/09/2023;Novo Oriente;Feminino;31
16/09/2023;Fortaleza;Feminino;19
16/09/2023;Fortaleza;Feminino;28
16/09/2023;Itaitinga;Feminino;19
17/09/2023;Fortaleza;Feminino;37
17/09/2023;Aracati;Feminino;31
17/09/2023;Fortaleza;Feminino;43
17/09/2023;Fortaleza;Masculino;44
18/09/2023;Ubajara;Feminino;24
18/09/2023;Fortaleza;Feminino;25
18/09/2023;Araripe;Masculino;28
18/09/2023;Fortaleza;Feminino;52
18/09/2023;Jaguaribe;Feminino;28
18/09/2023;Fortaleza;Masculino;34
18/09/2023;Fortaleza;Feminino;37
18/09/2023;Ibiapina;Não identificado;Não Informada
18/09/2023;Tianguá;Não identificado;Não Informada
19/09/2023;Juazeiro do Norte;Feminino;44
19/09/2023;Araripe;Feminino;23
19/09/2023;Fortaleza;Masculino;45
19/09/2023;Maracanaú;Feminino;44
19/09/2023;Fortaleza;Feminino;43
19/09/2023;Caucaia;Não identificado;Não Informada
19/09/2023;Fortaleza;Feminino;43
19/09/2023;Juazeiro do Norte;Masculino;34
20/09/2023;Pacujá;Masculino;60
20/09/2023;Crato;Feminino;42
20/09/2023;Fortaleza;Não identificado;Não Informada
20/09/2023;Maracanaú;Masculino;55
20/09/2023;Várzea Alegre;Feminino;31
20/09/2023;Fortaleza;Feminino;53
20/09/2023;Fortaleza;Feminino;42
21/09/2023;Uruoca;Feminino;45
21/09/2023;Irauçuba;Feminino;43
22/09/2023;Ipu;Não identificado;Não Informada
22/09/2023;Pindoretama;Feminino;66
22/09/2023;Novo Oriente;Feminino;43
22/09/2023;Novo Oriente;Masculino;Não Informada
22/09/2023;Fortaleza;Feminino;18
22/09/2023;Fortaleza;Feminino;50
22/09/2023;Fortaleza;Feminino;35
22/09/2023;Paracuru;Masculino;20
22/09/2023;Fortaleza;Feminino;37
22/09/2023;Fortaleza;Feminino;27
22/09/2023;Fortaleza;Feminino;26
23/09/2023;Fortaleza;Feminino;64
23/09/2023;Pacajus;Feminino;39
23/09/2023;Juazeiro do Norte;Feminino;36
24/09/2023;Aracati;Feminino;30
24/09/2023;Fortaleza;Feminino;48
24/09/2023;Assaré;Masculino;26
24/09/2023;Assaré;Feminino;25
24/09/2023;Fortaleza;Feminino;18
24/09/2023;Fortaleza;Feminino;32
24/09/2023;Fortaleza;Feminino;40
24/09/2023;Fortaleza;Feminino;31
25/09/2023;Ibiapina;Não identificado;Não Informada
25/09/2023;Trairi;Feminino;40
25/09/2023;Horizonte;Feminino;38
25/09/2023;Fortaleza;Feminino;31
25/09/2023;Fortaleza;Feminino;39
26/09/2023;Aracati;Masculino;47
26/09/2023;Palmácia;Feminino;30
26/09/2023;Fortaleza;Feminino;23
26/09/2023;Fortaleza;Feminino;44
26/09/2023;São Benedito;Feminino;52
27/09/2023;Fortaleza;Feminino;35
27/09/2023;Jaguaruana;Feminino;41
27/09/2023;Missão Velha;Feminino;17
27/09/2023;Juazeiro do Norte;Feminino;20
27/09/2023;Fortaleza;Feminino;58
28/09/2023;Fortaleza;Feminino;32
28/09/2023;Orós;Masculino;33
29/09/2023;Sobral;Feminino;19
