Data;Município;Gênero da Vítima;Idade da Vítima
29/09/2023;Fortaleza;Feminino;45
29/09/2023;Fortaleza;Feminino;33
29/09/2023;Russas;Feminino;39
29/09/2023;Fortaleza;Feminino;34
29/09/2023;Fortaleza;Feminino;57
29/09/2023;Fortaleza;Feminino;25
30/09/2023;Crato;Feminino;42
30/09/2023;Fortaleza;Feminino;36
30/09/2023;Tianguá;Feminino;18
30/09/2023;Massapê;Não identificado;Não Informada
30/09/2023;Ipueiras;Não identificado;Não Informada
30/09/2023;Jaguaretama;Feminino;43
30/09/2023;Nova Russas;Feminino;20
30/09/2023;Fortaleza;Feminino;48
30/09/2023;Canindé;Feminino;28
01/10/2023;Caucaia;Masculino;38
01/10/2023;Fortaleza;Feminino;19
01/10/2023;Jaguaribe;Feminino;27
01/10/2023;Tianguá;Feminino;35
01/10/2023;Crato;Masculino;61
01/10/2023;Fortaleza;Feminino;42
01/10/2023;Juazeiro do Norte;Masculino;34
01/10/2023;Coreaú;Feminino;43
02/10/2023;Massapê;Não identificado;Não Informada
02/10/2023;Lavras da Mangabeira;Feminino;48
02/10/2023;Ibiapina;Não identificado;Não Informada
02/10/2023;Tabuleiro do Norte;Feminino;27
02/10/2023;Fortaleza;Feminino;31
02/10/2023;Trairi;Feminino;41
02/10/2023;Iguatu;Feminino;31
02/10/2023;Viçosa do Ceará;Não identificado;Não Informada
02/10/2023;Ibiapina;Não identificado;Não Informada
03/10/2023;Fortaleza;Feminino;42
03/10/2023;Fortaleza;Feminino;53
03/10/2023;Fortaleza;Masculino;35
04/10/2023;Aracati;Feminino;31
04/10/2023;Fortaleza;Masculino;24
04/10/2023;Fortaleza;Feminino;28
04/10/2023;Quixadá;Feminino;33
04/10/2023;Pacajus;Feminino;18
04/10/2023;Novo Oriente;Feminino;21
04/10/2023;Caucaia;Feminino;50
05/10/2023;Fortaleza;Feminino;31
05/10/2023;Fortaleza;Feminino;50
05/10/2023;Icó;Feminino;37
05/10/2023;Fortaleza;Masculino;34
05/10/2023;Fortaleza;Feminino;46
05/10/2023;Fortaleza;Masculino;51
06/10/2023;Horizonte;Feminino;27
06/10/2023;Acopiara;Feminino;46
06/10/2023;Madalena;Feminino;14
06/10/2023;Mucambo;Feminino;30
06/10/2023;Fortaleza;Feminino;26
06/10/2023;Assaré;Feminino;33
06/10/2023;Fortaleza;Feminino;34
06/10/2023;Fortaleza;Feminino;45
07/10/2023;Fortaleza;Feminino;44
07/10/2023;Ibicuitinga;Feminino;41
07/10/2023;Iguatu;Feminino;27
07/10/2023;Araripe;Feminino;43
07/10/2023;Araripe;Feminino;14
07/10/2023;Fortaleza;Feminino;38
07/10/2023;Crateús;Feminino;20
08/10/2023;Fortaleza;Feminino;27
08/10/2023;Monsenhor Tabosa;Feminino;34
08/10/2023;Monsenhor Tabosa;Feminino;32
08/10/2023;Maracanaú;Feminino;41
09/10/2023;Fortaleza;Feminino;41
09/10/2023;Crato;Feminino;25
09/10/2023;Ibiapina;Não identificado;Não Informada
09/10/2023;Juazeiro do Norte;Feminino;33
09/10/2023;Horizonte;Feminino;37
09/10/2023;Uruburetama;Feminino;36
09/10/2023;Crato;Masculino;28
10/10/2023;Jaguaribe;Feminino;43
10/10/2023;Maracanaú;Feminino;31
10/10/2023;Trairi;Feminino;26
10/10/2023;Crato;Feminino;43
10/10/2023;Fortaleza;Feminino;57
10/10/2023;Maracanaú;Feminino;39
10/10/2023;Ipaporanga;Feminino;35
11/10/2023;Fortaleza;Feminino;44
11/10/2023;Ipu;Feminino;24
12/10/2023;Santa Quitéria;Feminino;56
12/10/2023;Santa Quitéria;Masculino;65
12/10/2023;Santa Quitéria;Masculino;58
12/10/2023;Juazeiro do Norte;Feminino;36
12/10/2023;Fortaleza;Feminino;28
12/10/2023;Fortaleza;Feminino;29
12/10/2023;Morada Nova;Feminino;19
12/10/2023;Horizonte;Feminino;46
12/10/2023;Horizonte;Feminino;30
12/10/2023;Fortaleza;Feminino;45
13/10/2023;São Gonçalo do Amarante;Não identificado;Não Informada
13/10/2023;Fortaleza;Feminino;31
13/10/2023;Crateús;Feminino;46
13/10/2023;Crateús;Feminino;71
13/10/2023;Coreaú;Feminino;24
14/10/2023;Fortaleza;Não identificado;Não Informada
15/10/2023;Juazeiro do Norte;Masculino;53
15/10/2023;Juazeiro do Norte;Feminino;27
15/10/2023;Fortaleza;Feminino;35
15/10/2023;Tauá;Feminino;28
15/10/2023;Fortaleza;Feminino;23
15/10/2023;Fortaleza;Feminino;17
15/10/2023;Fortaleza;Masculino;24
15/10/2023;Viçosa do Ceará;Feminino;36
15/10/2023;Iguatu;Feminino;47
15/10/2023;Fortaleza;Masculino;29
15/10/2023;Quixadá;Feminino;16
16/10/2023;Fortim;Não identificado;Não Informada
16/10/2023;Fortaleza;Feminino;30
16/10/2023;Tianguá;Feminino;41
17/10/2023;Ibiapina;Feminino;26
17/10/2023;Fortaleza;Feminino;37
17/10/2023;Fortaleza;Feminino;36
17/10/2023;Fortaleza;Masculino;28
17/10/2023;Eusébio;Feminino;36
18/10/2023;Ibiapina;Feminino;38
18/10/2023;Caucaia;Feminino;30
18/10/2023;Fortaleza;Feminino;23
18/10/2023;Fortaleza;Não identificado;Não Informada
18/10/2023;Fortaleza;Feminino;Não Informada
18/10/2023;Fortaleza;Feminino;24
18/10/2023;Fortaleza;Feminino;26
18/10/2023;Quixadá;Feminino;25
19/10/2023;Juazeiro do Norte;Feminino;24
19/10/2023;Fortaleza;Feminino;47
19/10/2023;Maracanaú;Masculino;66
19/10/2023;Forquilha;Feminino;33
19/10/2023;Fortaleza;Feminino;45
19/10/2023;Horizonte;Feminino;21
19/10/2023;Parambu;Feminino;28
20/10/2023;Ipu;Feminino;18
20/10/2023;Mombaça;Masculino;36
20/10/2023;Juazeiro do Norte;Masculino;10
20/10/2023;Juazeiro do Norte;Feminino;14
20/10/2023;Fortaleza;Feminino;27
20/10/2023;Fortaleza;Feminino;21
20/10/2023;Fortaleza;Feminino;57
20/10/2023;Iguatu;Masculino;48
20/10/2023;Fortaleza;Feminino;45
20/10/2023;Fortaleza;Feminino;43
20/10/2023;Quixadá;Feminino;41
21/10/2023;Juazeiro do Norte;Feminino;41
21/10/2023;Caucaia;Feminino;52
21/10/2023;Fortaleza;Feminino;25
22/10/2023;Sobral;Feminino;27
22/10/2023;Fortaleza;Feminino;26
22/10/2023;Fortaleza;Feminino;39
22/10/2023;Nova Russas;Feminino;31
22/10/2023;Tianguá;Feminino;40
22/10/2023;Fortaleza;Feminino;59
22/10/2023;Aurora;Feminino;19
22/10/2023;Caucaia;Feminino;53
23/10/2023;Fortaleza;Feminino;34
23/10/2023;Fortaleza;Feminino;35
23/10/2023;Fortaleza;Masculino;54
23/10/2023;Fortaleza;Masculino;41
23/10/2023;Maracanaú;Feminino;53
23/10/2023;Fortaleza;Feminino;29
23/10/2023;Croatá;Feminino;49
23/10/2023;Fortaleza;Masculino;63
23/10/2023;Fortaleza;Feminino;46
24/10/2023;Fortaleza;Feminino;25
24/10/2023;Fortaleza;Feminino;39
24/10/2023;Tianguá;Feminino;19
24/10/2023;Fortaleza;Masculino;40
24/10/2023;Fortaleza;Feminino;27
25/10/2023;Maracanaú;Feminino;35
25/10/2023;Fortaleza;Feminino;22
25/10/2023;Nova Olinda;Feminino;34
25/10/2023;Fortaleza;Não identificado;Não Informada
25/10/2023;Fortaleza;Feminino;31
25/10/2023;Iguatu;Feminino;23
25/10/2023;Fortaleza;Feminino;43
26/10/2023;Juazeiro do Norte;Masculino;27
26/10/2023;Fortaleza;Feminino;20
26/10/2023;Fortaleza;Feminino;25
26/10/2023;Fortaleza;Masculino;44
26/10/2023;Icó;Masculino;41
26/10/2023;Fortaleza;Feminino;29
26/10/2023;Amontada;Feminino;38
26/10/2023;Cascavel;Feminino;45
26/10/2023;Ipu;Não identificado;Não Informada
26/10/2023;Fortaleza;Feminino;25
27/10/2023;Pacajus;Feminino;39
27/10/2023;Fortaleza;Feminino;40
27/10/2023;Fortaleza;Feminino;21
27/10/2023;Fortaleza;Feminino;61
27/10/2023;Juazeiro do Norte;Feminino;19
27/10/2023;Fortaleza;Não identificado;Não Informada
28/10/2023;Fortaleza;Feminino;25
29/10/2023;Fortaleza;Masculino;40
29/10/2023;Tianguá;Feminino;39
29/10/2023;Iguatu;Feminino;41
30/10/2023;Fortaleza;Feminino;22
30/10/2023;Pacatuba;Masculino;51
30/10/2023;Juazeiro do Norte;Feminino;32
30/10/2023;Fortaleza;Feminino;47
30/10/2023;Fortaleza;Feminino;26
30/10/2023;Tianguá;Feminino;40
30/10/2023;Uruoca;Feminino;29
31/10/2023;Iguatu;Feminino;36
31/10/2023;Fortaleza;Não identificado;Não Informada
31/10/2023;Fortaleza;Feminino;22
01/11/2023;Reriutaba;Feminino;34
01/11/2023;Juazeiro do Norte;Feminino;26
01/11/2023;Fortaleza;Feminino;33
01/11/2023;Boa Viagem;Masculino;50
01/11/2023;Cascavel;Masculino;63
01/11/2023;Fortaleza;Não identificado;Não Informada
01/11/2023;Viçosa do Ceará;Feminino;45
02/11/2023;Fortaleza;Feminino;22
02/11/2023;Fortaleza;Feminino;36
02/11/2023;Fortaleza;Feminino;62
02/11/2023;Fortaleza;Feminino;33
02/11/2023;Fortaleza;Feminino;43
02/11/2023;Fortaleza;Feminino;57
02/11/2023;Iguatu;Feminino;35
03/11/2023;Juazeiro do Norte;Masculino;29
03/11/2023;Fortaleza;Não identificado;Não Informada
03/11/2023;Fortaleza;Feminino;29
03/11/2023;Maracanaú;Feminino;26
03/11/2023;Maracanaú;Feminino;25
03/11/2023;Fortaleza;Feminino;37
04/11/2023;Fortaleza;Feminino;35
04/11/2023;Fortaleza;Não identificado;Não Informada
04/11/2023;Fortim;Feminino;39
04/11/2023;Fortaleza;Feminino;43
04/11/2023;Forquilha;Masculino;53
04/11/2023;Jaguaruana;Feminino;35
04/11/2023;Caucaia;Feminino;42
04/11/2023;Fortaleza;Masculino;37
04/11/2023;Fortaleza;Feminino;21
04/11/2023;Fortaleza;Feminino;30
04/11/2023;Fortim;Feminino;23
04/11/2023;São Gonçalo do Amarante;Feminino;40
05/11/2023;Caucaia;Feminino;15
05/11/2023;Quixadá;Feminino;37
05/11/2023;Pereiro;Feminino;24
05/11/2023;Iguatu;Feminino;22
05/11/2023;Jaguaribe;Masculino;21
06/11/2023;Fortaleza;Feminino;35
06/11/2023;Fortaleza;Feminino;21
06/11/2023;Sobral;Feminino;27
06/11/2023;Caucaia;Feminino;44
07/11/2023;Juazeiro do Norte;Feminino;28
07/11/2023;Fortaleza;Feminino;46
07/11/2023;Fortaleza;Feminino;46
07/11/2023;Novo Oriente;Não identificado;Não Informada
08/11/2023;Fortaleza;Feminino;64
08/11/2023;Fortaleza;Masculino;67
08/11/2023;Fortaleza;Feminino;48
08/11/2023;Iguatu;Masculino;33
08/11/2023;Fortaleza;Feminino;47
09/11/2023;Fortaleza;Feminino;24
09/11/2023;São Gonçalo do Amarante;Masculino;47
09/11/2023;São Gonçalo do Amarante;Feminino;23
09/11/2023;Fortaleza;Feminino;36
09/11/2023;Caririaçu;Feminino;43
09/11/2023;Novo Oriente;Feminino;Não Informada
09/11/2023;Fortaleza;Feminino;15
09/11/2023;Crateús;Masculino;72
09/11/2023;Fortaleza;Masculino;41
09/11/2023;Fortaleza;Feminino;33
09/11/2023;Canindé;Feminino;27
10/11/2023;Fortaleza;Feminino;24
10/11/2023;Fortaleza;Feminino;45
10/11/2023;Fortaleza;Feminino;35
10/11/2023;Fortaleza;Feminino;44
10/11/2023;Barbalha;Masculino;36
10/11/2023;Fortaleza;Não identificado;Não Informada
10/11/2023;Russas;Feminino;8
10/11/2023;Fortaleza;Masculino;32
10/11/2023;Caucaia;Masculino;40
10/11/2023;Trairi;Feminino;24
10/11/2023;Fortaleza;Masculino;41
10/11/2023;Fortaleza;Feminino;41
10/11/2023;Crato;Feminino;23
10/11/2023;Fortaleza;Feminino;41
11/11/2023;Maracanaú;Feminino;44
11/11/2023;Reriutaba;Feminino;30
11/11/2023;Novo Oriente;Feminino;49
11/11/2023;Quiterianópolis;Não identificado;Não Informada
11/11/2023;Eusébio;Feminino;31
11/11/2023;Crato;Feminino;23
12/11/2023;Uruburetama;Feminino;53
12/11/2023;Fortaleza;Feminino;39
13/11/2023;Fortaleza;Feminino;34
13/11/2023;Crato;Feminino;46
13/11/2023;Fortaleza;Feminino;75
13/11/2023;Itaiçaba;Feminino;48
13/11/2023;Morada Nova;Não identificado;Não Informada
13/11/2023;Crato;Feminino;32
14/11/2023;Fortaleza;Feminino;32
14/11/2023;Crato;Feminino;53
14/11/2023;Fortaleza;Masculino;46
14/11/2023;Fortaleza;Masculino;43
14/11/2023;Sobral;Não identificado;Não Informada
14/11/2023;Juazeiro do Norte;Feminino;31
14/11/2023;Ubajara;Feminino;19
15/11/2023;Independência;Feminino;52
15/11/2023;Iguatu;Não identificado;Não Informada
15/11/2023;Ibiapina;Feminino;56
15/11/2023;Sobral;Feminino;23
15/11/2023;Fortaleza;Feminino;21
16/11/2023;Fortaleza;Feminino;70
16/11/2023;Fortaleza;Masculino;21
16/11/2023;Juazeiro do Norte;Não identificado;Não Informada
16/11/2023;Iguatu;Masculino;43
16/11/2023;Iguatu;Feminino;55
16/11/2023;Ipu;Feminino;30
16/11/2023;Viçosa do Ceará;Feminino;41
16/11/2023;Fortaleza;Feminino;20
16/11/2023;Jaguaretama;Não identificado;Não Informada
17/11/2023;Fortaleza;Masculino;35
17/11/2023;Caucaia;Feminino;25
17/11/2023;Novo Oriente;Feminino;19
17/11/2023;Caucaia;Feminino;38
17/11/2023;Fortaleza;Feminino;40
17/11/2023;Guaraciaba do Norte;Não identificado;Não Informada
17/11/2023;Fortaleza;Masculino;47
17/11/2023;Ibiapina;Masculino;42
17/11/2023;Eusébio;Masculino;35
17/11/2023;Iguatu;Masculino;38
17/11/2023;Fortaleza;Masculino;37
18/11/2023;Croatá;Não identificado;Não Informada
18/11/2023;Fortaleza;Feminino;40
18/11/2023;Saboeiro;Feminino;31
18/11/2023;Jaguaretama;Feminino;44
19/11/2023;Fortaleza;Feminino;19
19/11/2023;Lavras da Mangabeira;Feminino;46
19/11/2023;Fortaleza;Masculino;53
19/11/2023;Russas;Feminino;25
19/11/2023;Fortaleza;Feminino;42
20/11/2023;Massapê;Não identificado;Não Informada
20/11/2023;Pacajus;Feminino;30
20/11/2023;Fortaleza;Feminino;28
20/11/2023;Sobral;Feminino;36
20/11/2023;Fortaleza;Feminino;35
20/11/2023;Fortaleza;Masculino;48
20/11/2023;Fortaleza;Feminino;48
20/11/2023;Fortaleza;Feminino;16
20/11/2023;Uruburetama;Feminino;34
20/11/2023;Fortaleza;Feminino;26
20/11/2023;Fortaleza;Feminino;34
21/11/2023;Fortaleza;Feminino;30
21/11/2023;Maracanaú;Masculino;47
21/11/2023;Itaitinga;Feminino;42
21/11/2023;Iguatu;Feminino;27
21/11/2023;Fortaleza;Masculino;37
21/11/2023;Quixadá;Feminino;42
21/11/2023;Fortaleza;Feminino;26
21/11/2023;Guaraciaba do Norte;Feminino;35
21/11/2023;Fortaleza;Feminino;51
22/11/2023;Caucaia;Masculino;29
22/11/2023;Fortaleza;Feminino;46
22/11/2023;Fortaleza;Feminino;41
22/11/2023;Crato;Feminino;44
22/11/2023;Juazeiro do Norte;Feminino;41
22/11/2023;Crato;Masculino;30
22/11/2023;Fortaleza;Feminino;45
22/11/2023;Sobral;Feminino;22
22/11/2023;Fortaleza;Feminino;34
23/11/2023;Ibiapina;Feminino;43
23/11/2023;Fortaleza;Feminino;36
23/11/2023;Quixeramobim;Feminino;46
23/11/2023;Eusébio;Masculino;31
23/11/2023;Eusébio;Não identificado;Não Informada
23/11/2023;Crato;Feminino;31
24/11/2023;Fortaleza;Feminino;34
24/11/2023;Fortaleza;Feminino;32
24/11/2023;Fortaleza;Masculino;37
24/11/2023;Fortaleza;Feminino;54
24/11/2023;Sobral;Não identificado;Não Informada
24/11/2023;Fortaleza;Feminino;19
24/11/2023;Fortaleza;Feminino;34
25/11/2023;Pacujá;Feminino;13
25/11/2023;Fortaleza;Feminino;25
25/11/2023;Ubajara;Feminino;39
25/11/2023;Fortaleza;Feminino;39
25/11/2023;Fortaleza;Feminino;23
25/11/2023;Acopiara;Feminino;28
26/11/2023;Forquilha;Feminino;36
26/11/2023;Forquilha;Feminino;29
26/11/2023;Ibiapina;Feminino;49
26/11/2023;Maracanaú;Feminino;39
27/11/2023;Cedro;Feminino;39
27/11/2023;Caririaçu;Feminino;37
27/11/2023;Novo Oriente;Feminino;27
27/11/2023;Iguatu;Feminino;32
28/11/2023;Juazeiro do Norte;Masculino;19
28/11/2023;Jaguaruana;Feminino;37
28/11/2023;Fortaleza;Masculino;34
28/11/2023;Tauá;Feminino;27
28/11/2023;Fortaleza;Feminino;24
28/11/2023;Maracanaú;Masculino;42
28/11/2023;Fortaleza;Feminino;28
28/11/2023;Aracoiaba;Feminino;39
29/11/2023;Jucás;Feminino;51
29/11/2023;Jucás;Feminino;73
29/11/2023;Fortaleza;Feminino;24
29/11/2023;Fortaleza;Feminino;47
29/11/2023;Fortaleza;Masculino;39
29/11/2023;Fortaleza;Masculino;58
29/11/2023;Fortaleza;Masculino;62
29/11/2023;Fortaleza;Feminino;37
29/11/2023;Fortaleza;Masculino;64
29/11/2023;Maracanaú;Feminino;24
29/11/2023;Tabuleiro do Norte;Feminino;29
29/11/2023;Fortaleza;Feminino;46
29/11/2023;Fortaleza;Feminino;51
29/11/2023;Fortaleza;Feminino;60
29/11/2023;Fortaleza;Feminino;41
29/11/2023;Quixelô;Não identificado;Não Informada
29/11/2023;Fortaleza;Feminino;42
30/11/2023;Maracanaú;Feminino;19
30/11/2023;Fortaleza;Feminino;39
30/11/2023;Fortaleza;Feminino;43
30/11/2023;Iguatu;Feminino;48
01/12/2023;Fortaleza;Masculino;17
01/12/2023;Milagres;Feminino;34
01/12/2023;Fortaleza;Feminino;28
01/12/2023;Itaitinga;Feminino;31
01/12/2023;Fortaleza;Masculino;50
01/12/2023;Horizonte;Feminino;24
01/12/2023;Maranguape;Feminino;32
01/12/2023;Amontada;Feminino;26
02/12/2023;Barbalha;Masculino;35
02/12/2023;Caucaia;Feminino;32
02/12/2023;Crateús;Feminino;31
02/12/2023;Fortaleza;Feminino;Não Informada
03/12/2023;Marco;Feminino;47
03/12/2023;Crato;Feminino;21
03/12/2023;Uruburetama;Feminino;17
03/12/2023;Bela Cruz;Feminino;15
03/12/2023;Jaguaribe;Feminino;55
03/12/2023;Fortaleza;Feminino;50
04/12/2023;São Luís do Curu;Feminino;40
04/12/2023;Ibiapina;Feminino;61
04/12/2023;Fortaleza;Feminino;37
04/12/2023;Fortaleza;Feminino;38
04/12/2023;Fortaleza;Feminino;23
04/12/2023;Fortaleza;Masculino;41
05/12/2023;Iguatu;Feminino;35
05/12/2023;Fortaleza;Feminino;43
05/12/2023;Mulungu;Feminino;28
05/12/2023;Fortaleza;Feminino;25
05/12/2023;Fortaleza;Feminino;29
05/12/2023;Ibiapina;Masculino;85
05/12/2023;Fortaleza;Masculino;34
05/12/2023;Caucaia;Não identificado;Não Informada
06/12/2023;Crato;Feminino;33
06/12/2023;Tianguá;Masculino;22
06/12/2023;Tianguá;Feminino;19
06/12/2023;Fortaleza;Feminino;67
06/12/2023;Crato;Feminino;31
06/12/2023;Fortaleza;Feminino;32
06/12/2023;Sobral;Não identificado;Não Informada
06/12/2023;Fortaleza;Feminino;23
06/12/2023;Fortaleza;Não identificado;Não Informada
06/12/2023;Quixadá;Feminino;17
07/12/2023;Fortaleza;Feminino;28
08/12/2023;Maracanaú;Feminino;30
08/12/2023;Fortaleza;Feminino;37
08/12/2023;Fortaleza;Feminino;27
08/12/2023;Fortaleza;Feminino;60
08/12/2023;Caucaia;Feminino;31
09/12/2023;Fortaleza;Não identificado;Não Informada
09/12/2023;Crato;Feminino;36
09/12/2023;Fortaleza;Feminino;28
09/12/2023;Russas;Masculino;19
09/12/2023;Fortaleza;Feminino;27
09/12/2023;Novo Oriente;Feminino;35
09/12/2023;Iguatu;Feminino;33
09/12/2023;Fortaleza;Feminino;36
09/12/2023;Fortaleza;Masculino;26
09/12/2023;Fortaleza;Feminino;28
10/12/2023;Tianguá;Feminino;28
10/12/2023;Caucaia;Feminino;35
10/12/2023;Fortaleza;Feminino;33
10/12/2023;Icapuí;Feminino;57
10/12/2023;Fortaleza;Feminino;55
10/12/2023;Caucaia;Feminino;27
10/12/2023;Juazeiro do Norte;Feminino;24
10/12/2023;Fortaleza;Feminino;42
10/12/2023;Fortaleza;Feminino;46
11/12/2023;Maracanaú;Feminino;21
11/12/2023;Fortaleza;Não identificado;Não Informada
11/12/2023;Fortaleza;Feminino;37
12/12/2023;Quixadá;Feminino;26
12/12/2023;Ibiapina;Não identificado;Não Informada
12/12/2023;Fortaleza;Feminino;34
12/12/2023;Fortaleza;Feminino;30
12/12/2023;Fortaleza;Feminino;37
12/12/2023;Fortaleza;Feminino;19
12/12/2023;Quixadá;Feminino;28
13/12/2023;Fortaleza;Feminino;32
13/12/2023;Juazeiro do Norte;Feminino;31
13/12/2023;Senador Pompeu;Feminino;30
13/12/2023;Fortaleza;Feminino;26
14/12/2023;Ibiapina;Não identificado;Não Informada
14/12/2023;Aracati;Não identificado;Não Informada
14/12/2023;Aracati;Feminino;44
14/12/2023;Fortaleza;Feminino;31
14/12/2023;Caucaia;Feminino;43
14/12/2023;Ubajara;Feminino;33
14/12/2023;Ubajara;Feminino;31
14/12/2023;Fortaleza;Feminino;49
14/12/2023;Icó;Feminino;33
15/12/2023;Caucaia;Feminino;35
15/12/2023;Maracanaú;Feminino;13
15/12/2023;Maranguape;Masculino;47
15/12/2023;Fortaleza;Masculino;38
15/12/2023;Fortaleza;Feminino;31
15/12/2023;Tianguá;Masculino;50
15/12/2023;Maranguape;Feminino;35
16/12/2023;São João do Jaguaribe;Feminino;38
16/12/2023;Fortaleza;Feminino;25
16/12/2023;Fortaleza;Feminino;35
16/12/2023;Fortaleza;Feminino;36
17/12/2023;Baturité;Feminino;20
17/12/2023;Redenção;Feminino;62
17/12/2023;Redenção;Feminino;38
17/12/2023;Fortaleza;Feminino;24
17/12/2023;Fortaleza;Feminino;18
17/12/2023;Juazeiro do Norte;Feminino;43
17/12/2023;Fortaleza;Feminino;26
18/12/2023;Fortaleza;Feminino;20
18/12/2023;Fortaleza;Feminino;45
18/12/2023;Sobral;Masculino;37
18/12/2023;Crateús;Feminino;30
18/12/2023;Tianguá;Feminino;35
18/12/2023;Maracanaú;Feminino;20
18/12/2023;Várzea Alegre;Feminino;29
19/12/2023;Tianguá;Não identificado;Não Informada
19/12/2023;Iguatu;Feminino;35
19/12/2023;Cascavel;Feminino;28
19/12/2023;Fortaleza;Feminino;35
19/12/2023;Juazeiro do Norte;Feminino;45
19/12/2023;Fortaleza;Feminino;26
20/12/2023;Fortaleza;Feminino;26
20/12/2023;Carnaubal;Feminino;57
20/12/2023;Tabuleiro do Norte;Feminino;44
21/12/2023;Fortaleza;Feminino;43
21/12/2023;Fortaleza;Feminino;40
21/12/2023;Trairi;Feminino;32
21/12/2023;Farias Brito;Feminino;54
22/12/2023;Uruburetama;Feminino;53
22/12/2023;Itapipoca;Masculino;51
22/12/2023;Crato;Feminino;41
22/12/2023;Fortaleza;Feminino;31
23/12/2023;Umirim;Feminino;31
23/12/2023;Maracanaú;Feminino;Não Informada
23/12/2023;Fortaleza;Feminino;53
23/12/2023;Fortaleza;Feminino;20
23/12/2023;Fortaleza;Feminino;30
23/12/2023;Fortaleza;Feminino;33
23/12/2023;Fortaleza;Feminino;24
23/12/2023;Camocim;Não identificado;Não Informada
24/12/2023;Fortaleza;Feminino;55
24/12/2023;Iguatu;Feminino;19
24/12/2023;Fortaleza;Feminino;29
24/12/2023;Guaiúba;Feminino;22
25/12/2023;Crateús;Masculino;23
25/12/2023;Maracanaú;Masculino;41
25/12/2023;Crato;Feminino;22
25/12/2023;Horizonte;Feminino;47
25/12/2023;Fortaleza;Feminino;22
25/12/2023;Cascavel;Feminino;50
25/12/2023;Jucás;Feminino;28
26/12/2023;Fortaleza;Feminino;38
26/12/2023;Fortaleza;Feminino;63
26/12/2023;Fortaleza;Feminino;41
26/12/2023;Cedro;Feminino;56
26/12/2023;Crato;Não identificado;Não Informada
26/12/2023;Crateús;Não identificado;Não Informada
26/12/2023;Fortaleza;Feminino;28
26/12/2023;Baturité;Feminino;27
26/12/2023;Tianguá;Feminino;21
27/12/2023;Parambu;Feminino;25
27/12/2023;Novo Oriente;Feminino;41
28/12/2023;Mauriti;Feminino;38
28/12/2023;Maracanaú;Feminino;18
28/12/2023;Granja;Feminino;39
28/12/2023;Fortaleza;Masculino;37
28/12/2023;Fortaleza;Feminino;33
29/12/2023;Ipu;Feminino;30
29/12/2023;Horizonte;Feminino;30
29/12/2023;Fortaleza;Feminino;44
29/12/2023;São Benedito;Feminino;41
30/12/2023;Caucaia;Masculino;29
