 Código,Programa,Instituição de Ensino,Sigla da IES,Modalidade,Área de Avaliação,Nota da Avaliação
50001019102P9,CIÊNCIAS EM SAÚDE,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Aca.,INTERDISCIPLINAR                                  ,4
12008010070P0,CIÊNCIAS HUMANAS,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Aca.,INTERDISCIPLINAR                                  ,4
10001018039P2,DIREITOS HUMANOS E DESENVOLVIMENTO DA JUSTIÇA,UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Prof.,INTERDISCIPLINAR                                  ,4
15010015071P2,"SOCIEDADE, AMBIENTE E QUALIDADE DE VIDA",UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Aca.,INTERDISCIPLINAR                                  ,3
28010019065P9,ENGENHARIA DE SISTEMAS E PRODUTOS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,Prof.,INTERDISCIPLINAR                                  ,4
29007003002P7,ESTADO E SOCIEDADE,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,UFSB,Aca.,INTERDISCIPLINAR                                  ,4
28023013065P0,GESTÃO E TECNOLOGIA INDUSTRIAL - GETEC,UNIVERSIDADE SENAI CIMATEC,SENAI CIMATEC,Prof.,INTERDISCIPLINAR                                  ,4
33005010045P6,Desenvolvimento de Jogos Digitais,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,Prof.,INTERDISCIPLINAR                                  ,3
40034011075P8,"CIÊNCIA, TECNOLOGIA E SOCIEDADE","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,Aca.,INTERDISCIPLINAR                                  ,3
15001016156P2,ESTUDOS ANTRÓPICOS NA AMAZÔNIA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,INTERDISCIPLINAR                                  ,4
15001016157P9,"Cidades, Territórios, Identidades e Educação",UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,INTERDISCIPLINAR                                  ,3
25020013040P0,DINÂMICAS DE DESENVOLVIMENTO DO SEMIÁRIDO ,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Prof.,INTERDISCIPLINAR                                  ,3
33009015177P1,INOVAÇÃO TECNOLÓGICA,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Prof.,INTERDISCIPLINAR                                  ,4
23001011174P3,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Prof.,INTERDISCIPLINAR                                  ,4
23001011175P0,GESTÃO E INOVAÇÃO EM SAÚDE,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Prof.,INTERDISCIPLINAR                                  ,4
27001016176P7,INTERDISCIPLINAR EM CULTURAS POPULARES ,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,INTERDISCIPLINAR                                  ,2
40004015074P6,SUSTENTABILIDADE,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,INTERDISCIPLINAR                                  ,4
42015014015P3,TECNOLOGIAS DA INFORMAÇÃO E GESTÃO EM SAÚDE,UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,Aca.,INTERDISCIPLINAR                                  ,3
33144010172P6,ECONOMIA POLÍTICA MUNDIAL,UNIVERSIDADE FEDERAL DO ABC,UFABC,Aca.,INTERDISCIPLINAR                                  ,4
28005015072P5,INTERVENÇÃO EDUCATIVA E SOCIAL,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Prof.,INTERDISCIPLINAR                                  ,4
42019010015P2,"PROMOÇÃO DA SAÚDE, DESENVOLVIMENTO HUMANO E SOCIEDADE",UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Aca.,INTERDISCIPLINAR                                  ,3
20009011041P6,Biociências Aplicadas à Saúde,UNIVERSIDADE CEUMA,UNICEUMA,Aca.,INTERDISCIPLINAR                                  ,3
51005018174P8,EDUCAÇÃO E TERRITORIALIDADE,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Aca.,INTERDISCIPLINAR                                  ,3
32020015009P5,TECNOLOGIA DE PRODUTOS E PROCESSOS,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CEFET-MG,Aca.,INTERDISCIPLINAR                                  ,3
51001012178P8,ESTUDOS CULTURAIS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,INTERDISCIPLINAR                                  ,3
28049012003P6,CIÊNCIAS HUMANAS E SOCIAIS,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Aca.,INTERDISCIPLINAR                                  ,3
32115016001P1,GESTÃO E DESENVOLVIMENTO REGIONAL,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,UNIS-MG,Aca.,INTERDISCIPLINAR                                  ,3
15001016164P5,Ciências do Patrimônio Cultural,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,INTERDISCIPLINAR                                  ,3
31069010003P9,METROLOGIA E TECNOLOGIA,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",INMETRO,Aca.,INTERDISCIPLINAR                                  ,4
20001010050P4,SAÚDE E TECNOLOGIA,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Aca.,INTERDISCIPLINAR                                  ,4
15004015008P2,GESTÃO DE CONHECIMENTOS PARA O DESENVOLVIMENTO SOCIOAMBIENTAL,UNIVERSIDADE DA AMAZÔNIA,UNAMA,Prof.,INTERDISCIPLINAR                                  ,3
25020013042P2,AGROECOLOGIA E DESENVOLVIMENTO TERRITORIAL,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Prof.,INTERDISCIPLINAR                                  ,4
40006018180P3,TECNOLOGIAS EM BIOCIÊNCIAS,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Prof.,INTERDISCIPLINAR                                  ,3
10001018044P6,AGROECOSSISTEMAS AMAZÔNICOS,UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Aca.,INTERDISCIPLINAR                                  ,3
32006012173P4,AGRICULTURA E INFORMAÇÕES GEOESPACIAIS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,INTERDISCIPLINAR                                  ,3
33034010008P2,INTERAÇÕES ESTRUTURAIS E FUNCIONAIS NA REABILITAÇÃO,UNIVERSIDADE DE MARÍLIA,UNIMAR,Aca.,INTERDISCIPLINAR                                  ,3
31142001001P0,CIÊNCIAS APLICADAS À SAÚDE,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - CAMPUS GOVERNADOR VALADARES,UFJF-GOVERNADOR VALADARES,Aca.,INTERDISCIPLINAR                                  ,3
32001010179P0,ALIMENTOS E SAÚDE ,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,INTERDISCIPLINAR                                  ,3
33001014075P3,ESTUDOS DA CONDIÇÃO HUMANA ,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,INTERDISCIPLINAR                                  ,3
33309000002P3,HUMANIDADES DIGITAIS,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO - CAMPUS NOVA IGUAÇU,UFRRJ-NOVA IGUAÇU,Aca.,INTERDISCIPLINAR                                  ,3
31001017177P5,NANOBIOSSISTEMAS,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,INTERDISCIPLINAR                                  ,4
53001010113P2,SUSTENTABILIDADE JUNTO A POVOS E TERRITÓRIOS TRADICIONAIS ,UNIVERSIDADE DE BRASÍLIA,UNB,Prof.,INTERDISCIPLINAR                                  ,3
40043010012P1,ENERGIA & SUSTENTABILIDADE,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,Aca.,INTERDISCIPLINAR                                  ,4
33009015179P4,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA DO MAR,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Aca.,INTERDISCIPLINAR                                  ,3
40079015001P3,PROMOÇÃO DA SAÚDE,CENTRO UNIVERSITÁRIO GUAIRACÁ,UNIGUAIRACÁ,Prof.,INTERDISCIPLINAR                                  ,3
13007009001P6,"ENGENHARIA, GESTÃO DE PROCESSOS, SISTEMAS E AMBIENTAL",INSTITUTO DE TECNOLOGIA E EDUCAÇÃO GALILEO DA AMAZÔNIA,ITEGAM,Prof.,INTERDISCIPLINAR                                  ,1
27001024001P8,CIÊNCIAS NATURAIS,UNIVERSIDADE FEDERAL DE SERGIPE - CAMPUS ITABAIANA,UFS-ITABAIANA,Aca.,INTERDISCIPLINAR                                  ,3
25004018075P0,SAÚDE E DESENVOLVIMENTO SOCIOAMBIENTAL,UNIVERSIDADE DE PERNAMBUCO,UPE,Aca.,INTERDISCIPLINAR                                  ,3
52012018174P3,"GESTÃO, EDUCAÇÃO E TECNOLOGIAS",UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Aca.,INTERDISCIPLINAR                                  ,3
52059006006P0,GESTÃO ORGANIZACIONAL,UNIVERSIDADE FEDERAL DE CATALÃO,UFCAT,Prof.,INTERDISCIPLINAR                                  ,4
52059006008P2,MODELAGEM E OTIMIZAÇÃO,UNIVERSIDADE FEDERAL DE CATALÃO,UFCAT,Aca.,INTERDISCIPLINAR                                  ,3
52060004003P5,CIÊNCIAS APLICADAS À SAÚDE,UNIVERSIDADE FEDERAL DE JATAÍ,UFJ,Aca.,INTERDISCIPLINAR                                  ,4
17010004002P0,ESTUDOS DE CULTURA E TERRITÓRIO,UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS,UFNT,Aca.,INTERDISCIPLINAR                                  ,4
15001016033P8,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,ENSINO,5
23001011032P4,ENSINO DE CIÊNCIAS NATURAIS  E MATEMÁTICA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Prof.,ENSINO,4
25003011012P1,ENSINO DAS CIÊNCIAS,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Aca.,ENSINO,5
28001010040P4,"ENSINO, FILOSOFIA E HISTÓRIA DAS CIÊNCIAS",UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,ENSINO,5
31001017106P0,EDUCAÇÃO EM CIÊNCIAS E SAÚDE,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,ENSINO,7
31010016009P0,ENSINO EM BIOCIÊNCIAS  E SAÚDE,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,Aca.,ENSINO,7
33002010003P9,"ENSINO DE CIÊNCIAS  (MODALIDADES FÍSICA, QUÍMICA E BIOLOGIA)",UNIVERSIDADE DE SÃO PAULO,USP,Aca.,ENSINO,5
33003017081P6,ENSINO E HISTÓRIA DE CIÊNCIAS DA TERRA,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,ENSINO,4
33004056079P0,EDUCAÇÃO PARA A CIÊNCIA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS BAURU,UNESP-BAURU,Aca.,ENSINO,6
33004137031P7,EDUCAÇÃO MATEMÁTICA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS RIO CLARO,UNESP-RIO CLARO,Aca.,ENSINO,7
33005010005P4,EDUCAÇÃO MATEMÁTICA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,Aca.,ENSINO,5
33078017002P3,ENSINO DE CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Prof.,ENSINO,4
40002012025P2,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,ENSINO,7
40004015023P2,EDUCAÇÃO PARA A CIÊNCIA E A MATEMÁTICA,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,ENSINO,5
41001010050P7,EDUCAÇÃO CIENTIFICA E TECNOLÓGICA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,ENSINO,6
42005019026P3,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Aca.,ENSINO,6
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Aca.,ENSINO,5
42039010001P1,Ensino de Ciências e Matemática,UNIVERSIDADE FRANCISCANA,UFN,Prof.,ENSINO,4
53001010056P9,ENSINO DE CIÊNCIAS,UNIVERSIDADE DE BRASÍLIA,UNB,Prof.,ENSINO,4
32008015013P0,ENSINO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Prof.,ENSINO,4
33009015066P5,ENSINO EM CIÊNCIAS DA SAÚDE,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Prof.,ENSINO,3
42001013091P4,ENSINO DE FÍSICA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,ENSINO,6
31001017122P6,ENSINO DE MATEMÁTICA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,ENSINO,5
51001012021P1,EDUCAÇÃO MATEMÁTICA,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,ENSINO,5
51001012022P8,ENSINO DE CIÊNCIAS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,ENSINO,4
52001016036P1,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,ENSINO,4
42014018002P2,ENSINO DE CIÊNCIAS EXATAS,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Prof.,ENSINO,5
31050018001P7,ENSINO DE CIÊNCIAS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,Prof.,ENSINO,5
24004014006P5,ENSINO DE CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Prof.,ENSINO,4
22001018061P1,ENSINO DE CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Prof.,ENSINO,4
32007019018P5,EDUCAÇÃO MATEMÁTICA,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Aca.,ENSINO,4
31001017126P1,ENSINO DE FÍSICA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Prof.,ENSINO,4
33001014029P1,ENSINO DE CIÊNCIAS EXATAS,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Prof.,ENSINO,3
33107017003P8,EDUCAÇÃO MATEMÁTICA,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN-SP,Aca.,ENSINO,4
33078017009P8,ENSINO DE CIÊNCIAS,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Aca.,ENSINO,5
31067018001P3,ENSINO EM CIÊNCIAS DA SAÚDE E DO MEIO AMBIENTE,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,UNIFOA,Prof.,ENSINO,5
31035019003P8,Ensino de Ciências e Saúde,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Prof.,ENSINO,4
40006018006P3,ENSINO DE CIÊNCIA E TECNOLOGIA,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Prof.,ENSINO,4
25001019069P0,EDUCAÇÃO MATEMÁTICA E TECNOLÓGICA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,ENSINO,5
42001013098P9,EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE ( UFSM - FURG),UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,ENSINO,4
27001016025P9,ENSINO DE CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,ENSINO,4
41006011010P3,Ensino de Ciências Naturais e Matemática,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Prof.,ENSINO,4
32005016027P1,EDUCAÇÃO MATEMÁTICA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Prof.,ENSINO,4
42010012006P2,Ensino Cientifico e Tecnológico,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Prof.,ENSINO,5
33009015068P8,EDUCAÇÃO E SAÚDE NA INFÂNCIA E ADOLESCÊNCIA,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Aca.,ENSINO,4
40001016068P7,Educação em Ciências e em Matemática,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,ENSINO,4
31022014005P0,CIÊNCIA TECNOLOGIA E EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET-RJ,Aca.,ENSINO,6
26001012027P9,Ensino de Ciências e Matemática,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Prof.,ENSINO,4
50001019027P7,ENSINO DE CIÊNCIAS NATURAIS,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Prof.,ENSINO,4
12008010005P4,EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Aca.,ENSINO,5
50001019028P3,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA - UFMT - UFPA - UEA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,ENSINO,5
30001013044P2,PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS - PPGENCIN,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Prof.,ENSINO,3
28006011010P6,Educação Científica e Formação de Professores,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Aca.,ENSINO,4
33144010009P8,Ensino e História das Ciências e da Matemática,UNIVERSIDADE FEDERAL DO ABC,UFABC,Aca.,ENSINO,4
33003017092P8,Multiunidades em Ensino de Ciências e Matemática,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,ENSINO,4
26001012031P6,Ensino na Saúde,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Prof.,ENSINO,3
52001016051P0,Ensino na Saúde,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Prof.,ENSINO,4
30004012002P7,EDUCAÇÃO EM CIÊNCIAS  E MATEMÁTICA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,Prof.,ENSINO,4
42003016042P6,ENSINO DE CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Prof.,ENSINO,4
40006018019P8,"Formação Científica, Educacional e Tecnológica",UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Prof.,ENSINO,4
15006018006P2,ENSINO EM SAÚDE NA AMAZÔNIA,UNIVERSIDADE DO ESTADO DO PARÁ,UEPA,Prof.,ENSINO,4
31003010083P7,ENSINO NA SAÚDE:FORMAÇÃO DOCENTE INTERDISCIPLINAR PARA O SUS,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Prof.,ENSINO,4
25025015001P6,Educação para o Ensino na Área de Saúde,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,Prof.,ENSINO,3
13003011001P6,Ensino de Ciências e Matemática,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Prof.,ENSINO,5
31003010085P0,Ensino de Ciências da Natureza,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Prof.,ENSINO,4
33032017010P0,Saúde e Educação,UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,Prof.,ENSINO,3
42046017006P6,Ensino de Ciências,UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,Prof.,ENSINO,4
31049010001P6,PRÁTICAS DE EDUCAÇÃO BÁSICA,COLÉGIO PEDRO II,CPII,Prof.,ENSINO,4
52005011002P5,Educação para Ciências e Matemática,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,Prof.,ENSINO,4
31004016063P9,"Ensino de Ciências, Ambiente e Sociedade",UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Aca.,ENSINO,4
32007019026P8,ENSINO DE CIÊNCIAS,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Prof.,ENSINO,4
23001011063P7,ENSINO NA SAÚDE,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Prof.,ENSINO,4
42008018015P0,Ensino de Ciências e Matemática,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Prof.,ENSINO,5
52001016060P0,Ensino na Educação Básica,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Prof.,ENSINO,4
32006012032P1,Ensino de Ciências e Matemática,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Prof.,ENSINO,4
33084017002P0,Ensino de Ciências e Matemática,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,Prof.,ENSINO,4
42033012002P0,Ciências e Tecnologias na Educação,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSUL,Prof.,ENSINO,4
28002016017P5,Astronomia,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,Prof.,ENSINO,4
31003010093P2,Diversidade e Inclusão,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Prof.,ENSINO,3
40014010011P6,Ensino de Ciências Naturais e Matemática,UNIVERSIDADE ESTADUAL DO CENTRO-OESTE,UNICENTRO,Prof.,ENSINO,4
33002010237P0,FORMAÇÃO INTERDISCIPLINAR EM SAÚDE,UNIVERSIDADE DE SÃO PAULO,USP,Prof.,ENSINO,3
33002088004P3,PROJETOS EDUCACIONAIS DE CIÊNCIAS,UNIVERSIDADE DE SÃO PAULO - ESCOLA DE ENGENHARIA DE LORENA,USP-EEL,Prof.,ENSINO,4
40006018027P0,"Ensino de Ciências Humanas, Sociais e da Natureza",UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Prof.,ENSINO,4
28007018018P3,Educação em Ciências e Matemática,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Aca.,ENSINO,4
40015017027P6,ENSINO,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Aca.,ENSINO,4
28005015013P9,"Educação, Cultura e Territórios Semiáridos",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Aca.,ENSINO,3
40024016005P8,Metodologias para o Ensino de Linguagens e suas Tecnologias,UNIVERSIDADE PITÁGORAS UNOPAR ANHANGUERA,UNOPAR,Aca.,ENSINO,4
42014018004P5,ENSINO,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Aca.,ENSINO,4
42002010058P7,Educação Matemática e Ensino de Física,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,ENSINO,4
40006018028P7,ENSINO DE CIÊNCIA E TECNOLOGIA,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Aca.,ENSINO,5
24004014017P7,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Aca.,ENSINO,4
12001015042P9,Ensino de Ciências e Matemática,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Aca.,ENSINO,3
11001011007P6,Ensino de Ciências e Matemática,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Prof.,ENSINO,4
12003018001P3,Ensino Tecnológico,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",IFAM,Prof.,ENSINO,4
52012018007P0,Ensino de Ciências,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Prof.,ENSINO,4
31004016064P5,Ensino em Educação Básica,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Prof.,ENSINO,5
15001016078P1,Docência em Educação em Ciências e Matemáticas,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Prof.,ENSINO,5
33004056091P0,DOCÊNCIA PARA A EDUCAÇÃO BÁSICA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS BAURU,UNESP-BAURU,Prof.,ENSINO,4
51004011009P0,Ensino em Saúde,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Prof.,ENSINO,4
42015014009P3,Ensino na Saúde,UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,Prof.,ENSINO,4
31001017156P8,Ensino de Química,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Prof.,ENSINO,4
23002018009P9,Ensino,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Aca.,ENSINO,3
30001013055P4,ENSINO NA EDUCAÇÃO BÁSICA,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,ENSINO,4
42009014012P8,Ensino de Ciências e Matemática,UNIVERSIDADE DE PASSO FUNDO,UPF,Prof.,ENSINO,4
40076016002P0,Formação Docente  Interdisciplinar,UNIVERSIDADE ESTADUAL DO PARANÁ,UNESPAR,Aca.,ENSINO,4
40037010002P0,Ensino nas Ciências da Saúde,FACULDADES PEQUENO PRÍNCIPE,FPP,Aca.,ENSINO,4
42039010003P4,Ensino de Ciências e Matemática,UNIVERSIDADE FRANCISCANA,UFN,Aca.,ENSINO,4
31002013156P4,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Prof.,ENSINO,4
31003010156P4,ENSINO,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,ENSINO,4
22008012006P5,ENSINO DE CIÊNCIAS E MATEMÁTICA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,Aca.,ENSINO,3
20001010039P0,ENSINO DE CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Aca.,ENSINO,3
53001010106P6,EDUCAÇÃO EM CIÊNCIAS,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,ENSINO,5
25001019095P1,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,ENSINO,3
23001011077P8,ENSINO DE CIÊNCIAS E MATEMÁTICA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,ENSINO,4
