Local da ocorrência,Município,Data da Restituição
CASA COMERCIAL,Jaguaruana,03/08/2022
CLUBE,Iguatu,03/08/2022
RESIDENCIA PARTICULAR,Fortaleza,04/08/2022
VIA PUBLICA,Crateús,04/08/2022
VIA PUBLICA,Fortaleza,04/08/2022
REPARTICAO PUBLICA,Acaraú,04/08/2022
VIA PUBLICA,Icó,04/08/2022
VIA PUBLICA,Icó,04/08/2022
CASA COMERCIAL,Crateús,04/08/2022
VIA PUBLICA,Fortaleza,04/08/2022
VIA PUBLICA,Crateús,04/08/2022
RESIDENCIA PARTICULAR,Farias Brito,04/08/2022
CASA COMERCIAL,Fortaleza,05/08/2022
VIA PUBLICA,Fortaleza,05/08/2022
VIA PUBLICA,Tianguá,05/08/2022
AMBIENTE VIRTUAL(INTERNET),São Benedito,05/08/2022
RESIDENCIA PARTICULAR,Pacatuba,05/08/2022
"HOSPITAL, CLINICA, ETC",Fortaleza,05/08/2022
"INST.FINANCEIRA(BANCO,CX ELET)",Sobral,05/08/2022
VIA PUBLICA,Fortaleza,05/08/2022
VIA PUBLICA,Barbalha,05/08/2022
VIA PUBLICA,Ibiapina,05/08/2022
VIA PUBLICA,Fortaleza,05/08/2022
VIA PUBLICA,Fortaleza,05/08/2022
REPARTICAO PUBLICA,Caucaia,05/08/2022
RESIDENCIA PARTICULAR,Russas,05/08/2022
VIA PUBLICA,Camocim,06/08/2022
VIA PUBLICA,Fortaleza,07/08/2022
VIA PUBLICA,Fortaleza,07/08/2022
FARMACIA,Tauá,07/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Maracanaú,08/08/2022
NAO INFORMADO,Chaval,08/08/2022
AMBIENTE VIRTUAL(INTERNET),Iguatu,08/08/2022
VIA PUBLICA,Monsenhor Tabosa,08/08/2022
CLUBE,Caririaçu,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
TERMINAL DE ÔNIBUS URBANO,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,08/08/2022
VIA PUBLICA,Fortaleza,09/08/2022
VIA PUBLICA,Icó,09/08/2022
VIA PUBLICA,Brejo Santo,09/08/2022
CASA COMERCIAL,Fortaleza,09/08/2022
EDIFICIO PUBLICO,Juazeiro do Norte,09/08/2022
VIA PUBLICA,Crato,09/08/2022
RESIDENCIA PARTICULAR,Pacatuba,09/08/2022
REPARTICAO PUBLICA,Fortaleza,09/08/2022
VIA PUBLICA,Iguatu,09/08/2022
VIA PUBLICA,Aquiraz,09/08/2022
"BAR, RESTAURANTE, ETC",Novo Oriente,09/08/2022
TERRENO BALDIO,Fortaleza,09/08/2022
"ESTADIOS, GINASIOS, ETC.",Granja,09/08/2022
VIA PUBLICA,Orós,09/08/2022
VIA PUBLICA,Fortaleza,09/08/2022
CASA COMERCIAL,Fortaleza,10/08/2022
VIA PUBLICA,Fortaleza,10/08/2022
RESIDENCIA PARTICULAR,Quixeré,10/08/2022
CASA COMERCIAL,Fortaleza,10/08/2022
REPARTICAO PUBLICA,Juazeiro do Norte,10/08/2022
RESIDENCIA PARTICULAR,Quixadá,10/08/2022
VIA PUBLICA,Fortaleza,10/08/2022
RODOVIA,Santa Quitéria,10/08/2022
RODOVIA,Santa Quitéria,10/08/2022
VIA PUBLICA,Quixeramobim,10/08/2022
RESIDENCIA PARTICULAR,Milhã,10/08/2022
RODOVIA,Santa Quitéria,10/08/2022
RODOVIA,Santa Quitéria,10/08/2022
RESIDENCIA PARTICULAR,Crateús,11/08/2022
RESIDENCIA PARTICULAR,Guaraciaba do Norte,11/08/2022
VIA PUBLICA,Tabuleiro do Norte,11/08/2022
RESIDENCIA PARTICULAR,Horizonte,11/08/2022
RESIDENCIA PARTICULAR,Fortaleza,11/08/2022
VEÍCULO DE APLICATIVO,Fortaleza,11/08/2022
VIA PUBLICA,Fortaleza,11/08/2022
VIA PUBLICA,Sobral,11/08/2022
"MERCADO PUBLICO, FEIRA.",Horizonte,11/08/2022
EDIFICIO PUBLICO,Fortaleza,11/08/2022
VIA PUBLICA,Sobral,11/08/2022
RESIDENCIA PARTICULAR,Fortaleza,11/08/2022
RESIDENCIA PARTICULAR,Fortaleza,11/08/2022
VIA PUBLICA,Horizonte,11/08/2022
VIA PUBLICA,Crateús,11/08/2022
VIA PUBLICA,Sobral,11/08/2022
EVENTO,Iguatu,11/08/2022
RESIDENCIA PARTICULAR,Crateús,11/08/2022
RESIDENCIA PARTICULAR,Parambu,12/08/2022
VIA PUBLICA,Fortaleza,12/08/2022
