Local da ocorrência,Município,Data da Restituição
RESIDENCIA PARTICULAR,Fortaleza,19/12/2017
VIA PUBLICA,Trairi,19/12/2017
RESIDENCIA PARTICULAR,Quixeramobim,19/12/2017
VIA PUBLICA,Fortaleza,19/12/2017
RESIDENCIA PARTICULAR,Quixeramobim,19/12/2017
"BAR, RESTAURANTE, ETC",Fortaleza,19/12/2017
VIA PUBLICA,Mucambo,19/12/2017
RODOVIA,São Gonçalo do Amarante,19/12/2017
VIA PUBLICA,Guaramiranga,19/12/2017
VIA PUBLICA,Fortaleza,19/12/2017
VIA PUBLICA,Fortaleza,19/12/2017
RESIDENCIA PARTICULAR,Acopiara,19/12/2017
VIA PUBLICA,Fortaleza,20/12/2017
VIA PUBLICA,Fortaleza,20/12/2017
VIA PUBLICA,Fortaleza,20/12/2017
VIA PUBLICA,Santa Quitéria,20/12/2017
RESIDENCIA PARTICULAR,Cascavel,20/12/2017
CASA COMERCIAL,Fortaleza,20/12/2017
CASA COMERCIAL,Fortaleza,20/12/2017
VIA PUBLICA,Fortaleza,20/12/2017
VIA PUBLICA,Fortaleza,20/12/2017
VIA PUBLICA,Santa Quitéria,20/12/2017
VIA PUBLICA,Fortaleza,20/12/2017
NAO INFORMADO,Tamboril,20/12/2017
VIA PUBLICA,Tabuleiro do Norte,20/12/2017
VIA PUBLICA,Fortaleza,21/12/2017
NAO INFORMADO,Fortaleza,21/12/2017
VIA PUBLICA,Fortaleza,21/12/2017
VIA PUBLICA,Icó,21/12/2017
CASA COMERCIAL,Quixeramobim,21/12/2017
VIA PUBLICA,Fortaleza,21/12/2017
VIA PUBLICA,Fortaleza,21/12/2017
NAO INFORMADO,Fortaleza,21/12/2017
CASA COMERCIAL,Mombaça,21/12/2017
CASA COMERCIAL,Mombaça,21/12/2017
CASA COMERCIAL,Mombaça,21/12/2017
VIA PUBLICA,Crato,22/12/2017
RESIDENCIA PARTICULAR,Quixeramobim,22/12/2017
PROPRIEDADE AGRICOLA,Ipaporanga,22/12/2017
VIA PUBLICA,Fortaleza,22/12/2017
VIA PUBLICA,Fortaleza,22/12/2017
VIA PUBLICA,Fortaleza,22/12/2017
VIA PUBLICA,Fortaleza,22/12/2017
RESIDENCIA PARTICULAR,Icapuí,22/12/2017
VIA PUBLICA,Icapuí,22/12/2017
RESIDENCIA PARTICULAR,Brejo Santo,22/12/2017
VIA PUBLICA,Fortaleza,23/12/2017
VIA PUBLICA,Fortaleza,25/12/2017
VIA PUBLICA,Fortaleza,26/12/2017
VIA PUBLICA,Fortaleza,26/12/2017
VIA PUBLICA,Fortaleza,26/12/2017
"BAR, RESTAURANTE, ETC",Jardim,26/12/2017
RESIDENCIA PARTICULAR,Juazeiro do Norte,26/12/2017
RESIDENCIA PARTICULAR,Fortaleza,27/12/2017
NAO INFORMADO,Fortaleza,27/12/2017
NAO INFORMADO,Fortaleza,27/12/2017
RESIDENCIA PARTICULAR,Fortaleza,27/12/2017
RESIDENCIA PARTICULAR,Fortaleza,27/12/2017
VIA PUBLICA,Fortaleza,27/12/2017
RESIDENCIA PARTICULAR,Fortaleza,27/12/2017
VIA PUBLICA,Penaforte,27/12/2017
VIA PUBLICA,Fortaleza,27/12/2017
VIA PUBLICA,Fortaleza,27/12/2017
VIA PUBLICA,Fortaleza,27/12/2017
"HOSPITAL, CLINICA, ETC",Fortaleza,28/12/2017
VIA PUBLICA,Fortaleza,28/12/2017
CASA COMERCIAL,Fortaleza,28/12/2017
RESIDENCIA PARTICULAR,Fortim,28/12/2017
VIA PUBLICA,Fortaleza,28/12/2017
VIA PUBLICA,Fortaleza,28/12/2017
VIA PUBLICA,Fortaleza,28/12/2017
VIA PUBLICA,Crato,28/12/2017
VIA PUBLICA,Brejo Santo,29/12/2017
VIA PUBLICA,Tianguá,29/12/2017
VIA PUBLICA,Brejo Santo,29/12/2017
VIA PUBLICA,Fortaleza,29/12/2017
VIA PUBLICA,Brejo Santo,29/12/2017
VIA PUBLICA,Tianguá,29/12/2017
VIA PUBLICA,Tianguá,29/12/2017
CASA COMERCIAL,Fortaleza,29/12/2017
VIA PUBLICA,Fortaleza,29/12/2017
VIA PUBLICA,Fortaleza,29/12/2017
RESIDENCIA PARTICULAR,Juazeiro do Norte,29/12/2017
VIA PUBLICA,Sobral,30/12/2017
NAO INFORMADO,Fortaleza,31/12/2017
VIA PUBLICA,Fortaleza,31/12/2017
VIA PUBLICA,Ibiapina,01/01/2018
VIA PUBLICA,Fortaleza,01/01/2018
VIA PUBLICA,Fortaleza,01/01/2018
VIA PUBLICA,Fortaleza,02/01/2018
VIA PUBLICA,Ibiapina,02/01/2018
RESIDENCIA PARTICULAR,Fortaleza,02/01/2018
VIA PUBLICA,Fortaleza,02/01/2018
VIA PUBLICA,Fortaleza,02/01/2018
VIA PUBLICA,Fortaleza,02/01/2018
VIA PUBLICA,Camocim,02/01/2018
VIA PUBLICA,Fortaleza,02/01/2018
VIA PUBLICA,Fortaleza,02/01/2018
VIA PUBLICA,Aracoiaba,02/01/2018
CASA COMERCIAL,Fortaleza,02/01/2018
RESIDENCIA PARTICULAR,Icapuí,02/01/2018
VIA PUBLICA,Fortaleza,02/01/2018
VIA PUBLICA,Fortaleza,03/01/2018
VIA PUBLICA,Fortaleza,03/01/2018
CASA COMERCIAL,Fortaleza,03/01/2018
VIA PUBLICA,Fortaleza,03/01/2018
CASA COMERCIAL,Fortaleza,03/01/2018
CASA COMERCIAL,Fortaleza,03/01/2018
VIA PUBLICA,Fortaleza,03/01/2018
EVENTO,Aurora,03/01/2018
VIA PUBLICA,Fortaleza,04/01/2018
VIA PUBLICA,Fortaleza,04/01/2018
VIA PUBLICA,Fortaleza,04/01/2018
NAO INFORMADO,Fortaleza,04/01/2018
VIA PUBLICA,Fortaleza,04/01/2018
CASA COMERCIAL,Tauá,04/01/2018
VIA PUBLICA,Fortaleza,05/01/2018
VIA PUBLICA,Crato,05/01/2018
VIA PUBLICA,Iguatu,05/01/2018
VIA PUBLICA,Fortaleza,05/01/2018
VIA PUBLICA,Juazeiro do Norte,05/01/2018
VIA PUBLICA,Milhã,05/01/2018
VIA PUBLICA,Milhã,05/01/2018
VIA PUBLICA,Milhã,05/01/2018
VIA PUBLICA,Eusébio,06/01/2018
VIA PUBLICA,Maracanaú,06/01/2018
VIA PUBLICA,Fortaleza,06/01/2018
VIA PUBLICA,Fortaleza,06/01/2018
RESIDENCIA PARTICULAR,Fortaleza,07/01/2018
VIA PUBLICA,Fortaleza,08/01/2018
VIA PUBLICA,Fortaleza,08/01/2018
VIA PUBLICA,Fortaleza,08/01/2018
CASA COMERCIAL,Fortaleza,08/01/2018
VIA PUBLICA,Fortaleza,08/01/2018
VIA PUBLICA,Quixadá,08/01/2018
RESIDENCIA PARTICULAR,Tamboril,08/01/2018
VIA PUBLICA,Quixadá,08/01/2018
RESIDENCIA PARTICULAR,Fortaleza,09/01/2018
NAO INFORMADO,Aiuaba,09/01/2018
RESIDENCIA PARTICULAR,Fortaleza,09/01/2018
RESIDENCIA PARTICULAR,Fortaleza,09/01/2018
RESIDENCIA PARTICULAR,Fortaleza,09/01/2018
VIA PUBLICA,Fortaleza,09/01/2018
CLUBE,Várzea Alegre,09/01/2018
VIA PUBLICA,Fortaleza,09/01/2018
CASA COMERCIAL,São Benedito,09/01/2018
VIA PUBLICA,Sobral,09/01/2018
VIA PUBLICA,Fortaleza,09/01/2018
VIA PUBLICA,Juazeiro do Norte,10/01/2018
VIA PUBLICA,Crato,10/01/2018
NAO INFORMADO,Fortaleza,10/01/2018
VIA PUBLICA,Itapajé,10/01/2018
VIA PUBLICA,Fortaleza,10/01/2018
RESIDENCIA PARTICULAR,Juazeiro do Norte,10/01/2018
VIA PUBLICA,Fortaleza,10/01/2018
RESIDENCIA PARTICULAR,Pacatuba,11/01/2018
PREDIO EM OBRAS,Mombaça,11/01/2018
VIA PUBLICA,Fortaleza,11/01/2018
CASA COMERCIAL,Fortaleza,11/01/2018
RESIDENCIA PARTICULAR,Fortaleza,11/01/2018
VIA PUBLICA,Maracanaú,11/01/2018
RESIDENCIA PARTICULAR,Groaíras,12/01/2018
RESIDENCIA PARTICULAR,Fortaleza,12/01/2018
RESIDENCIA PARTICULAR,Fortaleza,12/01/2018
RESIDENCIA PARTICULAR,Fortaleza,12/01/2018
RESIDENCIA PARTICULAR,Groaíras,12/01/2018
CASA COMERCIAL,Itapipoca,12/01/2018
VIA PUBLICA,Juazeiro do Norte,13/01/2018
PRACA,Maranguape,13/01/2018
VIA PUBLICA,Mombaça,13/01/2018
VIA PUBLICA,Juazeiro do Norte,13/01/2018
RESIDENCIA PARTICULAR,Fortaleza,13/01/2018
PRACA,Maranguape,13/01/2018
VIA PUBLICA,Fortaleza,14/01/2018
VIA PUBLICA,Fortaleza,14/01/2018
NAO INFORMADO,Granja,15/01/2018
VIA PUBLICA,Fortaleza,15/01/2018
VIA PUBLICA,Redenção,15/01/2018
NAO INFORMADO,Granja,15/01/2018
VIA PUBLICA,Maracanaú,15/01/2018
VIA PUBLICA,Maracanaú,15/01/2018
REPARTICAO PUBLICA,Fortaleza,15/01/2018
RESIDENCIA PARTICULAR,Viçosa do Ceará,16/01/2018
VIA PUBLICA,Fortaleza,16/01/2018
VIA PUBLICA,Fortaleza,16/01/2018
VIA PUBLICA,Fortaleza,16/01/2018
VIA PUBLICA,Fortaleza,16/01/2018
RESIDENCIA PARTICULAR,Fortaleza,16/01/2018
VIA PUBLICA,Viçosa do Ceará,16/01/2018
VIA PUBLICA,Fortaleza,16/01/2018
VIA PUBLICA,Fortaleza,16/01/2018
VIA PUBLICA,Caucaia,16/01/2018
VIA PUBLICA,Viçosa do Ceará,16/01/2018
RESIDENCIA PARTICULAR,Viçosa do Ceará,16/01/2018
RESIDENCIA PARTICULAR,Itapajé,16/01/2018
"HOSPITAL, CLINICA, ETC",Barbalha,16/01/2018
PRACA,Maranguape,17/01/2018
RESIDENCIA PARTICULAR,Limoeiro do Norte,17/01/2018
VIA PUBLICA,Mauriti,17/01/2018
VIA PUBLICA,Fortaleza,17/01/2018
VIA PUBLICA,Fortaleza,17/01/2018
VIA PUBLICA,Fortaleza,17/01/2018
RESIDENCIA PARTICULAR,Limoeiro do Norte,17/01/2018
VIA PUBLICA,Fortaleza,17/01/2018
VIA PUBLICA,Fortaleza,17/01/2018
RESIDENCIA PARTICULAR,Caucaia,17/01/2018
REPARTICAO PUBLICA,Russas,18/01/2018
VIA PUBLICA,Fortaleza,18/01/2018
RESIDENCIA PARTICULAR,Itapajé,18/01/2018
"BAR, RESTAURANTE, ETC",Jaguaretama,18/01/2018
VIA PUBLICA,Fortaleza,18/01/2018
VIA PUBLICA,Boa Viagem,18/01/2018
"BAR, RESTAURANTE, ETC",Brejo Santo,18/01/2018
VIA PUBLICA,Itaitinga,19/01/2018
VIA PUBLICA,Brejo Santo,19/01/2018
RESIDENCIA PARTICULAR,Fortaleza,19/01/2018
VIA PUBLICA,Itaitinga,19/01/2018
VIA PUBLICA,Fortaleza,19/01/2018
VIA PUBLICA,Itaitinga,19/01/2018
VIA PUBLICA,Fortaleza,19/01/2018
VIA PUBLICA,Fortaleza,20/01/2018
RESIDENCIA PARTICULAR,Fortaleza,20/01/2018
RESIDENCIA PARTICULAR,Fortaleza,20/01/2018
VIA PUBLICA,Fortaleza,20/01/2018
RESIDENCIA PARTICULAR,Fortaleza,20/01/2018
RESIDENCIA PARTICULAR,Fortaleza,20/01/2018
RESIDENCIA PARTICULAR,Nova Russas,20/01/2018
VIA PUBLICA,Fortaleza,20/01/2018
RESIDENCIA PARTICULAR,Juazeiro do Norte,20/01/2018
VIA PUBLICA,Fortaleza,20/01/2018
RESIDENCIA PARTICULAR,Nova Russas,20/01/2018
RESIDENCIA PARTICULAR,Fortaleza,20/01/2018
VIA PUBLICA,Fortaleza,21/01/2018
CASA COMERCIAL,Fortaleza,21/01/2018
CASA COMERCIAL,Fortaleza,21/01/2018
VIA PUBLICA,Fortaleza,21/01/2018
CASA COMERCIAL,Fortaleza,21/01/2018
RESIDENCIA PARTICULAR,Fortaleza,22/01/2018
VIA PUBLICA,Fortaleza,22/01/2018
VIA PUBLICA,Fortaleza,22/01/2018
VIA PUBLICA,Fortaleza,22/01/2018
RESIDENCIA PARTICULAR,Aurora,22/01/2018
VIA PUBLICA,Fortaleza,22/01/2018
VIA PUBLICA,Fortaleza,23/01/2018
RESIDENCIA PARTICULAR,Senador Pompeu,23/01/2018
VIA PUBLICA,Fortaleza,23/01/2018
NAO INFORMADO,Aratuba,23/01/2018
VIA PUBLICA,Fortaleza,23/01/2018
RESIDENCIA PARTICULAR,Fortaleza,23/01/2018
RESIDENCIA PARTICULAR,Guaraciaba do Norte,23/01/2018
RESIDENCIA PARTICULAR,Guaraciaba do Norte,23/01/2018
RESIDENCIA PARTICULAR,Fortaleza,23/01/2018
RESIDENCIA PARTICULAR,Guaraciaba do Norte,23/01/2018
RODOVIA,Pacatuba,24/01/2018
VIA PUBLICA,Fortaleza,24/01/2018
VIA PUBLICA,Jucás,24/01/2018
RODOVIA,Pacatuba,24/01/2018
VIA PUBLICA,Fortaleza,24/01/2018
CLUBE,Ipaumirim,24/01/2018
VIA PUBLICA,Pacajus,24/01/2018
VIA PUBLICA,Fortaleza,25/01/2018
VIA PUBLICA,Fortaleza,25/01/2018
VIA PUBLICA,Fortaleza,25/01/2018
VIA PUBLICA,Fortaleza,25/01/2018
RESIDENCIA PARTICULAR,Fortaleza,25/01/2018
RESIDENCIA PARTICULAR,Juazeiro do Norte,26/01/2018
VIA PUBLICA,Fortaleza,26/01/2018
RESIDENCIA PARTICULAR,Iguatu,26/01/2018
VIA PUBLICA,Fortaleza,26/01/2018
VIA PUBLICA,Fortaleza,26/01/2018
REPARTICAO PUBLICA,Fortaleza,26/01/2018
VIA PUBLICA,Fortaleza,26/01/2018
RESIDENCIA PARTICULAR,Caucaia,26/01/2018
RESIDENCIA PARTICULAR,Fortaleza,26/01/2018
VIA PUBLICA,Fortaleza,27/01/2018
VIA PUBLICA,Maracanaú,28/01/2018
VIA PUBLICA,Fortaleza,28/01/2018
VIA PUBLICA,Fortaleza,28/01/2018
VIA PUBLICA,Fortaleza,28/01/2018
VIA PUBLICA,Maracanaú,28/01/2018
VIA PUBLICA,Maracanaú,28/01/2018
NAO INFORMADO,Fortaleza,29/01/2018
NAO INFORMADO,Fortaleza,29/01/2018
VIA PUBLICA,Fortaleza,29/01/2018
VIA PUBLICA,Fortaleza,29/01/2018
VIA PUBLICA,Fortaleza,29/01/2018
VIA PUBLICA,Fortaleza,29/01/2018
RESIDENCIA PARTICULAR,Tururu,29/01/2018
EDIFICIO PUBLICO,Fortaleza,29/01/2018
CASA COMERCIAL,Fortaleza,29/01/2018
VIA PUBLICA,Itapajé,30/01/2018
VIA PUBLICA,Itapajé,30/01/2018
VIA PUBLICA,Sobral,30/01/2018
RESIDENCIA PARTICULAR,Iguatu,30/01/2018
RESIDENCIA PARTICULAR,Fortaleza,30/01/2018
RESIDENCIA PARTICULAR,Saboeiro,30/01/2018
VIA PUBLICA,Fortaleza,31/01/2018
PRACA,Apuiarés,31/01/2018
VIA PUBLICA,Maracanaú,31/01/2018
VIA PUBLICA,Fortaleza,31/01/2018
RESIDENCIA PARTICULAR,Pacajus,31/01/2018
VIA PUBLICA,Fortaleza,31/01/2018
RESIDENCIA PARTICULAR,Fortaleza,01/02/2018
NAO INFORMADO,Fortaleza,01/02/2018
VIA PUBLICA,Fortaleza,01/02/2018
VIA PUBLICA,Pentecoste,01/02/2018
RESIDENCIA PARTICULAR,Caucaia,01/02/2018
RESIDENCIA PARTICULAR,Fortaleza,01/02/2018
VIA PUBLICA,Tianguá,01/02/2018
RESIDENCIA PARTICULAR,Caucaia,01/02/2018
VIA PUBLICA,Tabuleiro do Norte,01/02/2018
VIA PUBLICA,Tabuleiro do Norte,01/02/2018
VIA PUBLICA,Tianguá,01/02/2018
VIA PUBLICA,Tabuleiro do Norte,01/02/2018
VIA PUBLICA,Redenção,01/02/2018
VIA PUBLICA,Fortaleza,02/02/2018
RESIDENCIA PARTICULAR,Fortaleza,02/02/2018
VIA PUBLICA,Fortaleza,02/02/2018
VIA PUBLICA,Juazeiro do Norte,02/02/2018
NAO INFORMADO,Fortaleza,02/02/2018
RESIDENCIA PARTICULAR,Fortaleza,02/02/2018
VIA PUBLICA,Morrinhos,02/02/2018
VIA PUBLICA,Tabuleiro do Norte,02/02/2018
VIA PUBLICA,Fortaleza,02/02/2018
VIA PUBLICA,Russas,02/02/2018
RESIDENCIA PARTICULAR,Aracati,02/02/2018
VIA PUBLICA,Quixadá,03/02/2018
VIA PUBLICA,Fortaleza,03/02/2018
RESIDENCIA PARTICULAR,Orós,03/02/2018
VIA PUBLICA,Fortaleza,03/02/2018
VIA PUBLICA,Maracanaú,03/02/2018
VIA PUBLICA,Fortaleza,03/02/2018
RESIDENCIA PARTICULAR,Caririaçu,03/02/2018
VIA PUBLICA,Fortaleza,04/02/2018
"ESTADIOS, GINASIOS, ETC.",Fortaleza,04/02/2018
VIA PUBLICA,Fortaleza,04/02/2018
VIA PUBLICA,Fortaleza,04/02/2018
VIA PUBLICA,Fortaleza,04/02/2018
VIA PUBLICA,Fortaleza,04/02/2018
VIA PUBLICA,Fortaleza,04/02/2018
VIA PUBLICA,Tabuleiro do Norte,05/02/2018
CASA COMERCIAL,Fortaleza,05/02/2018
VIA PUBLICA,Maracanaú,05/02/2018
VIA PUBLICA,Fortaleza,05/02/2018
VIA PUBLICA,Fortaleza,05/02/2018
VIA PUBLICA,Fortaleza,05/02/2018
VIA PUBLICA,Juazeiro do Norte,05/02/2018
REPARTICAO PUBLICA,Fortaleza,05/02/2018
VIA PUBLICA,Fortaleza,05/02/2018
NAO INFORMADO,Fortaleza,06/02/2018
VIA PUBLICA,Fortaleza,06/02/2018
RESIDENCIA PARTICULAR,Várzea Alegre,06/02/2018
"INST.FINANCEIRA(BANCO,CX ELET)",Lavras da Mangabeira,06/02/2018
RESIDENCIA PARTICULAR,Orós,06/02/2018
VIA PUBLICA,Fortaleza,06/02/2018
VIA PUBLICA,Fortaleza,06/02/2018
NAO INFORMADO,Fortaleza,06/02/2018
VIA PUBLICA,Fortaleza,06/02/2018
RESIDENCIA PARTICULAR,Aurora,06/02/2018
VIA PUBLICA,Fortaleza,07/02/2018
VIA PUBLICA,Fortaleza,07/02/2018
VIA PUBLICA,Fortaleza,07/02/2018
NAO INFORMADO,Jijoca de Jericoacoara,07/02/2018
VIA PUBLICA,Juazeiro do Norte,07/02/2018
REPARTICAO PUBLICA,Fortaleza,07/02/2018
REPARTICAO PUBLICA,Pacajus,07/02/2018
VIA PUBLICA,Ipueiras,07/02/2018
RESIDENCIA PARTICULAR,Itapipoca,07/02/2018
VIA PUBLICA,Fortaleza,08/02/2018
VIA PUBLICA,Eusébio,08/02/2018
VIA PUBLICA,Eusébio,08/02/2018
VIA PUBLICA,Paracuru,08/02/2018
VIA PUBLICA,Eusébio,08/02/2018
VIA PUBLICA,Fortaleza,08/02/2018
NAO INFORMADO,Fortaleza,08/02/2018
VIA PUBLICA,Paracuru,08/02/2018
VIA PUBLICA,Eusébio,08/02/2018
NAO INFORMADO,Fortaleza,08/02/2018
VIA PUBLICA,Morrinhos,08/02/2018
VIA PUBLICA,Fortaleza,08/02/2018
VIA PUBLICA,Paracuru,08/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
VIA PUBLICA,Fortaleza,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
VIA PUBLICA,Fortaleza,09/02/2018
VIA PUBLICA,Fortaleza,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
VIA PUBLICA,Fortaleza,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
VIA PUBLICA,Fortaleza,09/02/2018
RESIDENCIA PARTICULAR,Icó,09/02/2018
CASA COMERCIAL,Fortaleza,09/02/2018
VIA PUBLICA,Fortaleza,09/02/2018
CASA COMERCIAL,Fortaleza,09/02/2018
VIA PUBLICA,Fortaleza,10/02/2018
VIA PUBLICA,Fortaleza,10/02/2018
VIA PUBLICA,Fortaleza,10/02/2018
VIA PUBLICA,Fortaleza,10/02/2018
VIA PUBLICA,Aracati,10/02/2018
VIA PUBLICA,Juazeiro do Norte,11/02/2018
VIA PUBLICA,Pacatuba,11/02/2018
VIA PUBLICA,Paracuru,11/02/2018
RESIDENCIA PARTICULAR,Paracuru,12/02/2018
VIA PUBLICA,Juazeiro do Norte,13/02/2018
VIA PUBLICA,Juazeiro do Norte,13/02/2018
"ESTADIOS, GINASIOS, ETC.",Quixadá,13/02/2018
RESIDENCIA PARTICULAR,Fortaleza,14/02/2018
RESIDENCIA PARTICULAR,Fortaleza,14/02/2018
VIA PUBLICA,Quixadá,14/02/2018
RESIDENCIA PARTICULAR,Iguatu,15/02/2018
NAO INFORMADO,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
REPARTICAO PUBLICA,Iguatu,15/02/2018
VIA PUBLICA,Fortaleza,15/02/2018
PENITENCIARIA/REFORMATORIO,Itaitinga,16/02/2018
VIA PUBLICA,Eusébio,16/02/2018
VIA PUBLICA,Eusébio,16/02/2018
VIA PUBLICA,Fortaleza,16/02/2018
NAO INFORMADO,Paracuru,16/02/2018
VIA PUBLICA,Juazeiro do Norte,16/02/2018
RESIDENCIA PARTICULAR,Coreaú,16/02/2018
VIA PUBLICA,Juazeiro do Norte,16/02/2018
VIA PUBLICA,Fortaleza,16/02/2018
RESIDENCIA PARTICULAR,Fortaleza,17/02/2018
RESIDENCIA PARTICULAR,Fortaleza,17/02/2018
VIA PUBLICA,Iguatu,17/02/2018
RESIDENCIA PARTICULAR,Fortaleza,17/02/2018
"CONVENTO,IGREJA,ETC.",Quixadá,17/02/2018
VIA PUBLICA,Fortaleza,17/02/2018
RESIDENCIA PARTICULAR,Crato,17/02/2018
RESIDENCIA PARTICULAR,Crato,17/02/2018
VIA PUBLICA,Juazeiro do Norte,18/02/2018
VIA PUBLICA,Caucaia,18/02/2018
VIA PUBLICA,Juazeiro do Norte,18/02/2018
VIA PUBLICA,Croatá,18/02/2018
VIA PUBLICA,Viçosa do Ceará,19/02/2018
"INST.FINANCEIRA(BANCO,CX ELET)",Bela Cruz,19/02/2018
VIA PUBLICA,Jaguaruana,19/02/2018
NAO INFORMADO,Fortaleza,19/02/2018
RESIDENCIA PARTICULAR,Fortaleza,19/02/2018
"INST.FINANCEIRA(BANCO,CX ELET)",Bela Cruz,19/02/2018
RESIDENCIA PARTICULAR,Fortaleza,19/02/2018
"INST.FINANCEIRA(BANCO,CX ELET)",Bela Cruz,19/02/2018
RESIDENCIA PARTICULAR,Fortaleza,19/02/2018
VIA PUBLICA,Caucaia,19/02/2018
RESIDENCIA PARTICULAR,Fortaleza,19/02/2018
"INST.FINANCEIRA(BANCO,CX ELET)",Bela Cruz,19/02/2018
VIA PUBLICA,Tianguá,20/02/2018
VIA PUBLICA,Capistrano,20/02/2018
VIA PUBLICA,Fortaleza,20/02/2018
VIA PUBLICA,Viçosa do Ceará,20/02/2018
RODOVIA,Jucás,21/02/2018
VIA PUBLICA,Fortaleza,21/02/2018
VIA PUBLICA,Hidrolândia,21/02/2018
RESIDENCIA PARTICULAR,Juazeiro do Norte,21/02/2018
RESIDENCIA PARTICULAR,Juazeiro do Norte,21/02/2018
RESIDENCIA PARTICULAR,São Luís do Curu,21/02/2018
VIA PUBLICA,Fortaleza,21/02/2018
CASA COMERCIAL,Fortaleza,22/02/2018
RESIDENCIA PARTICULAR,Fortaleza,22/02/2018
CASA COMERCIAL,Juazeiro do Norte,22/02/2018
RESIDENCIA PARTICULAR,Fortaleza,22/02/2018
CASA COMERCIAL,Fortaleza,22/02/2018
RESIDENCIA PARTICULAR,Crato,22/02/2018
RESIDENCIA PARTICULAR,Fortaleza,22/02/2018
RESIDENCIA PARTICULAR,Alto Santo,23/02/2018
VIA PUBLICA,Fortaleza,23/02/2018
VIA PUBLICA,Fortaleza,23/02/2018
VIA PUBLICA,Quixeramobim,23/02/2018
CASA COMERCIAL,Crato,23/02/2018
CASA COMERCIAL,Fortaleza,23/02/2018
VIA PUBLICA,Barbalha,24/02/2018
VIA PUBLICA,Canindé,25/02/2018
VIA PUBLICA,Granja,25/02/2018
VIA PUBLICA,Aracati,25/02/2018
RESIDENCIA PARTICULAR,Alto Santo,26/02/2018
RESIDENCIA PARTICULAR,Alto Santo,26/02/2018
RESIDENCIA PARTICULAR,Viçosa do Ceará,26/02/2018
RESIDENCIA PARTICULAR,Alto Santo,26/02/2018
VIA PUBLICA,Fortaleza,26/02/2018
VIA PUBLICA,Fortaleza,26/02/2018
RESIDENCIA PARTICULAR,Alto Santo,26/02/2018
VIA PUBLICA,Caucaia,26/02/2018
VIA PUBLICA,Fortaleza,27/02/2018
VIA PUBLICA,Fortaleza,27/02/2018
VIA PUBLICA,Itapajé,27/02/2018
VIA PUBLICA,Fortaleza,27/02/2018
RESIDENCIA PARTICULAR,Maracanaú,27/02/2018
VIA PUBLICA,Fortaleza,27/02/2018
RESIDENCIA PARTICULAR,Crato,27/02/2018
RESIDENCIA PARTICULAR,Tianguá,27/02/2018
VIA PUBLICA,Maracanaú,27/02/2018
PRACA,Eusébio,27/02/2018
RESIDENCIA PARTICULAR,Fortaleza,27/02/2018
RESIDENCIA PARTICULAR,Massapê,27/02/2018
RESIDENCIA PARTICULAR,Crato,28/02/2018
RESIDENCIA PARTICULAR,Crato,28/02/2018
VIA PUBLICA,Limoeiro do Norte,28/02/2018
VIA PUBLICA,Juazeiro do Norte,28/02/2018
VIA PUBLICA,Limoeiro do Norte,28/02/2018
VIA PUBLICA,Viçosa do Ceará,28/02/2018
VIA PUBLICA,Fortaleza,28/02/2018
"BAR, RESTAURANTE, ETC",Guaraciaba do Norte,28/02/2018
VIA PUBLICA,Itapiúna,28/02/2018
RESIDENCIA PARTICULAR,Tianguá,28/02/2018
VIA PUBLICA,Fortaleza,01/03/2018
VIA PUBLICA,Fortaleza,01/03/2018
CASA COMERCIAL,Pentecoste,01/03/2018
VIA PUBLICA,Fortaleza,01/03/2018
VIA PUBLICA,Fortaleza,01/03/2018
VIA PUBLICA,Horizonte,01/03/2018
VIA PUBLICA,Fortaleza,01/03/2018
VIA PUBLICA,Maranguape,01/03/2018
RESIDENCIA PARTICULAR,Missão Velha,02/03/2018
RESIDENCIA PARTICULAR,Missão Velha,02/03/2018
"MERCADO PUBLICO, FEIRA.",Aracati,02/03/2018
RESIDENCIA PARTICULAR,Quixadá,02/03/2018
