Jogador,Ano,Mes,Dia,Evento,C. Amarelo,C. Vermelho,Adversário,Competição,Time,PLACAR,Resultado
Lionel Messi,2017,9,12,Gol,1,0,Juventus,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2017,9,12,Gol,1,0,Juventus,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2017,9,12,Cartão Amarelo,1,0,Juventus,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2017,9,9,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2017,9,9,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2017,9,9,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2017,9,5,Apenas Participação,0,0,Venezuela,Eliminatórias da Copa do Mundo,Argentina,1-1,Empate
Lionel Messi,2017,8,31,Apenas Participação,0,0,Uruguai,Eliminatórias da Copa do Mundo,Argentina,0-0,Empate
Lionel Messi,2017,8,26,Gol,0,0,Alavés,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2017,8,26,Gol,0,0,Alavés,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2017,8,20,Apenas Participação,0,0,Real Betis,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2017,8,16,Apenas Participação,0,0,Real Madrid,Supercopa da Espanha,Barcelona,2-0,Derrota
Lionel Messi,2017,8,13,Gol,1,0,Real Madrid,Supercopa da Espanha,Barcelona,1-3,Derrota
Lionel Messi,2017,8,13,Cartão Amarelo,1,0,Real Madrid,Supercopa da Espanha,Barcelona,1-3,Derrota
Lionel Messi,2017,6,9,Apenas Participação,0,0,Brasil,Amistosos da Seleção,Argentina,0-1,Vitória
Lionel Messi,2017,5,27,Gol,1,0,Alavés,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2017,5,27,Assistência,1,0,Alavés,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2017,5,27,Cartão Amarelo,1,0,Alavés,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2017,5,21,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,4-2,Vitória
Lionel Messi,2017,5,21,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,4-2,Vitória
Lionel Messi,2017,5,14,Apenas Participação,0,0,Las Palmas,La Liga (Espanha),Barcelona,1-4,Vitória
Lionel Messi,2017,5,6,Gol,0,0,Villarreal,La Liga (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2017,5,6,Gol,0,0,Villarreal,La Liga (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2017,4,29,Assistência,0,0,Espanyol,La Liga (Espanha),Barcelona,0-3,Vitória
Lionel Messi,2017,4,26,Gol,0,0,Osasuna,La Liga (Espanha),Barcelona,7-1,Vitória
Lionel Messi,2017,4,26,Gol,0,0,Osasuna,La Liga (Espanha),Barcelona,7-1,Vitória
Lionel Messi,2017,4,23,Gol,1,0,Real Madrid,La Liga (Espanha),Barcelona,2-3,Vitória
Lionel Messi,2017,4,23,Gol,1,0,Real Madrid,La Liga (Espanha),Barcelona,2-3,Vitória
Lionel Messi,2017,4,23,Cartão Amarelo,1,0,Real Madrid,La Liga (Espanha),Barcelona,2-3,Vitória
Lionel Messi,2017,4,19,Apenas Participação,0,0,Juventus,Champions League,Barcelona,0-0,Empate
Lionel Messi,2017,4,15,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,3-2,Vitória
Lionel Messi,2017,4,15,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,3-2,Vitória
Lionel Messi,2017,4,15,Assistência,0,0,Real Sociedad,La Liga (Espanha),Barcelona,3-2,Vitória
Lionel Messi,2017,4,11,Apenas Participação,0,0,Juventus,Champions League,Barcelona,3-0,Derrota
Lionel Messi,2017,4,8,Apenas Participação,0,0,Málaga,La Liga (Espanha),Barcelona,2-0,Derrota
Lionel Messi,2017,4,5,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2017,4,5,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2017,3,23,Gol,0,0,Chile,Eliminatórias da Copa do Mundo,Argentina,1-0,Vitória
Lionel Messi,2017,3,19,Gol,1,0,Valencia,La Liga (Espanha),Barcelona,4-2,Vitória
Lionel Messi,2017,3,19,Gol,1,0,Valencia,La Liga (Espanha),Barcelona,4-2,Vitória
Lionel Messi,2017,3,19,Cartão Amarelo,1,0,Valencia,La Liga (Espanha),Barcelona,4-2,Vitória
Lionel Messi,2017,3,12,Apenas Participação,0,0,Deportivo,La Liga (Espanha),Barcelona,2-1,Derrota
Lionel Messi,2017,3,8,Gol,0,0,PSG,Champions League,Barcelona,6-1,Vitória
Lionel Messi,2017,3,4,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2017,3,4,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2017,3,4,Assistência,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2017,3,4,Assistência,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2017,3,1,Gol,0,0,Sporting Gijón,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2017,3,1,Assistência,0,0,Sporting Gijón,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2017,2,26,Gol,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2017,2,26,Cartão Amarelo,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2017,2,19,Gol,0,0,Leganés,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2017,2,19,Gol,0,0,Leganés,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2017,2,14,Apenas Participação,0,0,PSG,Champions League,Barcelona,4-0,Derrota
Lionel Messi,2017,2,11,Gol,0,0,Alavés,La Liga (Espanha),Barcelona,0-6,Vitória
Lionel Messi,2017,2,7,Apenas Participação,0,0,Atlético de Madrid,Copa do Rei (Espanha),Barcelona,1-1,Empate
Lionel Messi,2017,2,4,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2017,2,1,Gol,1,0,Atlético de Madrid,Copa do Rei (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2017,2,1,Cartão Amarelo,1,0,Atlético de Madrid,Copa do Rei (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2017,1,29,Assistência,0,0,Real Betis,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2017,1,26,Gol,0,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,5-2,Vitória
Lionel Messi,2017,1,26,Assistência,0,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,5-2,Vitória
Lionel Messi,2017,1,26,Assistência,0,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,5-2,Vitória
Lionel Messi,2017,1,22,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2017,1,19,Cartão Amarelo,1,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2017,1,14,Gol,0,0,Las Palmas,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2017,1,11,Gol,0,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2017,1,8,Gol,0,0,Villarreal,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2017,1,5,Gol,0,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,2-1,Derrota
Lionel Messi,2018,12,22,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2018,12,16,Gol,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,12,16,Gol,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,12,16,Gol,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,12,16,Assistência,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,12,16,Assistência,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,12,11,Apenas Participação,0,0,Tottenham,Champions League,Barcelona,1-1,Empate
Lionel Messi,2018,12,8,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2018,12,8,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2018,12,8,Assistência,0,0,Espanyol,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2018,12,2,Assistência,0,0,Villarreal,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2018,11,28,Gol,0,0,PSV,Champions League,Barcelona,1-2,Vitória
Lionel Messi,2018,11,28,Assistência,0,0,PSV,Champions League,Barcelona,1-2,Vitória
Lionel Messi,2018,11,24,Assistência,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2018,11,11,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,3-4,Derrota
Lionel Messi,2018,11,11,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,3-4,Derrota
Lionel Messi,2018,10,20,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,4-2,Vitória
Lionel Messi,2018,10,20,Assistência,0,0,Sevilla,La Liga (Espanha),Barcelona,4-2,Vitória
Lionel Messi,2018,10,7,Gol,0,0,Valencia,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2018,10,3,Gol,0,0,Tottenham,Champions League,Barcelona,2-4,Vitória
Lionel Messi,2018,10,3,Gol,0,0,Tottenham,Champions League,Barcelona,2-4,Vitória
Lionel Messi,2018,9,29,Assistência,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2018,9,26,Assistência,0,0,Leganés,La Liga (Espanha),Barcelona,2-1,Derrota
Lionel Messi,2018,9,23,Gol,0,0,Girona,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2018,9,18,Gol,0,0,PSV,Champions League,Barcelona,4-0,Vitória
Lionel Messi,2018,9,18,Gol,0,0,PSV,Champions League,Barcelona,4-0,Vitória
Lionel Messi,2018,9,18,Gol,0,0,PSV,Champions League,Barcelona,4-0,Vitória
Lionel Messi,2018,9,15,Apenas Participação,0,0,Real Sociedad,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2018,9,2,Gol,0,0,Huesca,La Liga (Espanha),Barcelona,8-2,Vitória
Lionel Messi,2018,9,2,Gol,0,0,Huesca,La Liga (Espanha),Barcelona,8-2,Vitória
Lionel Messi,2018,9,2,Assistência,0,0,Huesca,La Liga (Espanha),Barcelona,8-2,Vitória
Lionel Messi,2018,9,2,Assistência,0,0,Huesca,La Liga (Espanha),Barcelona,8-2,Vitória
Lionel Messi,2018,8,25,Apenas Participação,0,0,Valladolid,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2018,8,18,Gol,0,0,Alavés,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2018,8,18,Gol,0,0,Alavés,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2018,8,12,Assistência,0,0,Sevilla,Supercopa da Espanha,Barcelona,1-2,Vitória
Lionel Messi,2018,6,30,Assistência,0,0,França,Copa do Mundo,Argentina,4-3,Derrota
Lionel Messi,2018,6,30,Assistência,0,0,França,Copa do Mundo,Argentina,4-3,Derrota
Lionel Messi,2018,6,26,Gol,1,0,Nigéria,Copa do Mundo,Argentina,1-2,Vitória
Lionel Messi,2018,6,26,Cartão Amarelo,1,0,Nigéria,Copa do Mundo,Argentina,1-2,Vitória
Lionel Messi,2018,6,21,Apenas Participação,0,0,Croácia,Copa do Mundo,Argentina,0-3,Vitória
Lionel Messi,2018,6,16,Apenas Participação,0,0,Islândia,Copa do Mundo,Argentina,1-1,Empate
Lionel Messi,2018,5,29,Gol,0,0,Haiti,Amistosos da Seleção,Argentina,4-0,Vitória
Lionel Messi,2018,5,29,Gol,0,0,Haiti,Amistosos da Seleção,Argentina,4-0,Vitória
Lionel Messi,2018,5,29,Gol,0,0,Haiti,Amistosos da Seleção,Argentina,4-0,Vitória
Lionel Messi,2018,5,29,Assistência,0,0,Haiti,Amistosos da Seleção,Argentina,4-0,Vitória
Lionel Messi,2018,5,20,Apenas Participação,0,0,Real Sociedad,La Liga (Espanha),Barcelona,1-0,Vitória
Lionel Messi,2018,5,9,Gol,0,0,Villarreal,La Liga (Espanha),Barcelona,5-1,Vitória
Lionel Messi,2018,5,6,Gol,1,0,Real Madrid,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2018,5,6,Cartão Amarelo,1,0,Real Madrid,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2018,4,29,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,2-4,Vitória
Lionel Messi,2018,4,29,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,2-4,Vitória
Lionel Messi,2018,4,29,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,2-4,Vitória
Lionel Messi,2018,4,21,Gol,0,0,Sevilla,Copa do Rei (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,4,21,Assistência,0,0,Sevilla,Copa do Rei (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,4,21,Assistência,0,0,Sevilla,Copa do Rei (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,4,17,Apenas Participação,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2018,4,14,Apenas Participação,0,0,Valencia,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2018,4,10,Cartão Amarelo,1,0,Roma,Champions League,Barcelona,3-0,Derrota
Lionel Messi,2018,4,7,Gol,0,0,Leganés,La Liga (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2018,4,7,Gol,0,0,Leganés,La Liga (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2018,4,7,Gol,0,0,Leganés,La Liga (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2018,4,4,Apenas Participação,0,0,Roma,Champions League,Barcelona,4-1,Vitória
Lionel Messi,2018,3,31,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2018,3,23,Apenas Participação,0,0,Itália,Amistosos da Seleção,Argentina,2-0,Vitória
Lionel Messi,2018,3,18,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2018,3,14,Gol,0,0,Chelsea,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2018,3,14,Gol,0,0,Chelsea,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2018,3,14,Assistência,0,0,Chelsea,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2018,3,4,Gol,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-0,Vitória
Lionel Messi,2018,3,4,Cartão Amarelo,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-0,Vitória
Lionel Messi,2018,3,1,Gol,0,0,Las Palmas,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2018,2,24,Gol,0,0,Girona,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2018,2,24,Gol,0,0,Girona,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2018,2,24,Assistência,0,0,Girona,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2018,2,20,Gol,0,0,Chelsea,Champions League,Barcelona,1-1,Empate
Lionel Messi,2018,2,17,Assistência,0,0,Eibar,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2018,2,11,Apenas Participação,0,0,Getafe,La Liga (Espanha),Barcelona,0-0,Empate
Lionel Messi,2018,2,8,Apenas Participação,0,0,Valencia,Copa do Rei (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2018,2,4,Assistência,0,0,Espanyol,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2018,2,1,Assistência,0,0,Valencia,Copa do Rei (Espanha),Barcelona,1-0,Vitória
Lionel Messi,2018,1,28,Gol,0,0,Alavés,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2018,1,25,Gol,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2018,1,25,Cartão Amarelo,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2018,1,21,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,1,21,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,1,21,Assistência,0,0,Real Betis,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2018,1,17,Apenas Participação,0,0,Espanyol,Copa do Rei (Espanha),Barcelona,1-0,Derrota
Lionel Messi,2018,1,14,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,2-4,Vitória
Lionel Messi,2018,1,14,Assistência,0,0,Real Sociedad,La Liga (Espanha),Barcelona,2-4,Vitória
Lionel Messi,2018,1,11,Gol,0,0,Celta de Vigo,Copa do Rei (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2018,1,11,Gol,0,0,Celta de Vigo,Copa do Rei (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2018,1,11,Assistência,0,0,Celta de Vigo,Copa do Rei (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2018,1,7,Gol,0,0,Levante,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2018,1,7,Assistência,0,0,Levante,La Liga (Espanha),Barcelona,3-0,Vitória
Cristiano Ronaldo,2014,12,20,Apenas Participação,0,0,San Lorenzo,Mundial de Clubes,Real Madrid,2-0,Derrota
Cristiano Ronaldo,2014,12,16,Assistência,0,0,Cruz Azul,Mundial de Clubes,Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,12,16,Assistência,0,0,Cruz Azul,Mundial de Clubes,Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,12,12,Gol,1,0,Almería,La Liga (Espanha),Real Madrid,1-4,Vitória
Cristiano Ronaldo,2014,12,12,Gol,1,0,Almería,La Liga (Espanha),Real Madrid,1-4,Vitória
Cristiano Ronaldo,2014,12,12,Cartão Amarelo,1,0,Almería,La Liga (Espanha),Real Madrid,1-4,Vitória
Cristiano Ronaldo,2014,12,9,Gol,0,0,Ludogorets Razgrad,Champions League,Real Madrid,4-0,Vitória
Cristiano Ronaldo,2014,12,6,Gol,0,0,Celta de Vigo,La Liga (Espanha),Real Madrid,3-0,Vitória
Cristiano Ronaldo,2014,12,6,Gol,0,0,Celta de Vigo,La Liga (Espanha),Real Madrid,3-0,Vitória
Cristiano Ronaldo,2014,12,6,Gol,0,0,Celta de Vigo,La Liga (Espanha),Real Madrid,3-0,Vitória
Cristiano Ronaldo,2014,11,29,Assistência,0,0,Málaga,La Liga (Espanha),Real Madrid,1-2,Vitória
Cristiano Ronaldo,2014,11,29,Assistência,0,0,Málaga,La Liga (Espanha),Real Madrid,1-2,Vitória
Cristiano Ronaldo,2014,11,26,Gol,0,0,FC Basel,Champions League,Real Madrid,0-1,Vitória
Cristiano Ronaldo,2014,11,22,Gol,0,0,Eibar,La Liga (Espanha),Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,11,22,Gol,0,0,Eibar,La Liga (Espanha),Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,11,22,Assistência,0,0,Eibar,La Liga (Espanha),Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,11,18,Apenas Participação,0,0,Argentina,Amistosos da Seleção,Portugal,1-0,Vitória
Cristiano Ronaldo,2014,11,14,Gol,0,0,Armênia,EE,Portugal,1-0,Vitória
Cristiano Ronaldo,2014,11,8,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,11,8,Assistência,0,0,Rayo Vallecano,La Liga (Espanha),Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,11,8,Assistência,0,0,Rayo Vallecano,La Liga (Espanha),Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,11,4,Apenas Participação,0,0,Liverpool,Champions League,Real Madrid,1-0,Vitória
Cristiano Ronaldo,2014,11,1,Gol,0,0,Granada,La Liga (Espanha),Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,11,1,Assistência,0,0,Granada,La Liga (Espanha),Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,11,1,Assistência,0,0,Granada,La Liga (Espanha),Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,10,25,Gol,1,0,Barcelona,La Liga (Espanha),Real Madrid,3-1,Vitória
Cristiano Ronaldo,2014,10,25,Cartão Amarelo,1,0,Barcelona,La Liga (Espanha),Real Madrid,3-1,Vitória
Cristiano Ronaldo,2014,10,22,Gol,0,0,Liverpool,Champions League,Real Madrid,0-3,Vitória
Cristiano Ronaldo,2014,10,18,Gol,0,0,Levante,La Liga (Espanha),Real Madrid,0-5,Vitória
Cristiano Ronaldo,2014,10,18,Gol,0,0,Levante,La Liga (Espanha),Real Madrid,0-5,Vitória
Cristiano Ronaldo,2014,10,14,Gol,1,0,Dinamarca,EE,Portugal,0-1,Vitória
Cristiano Ronaldo,2014,10,14,Cartão Amarelo,1,0,Dinamarca,EE,Portugal,0-1,Vitória
Cristiano Ronaldo,2014,10,11,Apenas Participação,0,0,França,Amistosos da Seleção,Portugal,2-1,Derrota
Cristiano Ronaldo,2014,10,5,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Real Madrid,5-0,Vitória
Cristiano Ronaldo,2014,10,5,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Real Madrid,5-0,Vitória
Cristiano Ronaldo,2014,10,5,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Real Madrid,5-0,Vitória
Cristiano Ronaldo,2014,10,5,Assistência,0,0,Athletic Bilbao,La Liga (Espanha),Real Madrid,5-0,Vitória
Cristiano Ronaldo,2014,10,1,Gol,0,0,Ludogorets Razgrad,Champions League,Real Madrid,1-2,Vitória
Cristiano Ronaldo,2014,9,27,Gol,0,0,Villarreal,La Liga (Espanha),Real Madrid,0-2,Vitória
Cristiano Ronaldo,2014,9,23,Gol,0,0,Elche,La Liga (Espanha),Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,9,23,Gol,0,0,Elche,La Liga (Espanha),Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,9,23,Gol,0,0,Elche,La Liga (Espanha),Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,9,23,Gol,0,0,Elche,La Liga (Espanha),Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,9,20,Gol,0,0,Deportivo,La Liga (Espanha),Real Madrid,2-8,Vitória
Cristiano Ronaldo,2014,9,20,Gol,0,0,Deportivo,La Liga (Espanha),Real Madrid,2-8,Vitória
Cristiano Ronaldo,2014,9,20,Gol,0,0,Deportivo,La Liga (Espanha),Real Madrid,2-8,Vitória
Cristiano Ronaldo,2014,9,16,Gol,0,0,FC Basel,Champions League,Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,9,16,Assistência,0,0,FC Basel,Champions League,Real Madrid,5-1,Vitória
Cristiano Ronaldo,2014,9,13,Gol,0,0,Atlético de Madrid,La Liga (Espanha),Real Madrid,1-2,Derrota
Cristiano Ronaldo,2014,8,25,Gol,0,0,Córdoba,La Liga (Espanha),Real Madrid,2-0,Vitória
Cristiano Ronaldo,2014,8,22,Cartão Amarelo,1,0,Atlético de Madrid,Supercopa da Espanha,Real Madrid,1-0,Derrota
Cristiano Ronaldo,2014,8,19,Apenas Participação,0,0,Atlético de Madrid,Supercopa da Espanha,Real Madrid,1-1,Empate
Cristiano Ronaldo,2014,8,12,Gol,0,0,Sevilla,SCE,Real Madrid,2-0,Derrota
Cristiano Ronaldo,2014,8,12,Gol,0,0,Sevilla,SCE,Real Madrid,2-0,Derrota
Cristiano Ronaldo,2014,6,26,Gol,0,0,Gana,Copa do Mundo,Portugal,2-1,Vitória
Cristiano Ronaldo,2014,6,22,Assistência,0,0,Estados Unidos,Copa do Mundo,Portugal,2-2,Empate
Cristiano Ronaldo,2014,6,16,Apenas Participação,0,0,Alemanha,Copa do Mundo,Portugal,4-0,Derrota
Cristiano Ronaldo,2014,6,10,Apenas Participação,0,0,Rep. Irlanda,Amistosos da Seleção,Portugal,5-1,Derrota
Cristiano Ronaldo,2014,5,24,Gol,1,0,Atlético de Madrid,Champions League,Real Madrid,4-1(a.p.),
Cristiano Ronaldo,2014,5,24,Assistência,1,0,Atlético de Madrid,Champions League,Real Madrid,4-1(a.p.),
Cristiano Ronaldo,2014,5,24,Cartão Amarelo,1,0,Atlético de Madrid,Champions League,Real Madrid,4-1(a.p.),
Cristiano Ronaldo,2014,5,7,Apenas Participação,0,0,Valladolid,La Liga (Espanha),Real Madrid,1-1,Empate
Cristiano Ronaldo,2014,5,4,Gol,0,0,Valencia,La Liga (Espanha),Real Madrid,2-2,Empate
Cristiano Ronaldo,2014,5,4,Assistência,0,0,Valencia,La Liga (Espanha),Real Madrid,2-2,Empate
Cristiano Ronaldo,2014,4,29,Gol,0,0,Bayern München,Champions League,Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,4,29,Gol,0,0,Bayern München,Champions League,Real Madrid,0-4,Vitória
Cristiano Ronaldo,2014,4,26,Gol,0,0,Osasuna,La Liga (Espanha),Real Madrid,4-0,Vitória
Cristiano Ronaldo,2014,4,26,Gol,0,0,Osasuna,La Liga (Espanha),Real Madrid,4-0,Vitória
Cristiano Ronaldo,2014,4,23,Apenas Participação,0,0,Bayern München,Champions League,Real Madrid,1-0,Vitória
Cristiano Ronaldo,2014,4,8,Apenas Participação,0,0,Borussia Dortmund,Champions League,Real Madrid,2-0,Derrota
Cristiano Ronaldo,2014,4,2,Gol,0,0,Borussia Dortmund,Champions League,Real Madrid,3-0,Vitória
Cristiano Ronaldo,2014,3,29,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Real Madrid,5-0,Vitória
Cristiano Ronaldo,2014,3,29,Assistência,0,0,Rayo Vallecano,La Liga (Espanha),Real Madrid,5-0,Vitória
Cristiano Ronaldo,2014,3,26,Gol,0,0,Sevilla,La Liga (Espanha),Real Madrid,2-1,Derrota
Cristiano Ronaldo,2014,3,23,Gol,1,0,Barcelona,La Liga (Espanha),Real Madrid,3-4,Derrota
Cristiano Ronaldo,2014,3,23,Cartão Amarelo,1,0,Barcelona,La Liga (Espanha),Real Madrid,3-4,Derrota
Cristiano Ronaldo,2014,3,18,Gol,0,0,Schalke 04,Champions League,Real Madrid,3-1,Vitória
Cristiano Ronaldo,2014,3,18,Gol,0,0,Schalke 04,Champions League,Real Madrid,3-1,Vitória
Cristiano Ronaldo,2014,3,15,Gol,0,0,Málaga,La Liga (Espanha),Real Madrid,0-1,Vitória
Cristiano Ronaldo,2014,3,9,Gol,0,0,Levante,La Liga (Espanha),Real Madrid,3-0,Vitória
Cristiano Ronaldo,2014,3,9,Assistência,0,0,Levante,La Liga (Espanha),Real Madrid,3-0,Vitória
Cristiano Ronaldo,2014,3,5,Gol,0,0,Camarões,Amistosos da Seleção,Portugal,5-1,Vitória
