AIS;DATA;HORA;MUNICÍPIO;VÍTIMA GÊNERO;VÍTIMA IDADE
AIS 14;2018-03-01;15:00:00;Camocim;Feminino;11
AIS 07;2018-03-02;08:00:00;Fortaleza;Feminino;14
AIS 12;2018-03-02;10:30:00;Maracanaú;Feminino;15
AIS 03;2018-03-03;16:00:00;Fortaleza;Feminino;6
AIS 19;2018-03-04;09:00:00;Juazeiro do Norte;Feminino;13
AIS 14;2018-03-05;10:00:00;Coreaú;Feminino;11
AIS 17;2018-03-05;19:00:00;Morrinhos;Feminino;13
AIS 13;2018-03-06;00:00:00;Aquiraz;Feminino;17
AIS 14;2018-03-06;20:00:00;Guaraciaba do Norte;Feminino;9
AIS 12;2018-03-07;07:00:00;Maracanaú;Feminino;11
AIS 15;2018-03-07;08:00:00;Canindé;Feminino;14
AIS 14;2018-03-07;10:00:00;Frecheirinha;Feminino;13
AIS 08;2018-03-07;11:00:00;Fortaleza;Feminino;5
AIS 21;2018-03-08;11:40:00;Acopiara;Feminino;3
AIS 03;2018-03-08;20:00:00;Fortaleza;Feminino;1
AIS 05;2018-03-09;03:30:00;Fortaleza;Feminino;13
AIS 15;2018-03-10;00:03:00;Canindé;Feminino;17
AIS 16;2018-03-11;12:00:00;Nova Russas;Feminino;11
AIS 12;2018-03-11;15:30:00;Maracanaú;Feminino;9
AIS 04;2018-03-12;08:00:00;Fortaleza;Feminino;14
AIS 07;2018-03-12;08:30:00;Fortaleza;Feminino;15
AIS 15;2018-03-12;09:00:00;Redenção;Feminino;11
AIS 15;2018-03-12;10:00:00;Canindé;Feminino;13
AIS 17;2018-03-12;12:30:00;Umirim;Feminino;12
AIS 01;2018-03-12;17:00:00;Fortaleza;Feminino;5
AIS 07;2018-03-12;18:30:00;Fortaleza;Feminino;13
AIS 15;2018-03-13;09:30:00;Aratuba;Feminino;12
AIS 05;2018-03-13;17:00:00;Fortaleza;Feminino;5
AIS 20;2018-03-15;08:00:00;Ibaretama;Feminino;10
AIS 20;2018-03-15;08:00:00;Ibaretama;Feminino;9
AIS 20;2018-03-15;08:40:00;Quixadá;Feminino;13
AIS 13;2018-03-15;22:30:00;Cascavel;Feminino;13
AIS 19;2018-03-16;15:15:00;Nova Olinda;Masculino;13
AIS 03;2018-03-17;08:00:00;Fortaleza;Masculino;1
AIS 18;2018-03-19;02:00:00;Icapuí;Feminino;9
AIS Não Identificada (Fortaleza);2018-03-19;14:00:00;Fortaleza;Feminino;13
AIS 14;2018-03-19;16:00:00;Massapê;Feminino;14
AIS 02;2018-03-19;21:30:00;Fortaleza;Feminino;3
AIS 14;2018-03-20;13:00:00;Sobral;Feminino;13
AIS 19;2018-03-20;15:00:00;Juazeiro do Norte;Feminino;2
AIS 11;2018-03-20;19:00:00;Caucaia;Feminino;8
AIS 24;2018-03-21;01:40:00;Maranguape;Feminino;17
AIS 11;2018-03-21;09:00:00;Caucaia;Feminino;17
AIS 23;2018-03-21;10:49:00;Paracuru;Feminino;15
AIS 02;2018-03-21;17:00:00;Fortaleza;Feminino;1
AIS 11;2018-03-22;08:00:00;Caucaia;Feminino;9
AIS 06;2018-03-22;09:00:00;Fortaleza;Feminino;3
AIS 15;2018-03-22;10:00:00;Boa Viagem;Feminino;13
AIS 18;2018-03-22;11:30:00;Aracati;Feminino;12
AIS 17;2018-03-22;20:00:00;Itapipoca;Feminino;14
AIS 16;2018-03-23;08:00:00;Ipaporanga;Feminino;13
AIS 15;2018-03-23;08:40:00;Canindé;Feminino;15
AIS 13;2018-03-23;18:00:00;Cascavel;Masculino;11
AIS 16;2018-03-23;20:40:00;Tamboril;Masculino;3
AIS 14;2018-03-24;17:00:00;Sobral;Masculino;2
AIS 20;2018-03-25;17:30:00;Morada Nova;Feminino;7
AIS 02;2018-03-25;19:00:00;Fortaleza;Feminino;9
AIS 02;2018-03-25;19:00:00;Fortaleza;Feminino;11
AIS 11;2018-03-26;08:30:00;Caucaia;Masculino;5
AIS 09;2018-03-26;11:30:00;Fortaleza;Feminino;13
AIS 15;2018-03-26;13:00:00;Canindé;Feminino;8
AIS 11;2018-03-26;16:00:00;Caucaia;Feminino;2
AIS 07;2018-03-26;18:00:00;Fortaleza;Masculino;11
AIS 14;2018-03-27;08:00:00;Pacujá;Feminino;7
AIS 21;2018-03-27;21:00:00;Baixio;Masculino;8
AIS 21;2018-03-27;21:30:00;Baixio;Masculino;8
AIS 19;2018-03-28;12:30:00;Altaneira;Feminino;8
AIS 18;2018-03-29;18:00:00;Fortim;Feminino;3
AIS 12;2018-03-29;19:50:00;Maracanaú;Feminino;13
AIS 14;2018-03-30;11:00:00;Tianguá;Feminino;5
AIS 04;2018-04-01;18:00:00;Fortaleza;Masculino;2
AIS 01;2018-04-01;21:00:00;Fortaleza;Feminino;13
AIS 12;2018-04-02;06:45:00;Maracanaú;Feminino;13
AIS 19;2018-04-02;12:00:00;Crato;Feminino;17
AIS 18;2018-04-03;08:00:00;Limoeiro do Norte;Feminino;4
AIS 20;2018-04-03;10:00:00;Quixadá;Feminino;14
AIS 17;2018-04-03;16:30:00;Miraíma;Feminino;11
AIS 14;2018-04-04;09:00:00;Cariré;Feminino;14
AIS 22;2018-04-04;17:30:00;Tauá;Feminino;13
AIS 12;2018-04-05;10:00:00;Maracanaú;Masculino;11
AIS 12;2018-04-05;10:00:00;Maracanaú;Masculino;15
AIS 22;2018-04-05;10:00:00;Tauá;Feminino;11
AIS 08;2018-04-05;10:48:00;Fortaleza;Masculino;5
AIS 08;2018-04-05;10:48:00;Fortaleza;Masculino;12
AIS 19;2018-04-05;14:00:00;Juazeiro do Norte;Feminino;5
AIS Não Identificada (Fortaleza);2018-04-05;20:00:00;Fortaleza;Masculino;7
AIS 23;2018-04-05;20:00:00;Paracuru;Feminino;6
AIS 19;2018-04-06;08:00:00;Assaré;Feminino;14
AIS 19;2018-04-06;08:00:00;Assaré;Feminino;9
AIS 17;2018-04-06;10:00:00;Itapajé;Feminino;6
AIS 17;2018-04-06;10:00:00;Itapajé;Feminino;12
AIS 15;2018-04-06;12:00:00;Redenção;Feminino;7
AIS 10;2018-04-06;13:00:00;Fortaleza;Feminino;11
AIS 15;2018-04-06;15:00:00;Caridade;Feminino;9
AIS 25;2018-04-07;12:00:00;Horizonte;Feminino;14
AIS 19;2018-04-07;14:30:00;Juazeiro do Norte;Feminino;9
AIS 22;2018-04-08;10:00:00;Mombaça;Feminino;7
AIS 22;2018-04-08;10:00:00;Mombaça;Feminino;10
AIS 12;2018-04-08;16:00:00;Maracanaú;Feminino;12
AIS 14;2018-04-08;16:00:00;Tianguá;Feminino;13
AIS 18;2018-04-09;10:00:00;Itaiçaba;Feminino;11
AIS 07;2018-04-09;12:40:00;Fortaleza;Feminino;12
AIS 21;2018-04-09;13:00:00;Cedro;Masculino;15
AIS 15;2018-04-10;08:00:00;Canindé;Feminino;10
AIS 03;2018-04-11;12:00:00;Fortaleza;Feminino;13
AIS 09;2018-04-11;19:00:00;Fortaleza;Feminino;3
AIS 08;2018-04-12;00:00:00;Fortaleza;Feminino;3
AIS 18;2018-04-12;10:00:00;Aracati;Feminino;4
AIS 17;2018-04-12;15:00:00;Itapipoca;Feminino;10
AIS 14;2018-04-13;01:00:00;Sobral;Feminino;12
AIS 04;2018-04-13;08:00:00;Fortaleza;Feminino;12
AIS 14;2018-04-13;08:00:00;Ubajara;Feminino;5
AIS 20;2018-04-13;09:00:00;Quixadá;Feminino;1
AIS 05;2018-04-13;10:00:00;Fortaleza;Feminino;12
AIS 23;2018-04-13;20:40:00;Paracuru;Feminino;4
AIS 12;2018-04-14;14:00:00;Maracanaú;Feminino;4
AIS 05;2018-04-16;08:00:00;Fortaleza;Feminino;15
AIS 04;2018-04-16;12:00:00;Fortaleza;Feminino;10
AIS 22;2018-04-16;17:30:00;Tauá;Masculino;3
AIS 25;2018-04-17;08:00:00;Horizonte;Feminino;13
AIS 17;2018-04-17;09:00:00;Tururu;Feminino;9
AIS 25;2018-04-18;08:00:00;Horizonte;Feminino;12
AIS 20;2018-04-18;08:00:00;Choró;Feminino;12
AIS 14;2018-04-18;09:00:00;Sobral;Masculino;0
AIS 14;2018-04-18;11:00:00;Tianguá;Feminino;15
AIS 18;2018-04-18;15:30:00;Limoeiro do Norte;Feminino;12
AIS 06;2018-04-19;16:00:00;Fortaleza;Masculino;8
AIS 19;2018-04-20;00:00:00;Barbalha;Feminino;13
AIS 08;2018-04-20;09:00:00;Fortaleza;Feminino;13
AIS 14;2018-04-21;19:00:00;Uruoca;Feminino;11
AIS 23;2018-04-21;22:03:00;São Gonçalo do Amarante;Feminino;12
AIS 20;2018-04-21;23:00:00;Pedra Branca;Feminino;13
AIS 16;2018-04-22;09:00:00;Varjota;Feminino;6
AIS Não Identificada (Fortaleza);2018-04-22;11:30:00;Fortaleza;Feminino;5
AIS 03;2018-04-22;21:00:00;Fortaleza;Feminino;12
AIS 18;2018-04-23;00:00:00;Limoeiro do Norte;Feminino;13
AIS 24;2018-04-23;02:00:00;Maranguape;Feminino;12
AIS 21;2018-04-23;14:00:00;Granjeiro;Feminino;11
AIS 07;2018-04-23;18:00:00;Fortaleza;Feminino;3
AIS 18;2018-04-24;10:55:00;Fortim;Feminino;12
AIS 15;2018-04-26;13:00:00;Itapiúna;Feminino;10
AIS 02;2018-04-26;21:00:00;Fortaleza;Feminino;2
AIS 17;2018-04-27;12:00:00;Acaraú;Feminino;12
AIS 01;2018-04-27;14:00:00;Fortaleza;Feminino;4
AIS 14;2018-04-27;16:00:00;São Benedito;Feminino;10
AIS 08;2018-04-29;00:00:00;Fortaleza;Masculino;13
AIS 17;2018-04-29;02:00:00;Acaraú;Feminino;9
AIS 09;2018-04-29;10:00:00;Fortaleza;Masculino;3
AIS 17;2018-04-30;07:30:00;Itapajé;Feminino;3
AIS 01;2018-04-30;13:40:00;Fortaleza;Feminino;12
AIS 19;2018-04-30;15:00:00;Juazeiro do Norte;Feminino;8
AIS 05;2018-05-01;11:00:00;Fortaleza;Feminino;9
AIS 19;2018-05-02;00:00:00;Assaré;Feminino;13
AIS 06;2018-05-02;15:00:00;Fortaleza;Feminino;10
AIS 17;2018-05-03;06:50:00;Itapipoca;Feminino;15
AIS 11;2018-05-03;15:00:00;Caucaia;Feminino;13
AIS 11;2018-05-03;15:00:00;Caucaia;Feminino;13
AIS 06;2018-05-03;15:20:00;Fortaleza;Masculino;13
AIS 19;2018-05-03;16:00:00;Juazeiro do Norte;Feminino;5
AIS 19;2018-05-03;17:00:00;Juazeiro do Norte;Feminino;10
AIS 14;2018-05-03;17:00:00;Tianguá;Masculino;12
AIS 14;2018-05-04;09:20:00;Sobral;Feminino;12
AIS 21;2018-05-04;14:30:00;Cariús;Feminino;12
AIS Não Identificada (Fortaleza);2018-05-04;18:40:00;Fortaleza;Feminino;13
AIS 14;2018-05-04;19:00:00;Santana do Acaraú;Feminino;11
AIS 11;2018-05-04;20:00:00;Caucaia;Masculino;9
AIS 23;2018-05-05;13:00:00;Trairi;Masculino;3
AIS 19;2018-05-05;17:30:00;Crato;Feminino;1
AIS 11;2018-05-06;15:00:00;Caucaia;Feminino;7
AIS 08;2018-05-06;15:00:00;Fortaleza;Feminino;9
AIS 06;2018-05-06;17:00:00;Fortaleza;Masculino;10
AIS 11;2018-05-06;21:00:00;Caucaia;Feminino;6
AIS 05;2018-05-06;21:45:00;Fortaleza;Feminino;14
AIS 17;2018-05-07;10:00:00;Itarema;Feminino;12
AIS 17;2018-05-07;12:00:00;Acaraú;Feminino;12
AIS 17;2018-05-07;12:00:00;Acaraú;Masculino;11
AIS 19;2018-05-07;15:00:00;Missão Velha;Masculino;9
AIS 18;2018-05-07;16:00:00;Russas;Feminino;16
AIS 20;2018-05-07;22:00:00;Quixeramobim;Masculino;13
AIS 18;2018-05-08;08:00:00;Russas;Feminino;12
AIS 14;2018-05-08;18:30:00;Massapê;Feminino;3
AIS 17;2018-05-09;08:00:00;Amontada;Feminino;12
AIS 17;2018-05-09;08:30:00;Acaraú;Feminino;12
AIS 17;2018-05-09;22:30:00;Itarema;Masculino;9
AIS 04;2018-05-10;08:00:00;Fortaleza;Feminino;13
AIS 16;2018-05-10;11:00:00;Crateús;Feminino;12
AIS 19;2018-05-10;11:30:00;Barbalha;Feminino;4
AIS 25;2018-05-11;10:00:00;Itaitinga;Feminino;5
AIS 14;2018-05-11;10:00:00;Ibiapina;Feminino;11
AIS 22;2018-05-11;22:00:00;Catarina;Feminino;12
AIS 18;2018-05-12;09:00:00;Aracati;Feminino;10
AIS 19;2018-05-12;19:00:00;Assaré;Feminino;12
AIS 08;2018-05-13;17:00:00;Fortaleza;Feminino;6
AIS 14;2018-05-13;17:00:00;Viçosa do Ceará;Masculino;5
AIS 20;2018-05-13;19:00:00;Senador Pompeu;Feminino;8
AIS 05;2018-05-14;05:00:00;Fortaleza;Feminino;10
AIS 16;2018-05-14;08:00:00;Tamboril;Feminino;12
AIS 15;2018-05-14;10:00:00;Aracoiaba;Feminino;13
AIS 14;2018-05-14;10:00:00;Tianguá;Feminino;3
AIS 20;2018-05-14;10:40:00;Quixadá;Feminino;11
AIS 18;2018-05-14;12:00:00;Alto Santo;Feminino;12
AIS 19;2018-05-14;16:00:00;Juazeiro do Norte;Feminino;2
AIS 17;2018-05-14;19:30:00;Tururu;Feminino;15
AIS 22;2018-05-15;08:00:00;Tauá;Feminino;11
AIS 17;2018-05-15;12:00:00;Amontada;Feminino;3
AIS 21;2018-05-15;14:00:00;Várzea Alegre;Feminino;11
AIS 16;2018-05-15;20:00:00;Crateús;Feminino;6
AIS 18;2018-05-16;00:00:00;Potiretama;Masculino;16
AIS 18;2018-05-16;00:00:00;Potiretama;Masculino;11
AIS 23;2018-05-16;23:00:00;Paracuru;Feminino;11
AIS 03;2018-05-17;06:00:00;Fortaleza;Feminino;17
AIS 03;2018-05-17;06:00:00;Fortaleza;Feminino;15
AIS 19;2018-05-17;11:24:00;Barro;Feminino;13
AIS 15;2018-05-17;12:50:00;Itatira;Feminino;8
AIS 18;2018-05-17;17:00:00;São João do Jaguaribe;Feminino;13
AIS 17;2018-05-17;19:00:00;Itapipoca;Feminino;9
AIS 14;2018-05-18;09:30:00;Santana do Acaraú;Masculino;7
AIS 19;2018-05-18;13:30:00;Barro;Feminino;13
AIS 17;2018-05-18;17:00:00;Tururu;Feminino;2
AIS 05;2018-05-20;06:30:00;Fortaleza;Masculino;9
AIS 02;2018-05-20;08:30:00;Fortaleza;Feminino;4
AIS 02;2018-05-20;12:30:00;Fortaleza;Feminino;1
AIS 19;2018-05-20;18:30:00;Assaré;Feminino;10
AIS 09;2018-05-21;10:17:00;Fortaleza;Feminino;3
AIS 17;2018-05-21;15:00:00;Tururu;Masculino;4
AIS 18;2018-05-21;16:00:00;Russas;Feminino;12
AIS 19;2018-05-21;17:20:00;Missão Velha;Feminino;3
AIS 09;2018-05-22;07:00:00;Fortaleza;Feminino;9
AIS 17;2018-05-22;09:30:00;Acaraú;Feminino;16
AIS 17;2018-05-22;09:30:00;Acaraú;Feminino;14
AIS 22;2018-05-22;17:00:00;Piquet Carneiro;Masculino;6
AIS 22;2018-05-22;17:00:00;Piquet Carneiro;Feminino;3
AIS 22;2018-05-22;17:00:00;Piquet Carneiro;Feminino;9
AIS 03;2018-05-22;18:30:00;Fortaleza;Feminino;14
AIS 03;2018-05-22;18:30:00;Fortaleza;Feminino;13
AIS 03;2018-05-22;18:30:00;Fortaleza;Feminino;13
AIS 11;2018-05-22;18:30:00;Caucaia;Feminino;7
AIS 18;2018-05-23;12:00:00;Limoeiro do Norte;Masculino;10
AIS 18;2018-05-23;12:00:00;Limoeiro do Norte;Masculino;11
AIS 14;2018-05-24;10:00:00;Guaraciaba do Norte;Feminino;13
AIS 05;2018-05-24;21:00:00;Fortaleza;Feminino;12
AIS 03;2018-05-25;00:00:00;Fortaleza;Feminino;13
AIS 17;2018-05-26;01:00:00;Amontada;Masculino;12
AIS 01;2018-05-26;02:00:00;Fortaleza;Feminino;11
AIS 19;2018-05-26;12:30:00;Mauriti;Feminino;3
AIS 21;2018-05-26;22:00:00;Várzea Alegre;Feminino;12
AIS 20;2018-05-27;19:00:00;Senador Pompeu;Feminino;6
AIS 16;2018-05-28;10:15:00;Crateús;Feminino;3
AIS 20;2018-05-28;10:30:00;Banabuiú;Feminino;12
AIS 09;2018-05-28;21:40:00;Fortaleza;Feminino;11
AIS 12;2018-05-29;09:00:00;Maracanaú;Feminino;2
AIS 03;2018-05-29;10:00:00;Fortaleza;Feminino;10
AIS 14;2018-05-29;17:00:00;Cariré;Masculino;15
AIS 11;2018-05-29;20:00:00;Caucaia;Feminino;12
AIS 16;2018-05-29;20:00:00;Hidrolândia;Feminino;13
AIS 17;2018-05-29;22:00:00;Itapajé;Masculino;6
AIS 20;2018-05-29;22:00:00;Quixadá;Feminino;12
AIS 03;2018-05-30;12:00:00;Fortaleza;Feminino;5
AIS 15;2018-05-30;13:36:00;Boa Viagem;Feminino;1
AIS 02;2018-05-30;17:00:00;Fortaleza;Feminino;10
AIS 17;2018-05-30;19:30:00;Irauçuba;Feminino;13
AIS 17;2018-05-30;19:30:00;Irauçuba;Feminino;13
AIS 17;2018-06-01;00:00:00;Itapajé;Feminino;15
AIS 17;2018-06-01;00:00:00;Itapajé;Masculino;7
AIS 17;2018-06-01;00:00:00;Itapajé;Masculino;7
AIS 17;2018-06-01;00:00:00;Itapajé;Masculino;7
AIS 17;2018-06-01;00:00:00;Itapajé;Masculino;10
AIS 17;2018-06-01;00:00:00;Itapajé;Masculino;7
AIS 06;2018-06-01;17:30:00;Fortaleza;Feminino;13
AIS 14;2018-06-02;00:00:00;Forquilha;Feminino;11
AIS 14;2018-06-02;07:00:00;Sobral;Masculino;2
AIS 23;2018-06-02;19:30:00;Trairi;Feminino;9
AIS 23;2018-06-02;19:30:00;Trairi;Feminino;13
AIS 19;2018-06-02;22:25:00;Juazeiro do Norte;Feminino;11
AIS 01;2018-06-03;11:00:00;Fortaleza;Feminino;5
AIS 06;2018-06-03;19:00:00;Fortaleza;Feminino;6
AIS 07;2018-06-04;08:00:00;Fortaleza;Feminino;9
AIS 17;2018-06-04;10:40:00;Marco;Feminino;13
AIS 15;2018-06-04;12:00:00;Boa Viagem;Feminino;6
AIS 19;2018-06-05;08:00:00;Farias Brito;Feminino;12
AIS 19;2018-06-05;08:00:00;Farias Brito;Masculino;14
AIS 14;2018-06-05;09:30:00;Ubajara;Masculino;9
AIS 24;2018-06-05;11:00:00;Maranguape;Feminino;4
AIS 25;2018-06-05;12:00:00;Pacajus;Feminino;3
AIS 11;2018-06-05;18:00:00;Caucaia;Feminino;14
AIS 12;2018-06-05;20:00:00;Maracanaú;Feminino;14
AIS 24;2018-06-05;23:00:00;Pacatuba;Feminino;13
AIS 09;2018-06-06;08:00:00;Fortaleza;Feminino;5
AIS 03;2018-06-06;10:00:00;Fortaleza;Feminino;0
AIS 12;2018-06-06;11:00:00;Maracanaú;Feminino;11
AIS 17;2018-06-06;17:00:00;Morrinhos;Feminino;11
AIS 09;2018-06-06;17:23:00;Fortaleza;Feminino;1
AIS 21;2018-06-07;09:00:00;Ipaumirim;Feminino;8
AIS 19;2018-06-07;10:00:00;Assaré;Feminino;14
AIS 17;2018-06-07;10:30:00;Acaraú;Feminino;13
AIS 17;2018-06-07;10:30:00;Acaraú;Feminino;13
AIS 16;2018-06-07;16:25:00;Nova Russas;Feminino;12
AIS 24;2018-06-07;23:00:00;Maranguape;Feminino;14
AIS 17;2018-06-08;10:00:00;Itapipoca;Feminino;12
AIS 24;2018-06-08;10:00:00;Pacatuba;Feminino;13
AIS 14;2018-06-08;14:30:00;Sobral;Feminino;12
AIS 01;2018-06-09;10:00:00;Fortaleza;Feminino;4
AIS 11;2018-06-10;14:20:00;Caucaia;Feminino;13
AIS 08;2018-06-10;17:30:00;Fortaleza;Feminino;2
AIS 12;2018-06-10;19:00:00;Maracanaú;Feminino;12
AIS 17;2018-06-10;21:30:00;Itapipoca;Masculino;12
AIS 22;2018-06-11;10:00:00;Mombaça;Feminino;12
AIS 19;2018-06-11;11:00:00;Caririaçu;Feminino;12
AIS 21;2018-06-11;11:40:00;Icó;Masculino;12
AIS 09;2018-06-11;14:00:00;Fortaleza;Feminino;9
AIS 15;2018-06-11;15:00:00;Itatira;Masculino;3
AIS 06;2018-06-11;20:00:00;Fortaleza;Feminino;13
AIS 14;2018-06-11;20:00:00;Sobral;Masculino;12
AIS 12;2018-06-12;08:00:00;Maracanaú;Feminino;12
AIS 19;2018-06-12;09:00:00;Milagres;Feminino;9
AIS 19;2018-06-12;09:00:00;Assaré;Feminino;12
AIS 09;2018-06-12;12:00:00;Fortaleza;Masculino;9
AIS 01;2018-06-13;08:00:00;Fortaleza;Feminino;2
AIS 16;2018-06-13;11:00:00;Santa Quitéria;Feminino;12
AIS 11;2018-06-14;10:00:00;Caucaia;Feminino;7
AIS 17;2018-06-14;17:00:00;Irauçuba;Feminino;16
AIS 11;2018-06-15;08:00:00;Caucaia;Feminino;7
AIS 14;2018-06-15;08:00:00;Sobral;Masculino;8
AIS 03;2018-06-15;17:00:00;Fortaleza;Feminino;4
AIS 19;2018-06-15;17:00:00;Barbalha;Feminino;14
AIS 03;2018-06-15;17:00:00;Fortaleza;Masculino;1
AIS 16;2018-06-15;20:00:00;Crateús;Feminino;10
AIS 03;2018-06-16;08:00:00;Fortaleza;Masculino;6
AIS 18;2018-06-16;12:00:00;Fortim;Masculino;11
AIS 18;2018-06-16;12:00:00;Fortim;Masculino;15
AIS 02;2018-06-16;20:00:00;Fortaleza;Feminino;13
AIS 11;2018-06-17;15:00:00;Caucaia;Feminino;17
AIS 11;2018-06-17;15:00:00;Caucaia;Feminino;11
AIS 14;2018-06-17;15:00:00;Tianguá;Feminino;8
AIS 11;2018-06-17;15:00:00;Caucaia;Feminino;10
AIS 11;2018-06-17;15:00:00;Caucaia;Feminino;17
AIS 11;2018-06-17;15:00:00;Caucaia;Feminino;15
AIS 17;2018-06-17;20:00:00;Bela Cruz;Feminino;12
AIS 02;2018-06-17;22:00:00;Fortaleza;Feminino;4
AIS 06;2018-06-18;08:00:00;Fortaleza;Feminino;2
AIS 19;2018-06-18;10:00:00;Araripe;Feminino;16
AIS 08;2018-06-19;11:00:00;Fortaleza;Masculino;3
AIS 06;2018-06-19;15:00:00;Fortaleza;Masculino;16
AIS 06;2018-06-19;18:00:00;Fortaleza;Masculino;2
AIS 10;2018-06-19;23:40:00;Fortaleza;Masculino;13
AIS Não Identificada (Fortaleza);2018-06-20;08:00:00;Fortaleza;Feminino;4
AIS 15;2018-06-20;09:00:00;Aracoiaba;Feminino;12
AIS 01;2018-06-20;11:00:00;Fortaleza;Feminino;11
AIS 24;2018-06-20;17:00:00;Maranguape;Feminino;8
AIS 20;2018-06-21;09:00:00;Quixadá;Feminino;12
AIS 20;2018-06-21;09:00:00;Quixadá;Feminino;10
AIS 14;2018-06-21;15:00:00;Ubajara;Feminino;14
AIS 15;2018-06-22;15:45:00;Pacoti;Feminino;17
AIS 18;2018-06-22;20:00:00;Limoeiro do Norte;Feminino;13
AIS 16;2018-06-22;20:40:00;Novo Oriente;Masculino;7
AIS 09;2018-06-23;10:00:00;Fortaleza;Masculino;8
AIS 15;2018-06-23;19:30:00;Aracoiaba;Feminino;4
AIS 19;2018-06-23;20:00:00;Mauriti;Feminino;5
AIS 14;2018-06-24;10:30:00;Camocim;Feminino;13
AIS 19;2018-06-24;12:07:22;Mauriti;Feminino;11
AIS 14;2018-06-24;15:00:00;Senador Sá;Feminino;13
AIS 19;2018-06-24;22:52:00;Juazeiro do Norte;Feminino;13
AIS 24;2018-06-25;00:00:00;Guaiúba;Feminino;12
AIS 14;2018-06-25;09:30:00;Ubajara;Feminino;14
AIS 14;2018-06-25;14:00:00;Ibiapina;Feminino;13
AIS 20;2018-06-26;09:00:00;Quixeramobim;Feminino;10
AIS 20;2018-06-26;09:00:00;Pedra Branca;Feminino;11
AIS 20;2018-06-26;10:00:00;Choró;Feminino;12
AIS 24;2018-06-26;19:00:00;Pacatuba;Feminino;13
AIS 18;2018-06-27;10:00:00;Russas;Feminino;8
AIS 22;2018-06-27;23:00:00;Piquet Carneiro;Feminino;13
AIS 24;2018-06-28;11:00:00;Pacatuba;Feminino;15
AIS 15;2018-06-28;14:30:00;Canindé;Feminino;11
AIS 24;2018-06-28;18:30:00;Maranguape;Feminino;4
AIS 09;2018-06-28;20:40:00;Fortaleza;Feminino;14
AIS 17;2018-06-29;03:00:00;Marco;Feminino;13
AIS 24;2018-06-29;15:00:00;Maranguape;Feminino;9
AIS 17;2018-06-30;08:00:00;Itapipoca;Feminino;11
AIS 24;2018-06-30;10:00:00;Pacatuba;Feminino;2
AIS 13;2018-07-01;01:30:00;Aquiraz;Feminino;16
AIS 11;2018-07-01;06:00:00;Caucaia;Feminino;13
AIS 06;2018-07-01;08:00:00;Fortaleza;Feminino;15
AIS 21;2018-07-01;09:30:00;Jucás;Masculino;8
AIS 11;2018-07-01;18:00:00;Caucaia;Feminino;10
AIS 21;2018-07-01;19:00:00;Várzea Alegre;Feminino;7
AIS 20;2018-07-02;00:50:00;Quixadá;Feminino;6
AIS 16;2018-07-02;09:00:00;Poranga;Feminino;10
AIS 20;2018-07-02;14:00:00;Quixadá;Masculino;7
AIS 16;2018-07-02;15:00:00;Varjota;Feminino;2
AIS 16;2018-07-03;03:00:00;Independência;Feminino;3
AIS 15;2018-07-03;16:00:00;Aracoiaba;Feminino;13
AIS 18;2018-07-03;18:00:00;Jaguaribe;Feminino;5
AIS 08;2018-07-03;22:00:00;Fortaleza;Feminino;16
AIS 24;2018-07-03;22:00:00;Pacatuba;Masculino;12
AIS 06;2018-07-04;19:00:00;Fortaleza;Feminino;6
AIS 06;2018-07-05;07:00:00;Fortaleza;Feminino;6
AIS 06;2018-07-05;13:00:00;Fortaleza;Feminino;13
AIS 07;2018-07-05;14:00:00;Fortaleza;Feminino;9
AIS 22;2018-07-05;17:10:00;Tauá;Feminino;7
AIS 05;2018-07-06;08:00:00;Fortaleza;Feminino;9
AIS 03;2018-07-07;17:00:00;Fortaleza;Feminino;3
AIS 03;2018-07-07;23:00:00;Fortaleza;Feminino;15
AIS 25;2018-07-08;11:45:00;Itaitinga;Feminino;3
AIS 18;2018-07-08;15:00:00;Jaguaribara;Masculino;7
AIS 01;2018-07-08;21:30:00;Fortaleza;Feminino;7
AIS 14;2018-07-09;08:30:00;Granja;Feminino;10
AIS 17;2018-07-09;10:00:00;Acaraú;Feminino;11
AIS Não Identificada (Fortaleza);2018-07-09;21:00:00;Fortaleza;Feminino;14
AIS 11;2018-07-10;08:00:00;Caucaia;Feminino;12
AIS 20;2018-07-10;10:00:00;Ibicuitinga;Feminino;11
AIS 12;2018-07-10;14:00:00;Maracanaú;Feminino;17
AIS 06;2018-07-10;21:00:00;Fortaleza;Masculino;7
AIS 14;2018-07-11;00:00:00;Sobral;Feminino;11
AIS 18;2018-07-11;08:00:00;Pereiro;Masculino;13
AIS 21;2018-07-11;11:00:00;Icó;Feminino;9
AIS 18;2018-07-11;11:30:00;Jaguaribara;Feminino;12
AIS 21;2018-07-11;19:00:00;Umari;Feminino;11
AIS 14;2018-07-11;19:30:00;Viçosa do Ceará;Feminino;13
AIS 12;2018-07-11;20:00:00;Maracanaú;Feminino;9
AIS 07;2018-07-11;20:00:00;Fortaleza;Feminino;12
AIS 15;2018-07-11;23:00:00;Baturité;Feminino;7
AIS 08;2018-07-12;00:00:00;Fortaleza;Feminino;10
AIS 20;2018-07-12;01:00:00;Morada Nova;Masculino;1
AIS 13;2018-07-12;10:40:00;Pindoretama;Feminino;3
AIS 14;2018-07-13;12:00:00;Sobral;Masculino;8
