AIS;DATA;HORA;MUNICÍPIO;VÍTIMA GÊNERO;VÍTIMA IDADE
AIS 16;2020-07-19;19:00:00;Tamboril;Feminino;12
AIS Não Identificada (Fortaleza);2020-07-20;08:00:00;Fortaleza;Feminino;14
AIS 21;2020-07-20;10:00:00;Jucás;Feminino;11
AIS 07;2020-07-20;17:17:00;Fortaleza;Feminino;10
AIS 08;2020-07-21;02:30:00;Fortaleza;Feminino;10
AIS 04;2020-07-21;10:00:00;Fortaleza;Feminino;6
AIS 14;2020-07-21;10:00:00;Tianguá;Feminino;9
AIS 17;2020-07-22;01:40:00;Itapipoca;Feminino;13
AIS 08;2020-07-22;10:00:00;Fortaleza;Feminino;15
AIS 17;2020-07-22;11:30:00;Itapipoca;Masculino;7
AIS 20;2020-07-22;14:00:00;Pedra Branca;Feminino;13
AIS 09;2020-07-23;09:00:00;Fortaleza;Masculino;5
AIS 09;2020-07-23;09:00:00;Fortaleza;Feminino;5
AIS 20;2020-07-24;11:00:00;Quixeramobim;Masculino;13
AIS 15;2020-07-24;12:00:00;Aracoiaba;Masculino;10
AIS 09;2020-07-24;19:00:00;Fortaleza;Feminino;12
AIS 15;2020-07-25;22:00:00;Aracoiaba;Feminino;12
AIS 20;2020-07-25;23:00:00;Banabuiú;Feminino;8
AIS 20;2020-07-25;23:00:00;Banabuiú;Feminino;12
AIS 03;2020-07-26;10:30:00;Fortaleza;Feminino;12
AIS 22;2020-07-26;11:00:00;Mombaça;Feminino;9
AIS 21;2020-07-26;16:00:00;Iguatu;Masculino;4
AIS 21;2020-07-26;16:00:00;Iguatu;Masculino;5
AIS 18;2020-07-26;21:30:00;Jaguaribara;Feminino;12
AIS 20;2020-07-27;08:00:00;Pedra Branca;Feminino;15
AIS 20;2020-07-27;09:00:00;Quixeramobim;Feminino;3
AIS 12;2020-07-27;10:00:00;Maracanaú;Feminino;13
AIS 08;2020-07-27;11:00:00;Fortaleza;Feminino;14
AIS 17;2020-07-27;11:02:39;Acaraú;Masculino;13
AIS 22;2020-07-27;12:00:00;Tauá;Feminino;10
AIS 17;2020-07-27;14:55:55;Acaraú;Feminino;13
AIS 17;2020-07-27;15:00:00;Jijoca de Jericoacoara;Feminino;11
AIS 17;2020-07-27;15:00:00;Jijoca de Jericoacoara;Feminino;9
AIS 17;2020-07-27;15:00:00;Jijoca de Jericoacoara;Feminino;12
AIS 09;2020-07-27;22:00:00;Fortaleza;Feminino;5
AIS 24;2020-07-28;08:00:00;Pacatuba;Feminino;16
AIS 08;2020-07-28;12:00:00;Fortaleza;Feminino;11
AIS 07;2020-07-28;18:30:00;Fortaleza;Masculino;6
AIS 15;2020-07-29;02:00:00;Aratuba;Feminino;2
AIS 21;2020-07-29;20:00:00;Iguatu;Feminino;3
AIS 17;2020-07-30;10:40:00;Acaraú;Feminino;11
AIS 17;2020-07-31;22:05:00;Itapipoca;Feminino;10
AIS 17;2020-08-01;09:00:00;Cruz;Masculino;3
AIS 09;2020-08-01;20:00:00;Fortaleza;Feminino;9
AIS 06;2020-08-02;08:00:00;Fortaleza;Feminino;9
AIS 06;2020-08-02;08:00:00;Fortaleza;Feminino;12
AIS 14;2020-08-02;08:00:00;Croatá;Feminino;15
AIS 15;2020-08-02;10:00:00;Canindé;Feminino;7
AIS 15;2020-08-02;12:00:00;Mulungu;Feminino;14
AIS 18;2020-08-02;12:00:00;Jaguaribe;Feminino;9
AIS 06;2020-08-02;19:00:00;Fortaleza;Masculino;4
AIS 07;2020-08-02;20:00:00;Fortaleza;Feminino;12
AIS 14;2020-08-02;20:00:00;Massapê;Feminino;13
AIS 09;2020-08-03;10:00:00;Fortaleza;Feminino;13
AIS 14;2020-08-03;10:30:00;Massapê;Feminino;11
AIS 14;2020-08-03;16:19:00;Granja;Masculino;6
AIS 25;2020-08-03;21:30:00;Itaitinga;Feminino;14
AIS 14;2020-08-04;11:00:00;Chaval;Feminino;3
AIS 02;2020-08-04;12:00:00;Fortaleza;Feminino;15
AIS 18;2020-08-04;18:00:00;Russas;Feminino;11
AIS 14;2020-08-05;09:30:00;Cariré;Feminino;12
AIS 11;2020-08-05;10:00:00;Caucaia;Feminino;13
AIS 17;2020-08-05;17:00:00;Marco;Feminino;15
AIS 19;2020-08-05;18:00:00;Barbalha;Feminino;16
AIS 18;2020-08-05;19:00:00;Beberibe;Feminino;9
AIS 18;2020-08-05;19:00:00;Beberibe;Feminino;11
AIS 07;2020-08-05;22:00:00;Fortaleza;Feminino;13
AIS 18;2020-08-06;09:00:00;Limoeiro do Norte;Feminino;17
AIS 18;2020-08-06;09:00:00;Limoeiro do Norte;Feminino;14
AIS 16;2020-08-06;09:00:00;Tamboril;Feminino;6
AIS 11;2020-08-06;11:40:00;Caucaia;Feminino;9
AIS 04;2020-08-06;15:00:00;Fortaleza;Feminino;1
AIS 23;2020-08-06;18:00:00;São Gonçalo do Amarante;Masculino;5
AIS 15;2020-08-06;19:00:00;Caridade;Feminino;13
AIS 02;2020-08-08;08:00:00;Fortaleza;Feminino;4
AIS 11;2020-08-08;08:00:00;Caucaia;Feminino;1
AIS 18;2020-08-08;10:30:00;Russas;Feminino;13
AIS 18;2020-08-08;10:30:00;Russas;Feminino;13
AIS 15;2020-08-09;20:30:00;Canindé;Feminino;9
AIS 02;2020-08-09;21:30:00;Fortaleza;Feminino;13
AIS 05;2020-08-10;07:30:00;Fortaleza;Masculino;6
AIS 16;2020-08-10;10:00:00;Santa Quitéria;Feminino;14
AIS 10;2020-08-10;13:00:00;Fortaleza;Feminino;4
AIS 14;2020-08-10;14:30:00;Graça;Feminino;10
AIS 03;2020-08-10;17:00:00;Fortaleza;Feminino;2
AIS 19;2020-08-10;19:30:00;Juazeiro do Norte;Masculino;3
AIS 02;2020-08-10;20:00:00;Fortaleza;Feminino;3
AIS 08;2020-08-11;08:00:00;Fortaleza;Feminino;12
AIS 17;2020-08-11;08:00:00;Itapipoca;Masculino;12
AIS 05;2020-08-11;08:30:00;Fortaleza;Masculino;12
AIS 23;2020-08-11;11:00:00;Paraipaba;Feminino;7
AIS 19;2020-08-11;19:00:00;Juazeiro do Norte;Masculino;8
AIS 06;2020-08-11;20:00:00;Fortaleza;Feminino;8
AIS 06;2020-08-11;20:00:00;Fortaleza;Feminino;13
AIS 05;2020-08-12;02:00:00;Fortaleza;Feminino;5
AIS 11;2020-08-12;14:00:00;Caucaia;Feminino;12
AIS 16;2020-08-12;16:00:00;Crateús;Masculino;2
AIS 16;2020-08-13;02:00:00;Tamboril;Feminino;13
AIS 23;2020-08-13;08:00:00;Paraipaba;Feminino;16
AIS 03;2020-08-13;10:00:00;Fortaleza;Feminino;12
AIS 22;2020-08-13;10:30:00;Tauá;Feminino;9
AIS 08;2020-08-13;11:30:00;Fortaleza;Masculino;3
AIS 23;2020-08-13;21:00:00;São Gonçalo do Amarante;Masculino;5
AIS 16;2020-08-14;05:00:00;Crateús;Feminino;13
AIS 16;2020-08-14;08:00:00;Poranga;Masculino;7
AIS 03;2020-08-14;19:00:00;Fortaleza;Masculino;10
AIS 17;2020-08-15;17:00:00;Itapajé;Feminino;10
AIS 13;2020-08-16;00:00:00;Pindoretama;Feminino;14
AIS 21;2020-08-16;10:00:00;Acopiara;Feminino;12
AIS 18;2020-08-16;12:00:00;Alto Santo;Feminino;4
AIS 11;2020-08-16;15:00:00;Caucaia;Feminino;11
AIS 15;2020-08-16;22:10:00;Boa Viagem;Feminino;13
AIS 17;2020-08-17;08:00:00;Tururu;Feminino;2
AIS 17;2020-08-17;10:00:00;Cruz;Feminino;10
AIS 23;2020-08-17;10:00:00;São Gonçalo do Amarante;Feminino;9
AIS 15;2020-08-17;12:15:00;Ocara;Feminino;5
AIS 09;2020-08-17;15:00:00;Fortaleza;Masculino;12
AIS 01;2020-08-17;19:00:00;Fortaleza;Feminino;10
AIS 12;2020-08-17;20:00:00;Maracanaú;Feminino;13
AIS 12;2020-08-17;20:00:00;Maracanaú;Feminino;8
AIS 07;2020-08-18;10:00:00;Fortaleza;Feminino;8
AIS 08;2020-08-19;11:00:00;Fortaleza;Feminino;8
AIS 15;2020-08-19;11:00:00;Mulungu;Feminino;14
AIS 17;2020-08-20;12:30:00;Itapipoca;Feminino;12
AIS 11;2020-08-20;17:00:00;Caucaia;Feminino;12
AIS Não Identificada (Fortaleza);2020-08-21;12:00:00;Fortaleza;Feminino;10
AIS Não Identificada (Fortaleza);2020-08-21;12:00:00;Fortaleza;Feminino;14
AIS 23;2020-08-21;15:00:00;Paracuru;Masculino;9
AIS Não Identificada (Fortaleza);2020-08-21;16:00:00;Fortaleza;Feminino;12
AIS 09;2020-08-21;22:00:00;Fortaleza;Feminino;3
AIS 09;2020-08-21;22:00:00;Fortaleza;Masculino;3
AIS 17;2020-08-22;09:00:00;Tururu;Feminino;13
AIS 17;2020-08-22;09:30:00;Morrinhos;Feminino;11
AIS 06;2020-08-22;14:00:00;Fortaleza;Feminino;4
AIS 16;2020-08-22;21:30:00;Crateús;Feminino;12
AIS 16;2020-08-22;21:30:00;Crateús;Feminino;3
AIS 05;2020-08-23;14:30:00;Fortaleza;Masculino;7
AIS 09;2020-08-24;08:00:00;Fortaleza;Feminino;3
AIS 09;2020-08-24;08:00:00;Fortaleza;Masculino;3
AIS 03;2020-08-24;09:00:00;Fortaleza;Feminino;5
AIS 19;2020-08-24;09:00:00;Barbalha;Feminino;4
AIS 22;2020-08-24;09:30:00;Tauá;Feminino;1
AIS 01;2020-08-24;10:00:00;Fortaleza;Feminino;12
AIS 03;2020-08-24;13:00:00;Fortaleza;Feminino;12
AIS 16;2020-08-24;16:00:00;Monsenhor Tabosa;Feminino;10
AIS 12;2020-08-24;19:45:00;Maracanaú;Feminino;11
AIS 12;2020-08-25;08:00:00;Maracanaú;Feminino;7
AIS 23;2020-08-25;08:00:00;Paracuru;Feminino;11
AIS 19;2020-08-25;09:00:00;Juazeiro do Norte;Feminino;12
AIS 06;2020-08-25;10:00:00;Fortaleza;Feminino;12
AIS 21;2020-08-25;10:00:00;Icó;Masculino;10
AIS 12;2020-08-25;14:00:00;Maracanaú;Feminino;12
AIS 03;2020-08-25;15:00:00;Fortaleza;Feminino;6
AIS 22;2020-08-25;15:00:00;Mombaça;Feminino;8
AIS 21;2020-08-26;15:00:00;Icó;Masculino;7
AIS 14;2020-08-27;00:40:00;Viçosa do Ceará;Feminino;12
AIS 02;2020-08-27;08:00:00;Fortaleza;Feminino;3
AIS 20;2020-08-27;10:30:00;Banabuiú;Feminino;13
AIS 20;2020-08-27;10:30:00;Banabuiú;Feminino;14
AIS 18;2020-08-27;11:00:00;Limoeiro do Norte;Feminino;13
AIS 15;2020-08-27;11:00:00;Itatira;Feminino;9
AIS 06;2020-08-27;17:00:00;Fortaleza;Feminino;3
AIS 06;2020-08-27;19:40:00;Fortaleza;Feminino;12
AIS 03;2020-08-28;15:00:00;Fortaleza;Feminino;7
AIS 24;2020-08-28;16:00:00;Pacatuba;Feminino;12
AIS 20;2020-08-28;16:00:00;Banabuiú;Feminino;5
AIS 17;2020-08-29;12:00:00;Acaraú;Feminino;9
AIS 03;2020-08-29;16:00:00;Fortaleza;Masculino;3
AIS 16;2020-08-29;18:30:00;Independência;Feminino;5
AIS Não Identificada (Fortaleza);2020-08-29;19:00:00;Fortaleza;Feminino;11
AIS 14;2020-08-30;01:00:00;Sobral;Masculino;8
AIS 18;2020-08-30;05:30:00;Alto Santo;Feminino;12
AIS 03;2020-08-30;10:00:00;Fortaleza;Feminino;3
AIS 03;2020-09-01;08:00:00;Fortaleza;Feminino;14
AIS 15;2020-09-01;12:00:00;Aratuba;Feminino;14
AIS 02;2020-09-01;21:00:00;Fortaleza;Feminino;12
AIS 03;2020-09-01;22:00:00;Fortaleza;Feminino;13
AIS 06;2020-09-02;09:00:00;Fortaleza;Feminino;6
AIS 14;2020-09-02;20:00:00;Sobral;Feminino;11
AIS 14;2020-09-02;21:00:00;Carnaubal;Feminino;2
AIS 06;2020-09-03;11:00:00;Fortaleza;Feminino;4
AIS 02;2020-09-04;08:00:00;Fortaleza;Feminino;15
AIS 05;2020-09-04;08:00:00;Fortaleza;Feminino;12
AIS 19;2020-09-04;08:00:00;Araripe;Masculino;12
AIS 14;2020-09-04;08:00:00;Uruoca;Feminino;12
AIS 23;2020-09-04;09:00:00;São Gonçalo do Amarante;Feminino;5
AIS 22;2020-09-04;10:00:00;Quiterianópolis;Feminino;14
AIS 03;2020-09-04;16:00:00;Fortaleza;Feminino;13
AIS 02;2020-09-05;10:00:00;Fortaleza;Masculino;4
AIS 21;2020-09-05;10:00:00;Várzea Alegre;Feminino;8
AIS 19;2020-09-05;18:00:00;Caririaçu;Feminino;12
AIS 17;2020-09-05;20:00:00;Umirim;Feminino;2
AIS 23;2020-09-05;20:00:00;Paracuru;Feminino;10
AIS 03;2020-09-06;02:30:00;Fortaleza;Feminino;15
AIS 14;2020-09-06;09:30:00;Sobral;Feminino;3
AIS 15;2020-09-06;15:00:00;Canindé;Masculino;3
AIS 02;2020-09-06;19:00:00;Fortaleza;Feminino;7
AIS 18;2020-09-06;19:30:00;Russas;Feminino;9
AIS 14;2020-09-07;06:00:00;Sobral;Feminino;13
AIS 17;2020-09-07;14:30:00;Miraíma;Feminino;2
AIS 14;2020-09-07;18:00:00;Alcântaras;Feminino;5
AIS 21;2020-09-07;18:00:00;Várzea Alegre;Feminino;8
AIS 21;2020-09-07;18:00:00;Várzea Alegre;Feminino;11
AIS 21;2020-09-07;18:00:00;Várzea Alegre;Feminino;14
AIS 12;2020-09-07;20:00:00;Maracanaú;Feminino;12
AIS 23;2020-09-08;08:00:00;Trairi;Feminino;12
AIS Não Identificada (Fortaleza);2020-09-08;19:00:00;Fortaleza;Feminino;11
AIS 17;2020-09-09;08:20:00;Irauçuba;Masculino;14
AIS 16;2020-09-09;09:00:00;Hidrolândia;Feminino;8
AIS 21;2020-09-09;10:00:00;Cariús;Feminino;6
AIS 18;2020-09-09;13:15:00;Beberibe;Feminino;9
AIS 12;2020-09-09;17:00:00;Maracanaú;Feminino;5
AIS 19;2020-09-09;17:00:00;Mauriti;Feminino;12
AIS 03;2020-09-09;18:00:00;Fortaleza;Feminino;2
AIS 14;2020-09-09;22:00:00;Sobral;Feminino;10
AIS 13;2020-09-10;08:30:00;Eusébio;Feminino;16
AIS 15;2020-09-10;09:00:00;Itatira;Feminino;12
AIS 11;2020-09-10;10:00:00;Caucaia;Feminino;9
AIS 14;2020-09-10;10:30:00;Camocim;Feminino;12
AIS 19;2020-09-10;12:00:00;Juazeiro do Norte;Feminino;11
AIS 14;2020-09-10;13:42:00;Forquilha;Feminino;5
AIS 24;2020-09-10;15:00:00;Maranguape;Feminino;7
AIS 17;2020-09-10;17:00:00;Uruburetama;Feminino;7
AIS 25;2020-09-11;08:00:00;Itaitinga;Feminino;11
AIS 19;2020-09-11;10:30:00;Caririaçu;Feminino;9
AIS 19;2020-09-12;13:00:00;Mauriti;Feminino;8
AIS 23;2020-09-13;00:00:00;São Luís do Curu;Feminino;5
AIS 14;2020-09-13;07:00:00;Massapê;Feminino;6
AIS 16;2020-09-13;18:30:00;Santa Quitéria;Feminino;13
AIS 14;2020-09-13;23:00:00;Massapê;Feminino;12
AIS 04;2020-09-14;10:00:00;Fortaleza;Feminino;17
AIS 17;2020-09-14;10:00:00;Cruz;Feminino;17
AIS 17;2020-09-14;10:00:00;Marco;Feminino;15
AIS 22;2020-09-14;10:00:00;Tauá;Feminino;8
AIS 16;2020-09-14;14:00:00;Independência;Feminino;12
AIS 14;2020-09-14;15:40:00;Tianguá;Masculino;13
AIS 20;2020-09-14;18:00:00;Quixeramobim;Feminino;10
AIS 23;2020-09-15;04:00:00;São Gonçalo do Amarante;Feminino;0
AIS 17;2020-09-15;09:00:00;Itapipoca;Masculino;10
AIS 05;2020-09-15;12:00:00;Fortaleza;Feminino;15
AIS 17;2020-09-15;17:00:00;Acaraú;Feminino;15
AIS 15;2020-09-16;06:30:00;Canindé;Masculino;12
AIS 18;2020-09-16;10:00:00;Aracati;Feminino;6
AIS 03;2020-09-16;12:00:00;Fortaleza;Feminino;15
AIS 05;2020-09-16;15:00:00;Fortaleza;Feminino;9
AIS 06;2020-09-16;19:00:00;Fortaleza;Feminino;9
AIS 23;2020-09-17;07:00:00;Paracuru;Feminino;1
AIS 06;2020-09-17;14:00:00;Fortaleza;Feminino;15
AIS 12;2020-09-17;15:00:00;Maracanaú;Feminino;3
AIS 14;2020-09-18;08:30:00;Tianguá;Feminino;9
AIS 22;2020-09-18;09:00:00;Tauá;Feminino;11
AIS 11;2020-09-18;10:00:00;Caucaia;Feminino;12
AIS 16;2020-09-18;12:00:00;Hidrolândia;Feminino;12
AIS 12;2020-09-18;14:00:00;Maracanaú;Feminino;6
AIS 03;2020-09-18;15:00:00;Fortaleza;Feminino;0
AIS 03;2020-09-18;16:30:00;Fortaleza;Masculino;3
AIS 06;2020-09-19;08:00:00;Fortaleza;Feminino;9
AIS 18;2020-09-19;14:00:00;Icapuí;Feminino;13
AIS 06;2020-09-19;19:00:00;Fortaleza;Feminino;7
AIS 14;2020-09-20;16:00:00;Cariré;Masculino;10
AIS 19;2020-09-20;16:30:00;Crato;Feminino;11
AIS 25;2020-09-20;22:00:00;Pacajus;Feminino;7
AIS 09;2020-09-21;10:00:00;Fortaleza;Feminino;2
AIS 09;2020-09-21;10:00:00;Fortaleza;Masculino;3
AIS 08;2020-09-21;19:00:00;Fortaleza;Feminino;2
AIS 14;2020-09-21;19:00:00;Viçosa do Ceará;Feminino;2
AIS 14;2020-09-21;22:00:00;Viçosa do Ceará;Feminino;2
AIS 17;2020-09-22;03:00:00;Apuiarés;Feminino;11
AIS 05;2020-09-22;14:00:00;Fortaleza;Feminino;10
AIS 14;2020-09-22;19:40:00;Sobral;Feminino;4
AIS 16;2020-09-23;00:00:00;Independência;Masculino;3
AIS 19;2020-09-23;10:30:00;Porteiras;Masculino;4
AIS 09;2020-09-23;16:00:00;Fortaleza;Masculino;15
AIS 14;2020-09-23;18:00:00;Guaraciaba do Norte;Feminino;15
AIS 14;2020-09-23;18:00:00;Guaraciaba do Norte;Feminino;14
AIS 05;2020-09-23;21:00:00;Fortaleza;Feminino;11
AIS 14;2020-09-24;09:00:00;Barroquinha;Feminino;12
AIS 21;2020-09-24;10:30:00;Orós;Feminino;4
AIS 04;2020-09-24;12:00:00;Fortaleza;Feminino;0
AIS 20;2020-09-24;15:00:00;Ibicuitinga;Feminino;11
AIS 25;2020-09-24;15:15:00;Pacajus;Feminino;10
AIS 13;2020-09-24;16:30:00;Cascavel;Masculino;8
AIS 03;2020-09-24;19:00:00;Fortaleza;Feminino;4
AIS 18;2020-09-25;09:00:00;Tabuleiro do Norte;Feminino;5
AIS 07;2020-09-25;14:00:00;Fortaleza;Feminino;15
AIS 07;2020-09-25;19:00:00;Fortaleza;Feminino;5
AIS 07;2020-09-25;19:00:00;Fortaleza;Feminino;4
AIS 24;2020-09-25;20:00:00;Pacatuba;Feminino;7
AIS 17;2020-09-26;01:00:00;General Sampaio;Feminino;9
AIS 17;2020-09-26;01:00:00;General Sampaio;Feminino;11
AIS 18;2020-09-26;16:00:00;Jaguaribe;Feminino;14
AIS 07;2020-09-27;12:00:00;Fortaleza;Feminino;13
AIS 12;2020-09-27;17:00:00;Maracanaú;Masculino;3
AIS 25;2020-09-27;17:00:00;Horizonte;Feminino;11
AIS 20;2020-09-27;18:00:00;Quixeramobim;Masculino;7
AIS 03;2020-09-27;19:00:00;Fortaleza;Feminino;9
AIS 15;2020-09-27;19:00:00;Canindé;Feminino;8
AIS 15;2020-09-28;04:00:00;Aracoiaba;Feminino;7
AIS 02;2020-09-28;12:00:00;Fortaleza;Feminino;11
AIS 13;2020-09-28;15:00:00;Aquiraz;Feminino;11
AIS 14;2020-09-28;19:00:00;Massapê;Feminino;12
AIS 17;2020-09-29;10:00:00;Itapipoca;Masculino;11
AIS 22;2020-09-29;11:00:00;Quiterianópolis;Feminino;12
AIS 11;2020-09-29;21:30:00;Caucaia;Feminino;1
AIS 09;2020-09-30;11:30:00;Fortaleza;Feminino;3
AIS 19;2020-09-30;19:00:00;Crato;Feminino;6
AIS 03;2020-10-01;14:00:00;Fortaleza;Masculino;13
AIS 03;2020-10-01;14:00:00;Fortaleza;Feminino;10
AIS 01;2020-10-01;16:00:00;Fortaleza;Feminino;7
AIS 16;2020-10-02;01:00:00;Santa Quitéria;Feminino;13
AIS 19;2020-10-02;12:00:00;Juazeiro do Norte;Masculino;5
AIS 15;2020-10-02;18:00:00;Aracoiaba;Feminino;2
AIS 07;2020-10-03;14:00:00;Fortaleza;Feminino;3
AIS 11;2020-10-03;21:00:00;Caucaia;Feminino;3
AIS 16;2020-10-03;22:00:00;Varjota;Feminino;12
AIS 09;2020-10-04;12:00:00;Fortaleza;Feminino;14
AIS 17;2020-10-04;15:00:00;Itapajé;Masculino;11
AIS 20;2020-10-04;19:00:00;Banabuiú;Masculino;8
AIS 20;2020-10-04;19:00:00;Banabuiú;Masculino;8
AIS 20;2020-10-04;19:00:00;Banabuiú;Masculino;9
AIS 20;2020-10-04;19:00:00;Banabuiú;Feminino;3
AIS 20;2020-10-04;19:00:00;Banabuiú;Feminino;5
AIS 20;2020-10-04;19:00:00;Banabuiú;Feminino;5
AIS 20;2020-10-04;19:00:00;Banabuiú;Masculino;11
AIS 20;2020-10-04;19:00:00;Banabuiú;Feminino;8
AIS 20;2020-10-04;19:00:00;Banabuiú;Masculino;13
AIS 20;2020-10-04;19:00:00;Banabuiú;Feminino;1
AIS 20;2020-10-04;19:00:00;Banabuiú;Feminino;4
AIS 09;2020-10-05;10:50:00;Fortaleza;Feminino;15
AIS 16;2020-10-05;23:00:00;Ipueiras;Feminino;13
AIS 16;2020-10-05;23:00:00;Ipueiras;Feminino;16
AIS 16;2020-10-05;23:00:00;Crateús;Feminino;10
AIS 06;2020-10-05;23:20:00;Fortaleza;Feminino;14
AIS 19;2020-10-06;02:30:00;Assaré;Masculino;14
AIS 06;2020-10-06;10:00:00;Fortaleza;Masculino;5
AIS 19;2020-10-06;11:00:00;Caririaçu;Feminino;1
AIS 03;2020-10-06;11:20:00;Fortaleza;Feminino;10
AIS 03;2020-10-06;11:20:00;Fortaleza;Feminino;10
AIS 09;2020-10-06;13:00:00;Fortaleza;Feminino;13
AIS 03;2020-10-06;15:00:00;Fortaleza;Feminino;9
AIS 18;2020-10-06;15:00:00;Aracati;Feminino;11
AIS 04;2020-10-07;00:00:00;Fortaleza;Masculino;10
AIS 11;2020-10-07;04:00:00;Caucaia;Feminino;12
AIS 07;2020-10-07;06:54:00;Fortaleza;Feminino;12
AIS 25;2020-10-07;08:00:00;Chorozinho;Feminino;11
AIS 14;2020-10-07;15:00:00;Pacujá;Masculino;12
AIS 21;2020-10-07;18:00:00;Iguatu;Feminino;13
AIS 09;2020-10-07;20:00:00;Fortaleza;Feminino;12
AIS 13;2020-10-08;09:00:00;Cascavel;Feminino;12
AIS 13;2020-10-08;09:00:00;Cascavel;Feminino;8
AIS 19;2020-10-08;12:00:00;Juazeiro do Norte;Feminino;9
AIS 07;2020-10-08;18:00:00;Fortaleza;Feminino;9
AIS 11;2020-10-08;22:00:00;Caucaia;Masculino;4
AIS 23;2020-10-09;11:40:00;Paracuru;Feminino;5
AIS 17;2020-10-09;19:00:00;Uruburetama;Feminino;12
AIS 09;2020-10-10;10:00:00;Fortaleza;Feminino;16
AIS 06;2020-10-11;09:30:00;Fortaleza;Feminino;4
AIS 17;2020-10-11;11:19:00;Itarema;Feminino;10
AIS 24;2020-10-11;20:00:00;Maranguape;Feminino;9
AIS 12;2020-10-11;21:00:00;Maracanaú;Feminino;9
AIS 21;2020-10-11;22:00:00;Icó;Feminino;7
AIS 02;2020-10-12;10:00:00;Fortaleza;Feminino;11
AIS Não Identificada (Fortaleza);2020-10-12;14:00:00;Fortaleza;Feminino;8
AIS 11;2020-10-12;23:01:00;Caucaia;Feminino;11
AIS 06;2020-10-13;09:00:00;Fortaleza;Feminino;5
AIS 06;2020-10-13;09:00:00;Fortaleza;Feminino;17
AIS 09;2020-10-13;16:00:00;Fortaleza;Feminino;13
AIS 14;2020-10-13;16:45:00;Graça;Feminino;13
AIS 10;2020-10-13;23:00:00;Fortaleza;Feminino;11
AIS 24;2020-10-14;10:00:00;Pacatuba;Feminino;17
AIS 24;2020-10-14;10:00:00;Pacatuba;Feminino;16
AIS 16;2020-10-14;10:00:00;Ipaporanga;Feminino;13
AIS 06;2020-10-14;10:00:00;Fortaleza;Feminino;6
AIS 14;2020-10-14;10:00:00;Sobral;Feminino;10
AIS 06;2020-10-14;11:40:00;Fortaleza;Feminino;12
AIS 17;2020-10-14;13:00:00;Miraíma;Feminino;13
AIS 23;2020-10-14;13:40:00;São Gonçalo do Amarante;Masculino;8
AIS 18;2020-10-14;17:00:00;Russas;Feminino;3
AIS 25;2020-10-14;20:00:00;Horizonte;Feminino;11
AIS 08;2020-10-14;20:30:00;Fortaleza;Feminino;17
AIS 06;2020-10-15;08:30:00;Fortaleza;Feminino;11
AIS 09;2020-10-15;09:00:00;Fortaleza;Feminino;10
AIS 17;2020-10-15;09:00:00;Amontada;Feminino;13
AIS 01;2020-10-15;09:30:00;Fortaleza;Feminino;10
AIS 19;2020-10-15;12:00:00;Porteiras;Feminino;13
AIS 11;2020-10-15;13:00:00;Caucaia;Feminino;13
AIS 17;2020-10-15;19:20:00;Itapipoca;Feminino;4
AIS 18;2020-10-15;20:00:00;Russas;Feminino;12
AIS 06;2020-10-16;08:00:00;Fortaleza;Feminino;6
AIS 24;2020-10-16;09:00:00;Guaiúba;Feminino;11
AIS 09;2020-10-16;14:00:00;Fortaleza;Feminino;16
AIS 17;2020-10-16;20:30:00;Acaraú;Masculino;10
AIS 06;2020-10-17;15:00:00;Fortaleza;Masculino;10
AIS 14;2020-10-17;16:30:00;Guaraciaba do Norte;Feminino;6
AIS 19;2020-10-17;20:00:00;Santana do Cariri;Feminino;6
AIS 05;2020-10-18;10:00:00;Fortaleza;Feminino;5
AIS 18;2020-10-19;14:00:00;Beberibe;Feminino;13
AIS 06;2020-10-19;16:00:00;Fortaleza;Masculino;8
AIS 09;2020-10-19;20:20:00;Fortaleza;Masculino;2
AIS 18;2020-10-20;08:00:00;Aracati;Feminino;8
AIS 02;2020-10-20;11:43:00;Fortaleza;Feminino;13
AIS 25;2020-10-20;14:00:00;Pacajus;Masculino;5
AIS 14;2020-10-21;17:10:00;Sobral;Feminino;11
AIS 14;2020-10-21;17:10:00;Sobral;Feminino;8
AIS 16;2020-10-22;10:00:00;Pires Ferreira;Feminino;12
AIS 16;2020-10-22;10:00:00;Santa Quitéria;Feminino;12
AIS 02;2020-10-22;13:00:00;Fortaleza;Feminino;11
AIS 14;2020-10-23;08:00:00;Guaraciaba do Norte;Feminino;7
AIS 25;2020-10-23;12:00:00;Chorozinho;Feminino;10
AIS 01;2020-10-23;13:51:00;Fortaleza;Masculino;13
AIS 01;2020-10-23;13:51:00;Fortaleza;Masculino;8
AIS 19;2020-10-23;14:00:00;Juazeiro do Norte;Feminino;13
AIS 06;2020-10-23;22:00:00;Fortaleza;Feminino;17
AIS 06;2020-10-23;22:00:00;Fortaleza;Feminino;8
AIS 20;2020-10-24;20:30:00;Morada Nova;Feminino;3
AIS 02;2020-10-25;01:00:00;Fortaleza;Feminino;12
AIS 11;2020-10-25;08:00:00;Caucaia;Feminino;7
AIS 18;2020-10-25;09:10:00;Aracati;Feminino;6
AIS 14;2020-10-25;12:00:00;Frecheirinha;Masculino;5
AIS 20;2020-10-25;16:40:00;Morada Nova;Feminino;13
AIS 03;2020-10-25;17:30:00;Fortaleza;Feminino;6
AIS 20;2020-10-25;20:00:00;Solonópole;Feminino;8
